gene,log2_fold_change,neg_log10_pvalue,pi_score,adjusted_pvalue,direction
SERBP1,0.2453,0.7829,0.6426,0.76416,NS
EIF3G,0.2145,0.8935,0.643127,0.73165,NS
CARM1,0.3208,0.5951,0.644311,0.809727,NS
EPHX1,-0.2645,0.7191,0.645396,0.783735,NS
FLOT2,0.2313,0.8219,0.645542,0.751627,NS
HARS1,-0.1825,1.0375,0.646624,0.728864,NS
CHCHD7,0.2734,0.6893,0.64794,0.785124,NS
FLNC,-0.2943,0.6397,0.648215,0.79774,NS
UBQLN2,-0.2291,0.8198,0.648937,0.751627,NS
SEC23IP,-0.1994,0.9406,0.649339,0.73165,NS
RPSA,0.2044,0.917,0.649463,0.73165,NS
VPS4B,0.2872,0.6516,0.649907,0.791172,NS
TRIP10,-0.1773,1.0551,0.650021,0.728864,NS
PNPT1,-0.2178,0.8524,0.652165,0.750334,NS
HSPB7,-0.2553,0.7271,0.652187,0.778541,NS
HSPA14,0.2771,0.6684,0.65281,0.789258,NS
CALR,-0.1464,1.2586,0.654328,0.676924,NS
AP2M1,-0.225,0.8182,0.654536,0.751627,NS
C6orf136,-0.428,0.4301,0.654541,0.871825,NS
GART,-0.1785,1.0274,0.655596,0.728864,NS
PYGM,-0.2011,0.91,0.656183,0.73165,NS
MFN1,0.3039,0.6009,0.656706,0.809727,NS
SRSF11,0.2919,0.6253,0.656858,0.803195,NS
ASS1,-0.4002,0.4559,0.65699,0.862695,NS
UQCRFS1,0.1867,0.9708,0.658731,0.73039,NS
MECP2,-0.2748,0.6595,0.658791,0.791172,NS
NAPRT,0.3473,0.5207,0.659411,0.84351,NS
TPM4,-0.257,0.6992,0.661111,0.785124,NS
QKI,0.3168,0.5616,0.663905,0.824626,NS
CARNS1,-0.3229,0.5508,0.663997,0.828364,NS
RABEP1,-0.2923,0.6074,0.664453,0.80715,NS
ATP2A2,-0.202,0.8782,0.66471,0.736786,NS
IGHG2,-0.3052,0.5784,0.665992,0.819318,NS
DES,0.3755,0.4698,0.666182,0.857221,NS
MT2A,-0.3009,0.5862,0.666262,0.815157,NS
RACK1,0.2035,0.8637,0.667145,0.749909,NS
MSRB2,0.3234,0.5421,0.667825,0.835885,NS
MTDH,-0.2176,0.8037,0.668529,0.752617,NS
RTN2,-0.1857,0.9379,0.669701,0.73165,NS
KLHL41,-0.3291,0.5288,0.669811,0.841189,NS
UQCRC2,0.1846,0.9417,0.670093,0.73165,NS
CD47,-0.2352,0.7367,0.670981,0.778541,NS
NDUFB1,0.2525,0.6859,0.671117,0.785124,NS
YWHAG,-0.1588,1.0901,0.671338,0.728864,NS
IST1,0.1708,1.0105,0.672047,0.728864,NS
DPP3,-0.2027,0.8492,0.672756,0.750334,NS
NACA,-0.1657,1.0376,0.673112,0.728864,NS
STAC3,0.246,0.6949,0.67467,0.785124,NS
UQCRQ,0.1925,0.8871,0.674904,0.73165,NS
GSTO1,-0.2127,0.8016,0.675318,0.752617,NS
DYNLL1,-0.2039,0.8319,0.676623,0.750334,NS
BGN,0.2681,0.6305,0.677589,0.80007,NS
SNRPD3,0.1998,0.8455,0.677778,0.750334,NS
MCTS1,-0.1801,0.9327,0.679267,0.73165,NS
TIMM9,0.2259,0.7427,0.67953,0.778541,NS
APPL1,-0.1798,0.9295,0.680586,0.73165,NS
A2M,-0.3111,0.536,0.681134,0.841189,NS
PLP2,0.3971,0.4191,0.68164,0.874369,NS
BSG,0.1837,0.9043,0.682165,0.73165,NS
PSMD3,-0.1831,0.9072,0.682198,0.73165,NS
ERGIC1,0.2877,0.5759,0.682845,0.820757,NS
RNF114,-0.2036,0.8123,0.683334,0.752617,NS
PPP2R5A,0.2764,0.5977,0.683546,0.809727,NS
MTX2,0.1969,0.8333,0.685424,0.750334,NS
RAP1B,-0.1921,0.8478,0.687268,0.750334,NS
MYH9,0.2534,0.6426,0.687295,0.79774,NS
SQOR,0.3305,0.4921,0.687624,0.851448,NS
COBL,0.3192,0.5083,0.688261,0.850613,NS
SH3BGRL,0.2925,0.5531,0.688997,0.828364,NS
FAM98A,-0.2812,0.575,0.689165,0.820757,NS
SPATA20,0.4281,0.3776,0.689204,0.896594,NS
RBBP7,0.32,0.5039,0.689828,0.850613,NS
MCCC2,0.2798,0.5724,0.691527,0.821095,NS
GALK1,-0.2416,0.6615,0.69207,0.791172,NS
CAPZA1,0.2698,0.5913,0.692595,0.81311,NS
HP,-0.3675,0.4336,0.692886,0.871825,NS
FKBP4,-0.2053,0.7735,0.69376,0.768151,NS
TUBA8,0.1709,0.928,0.694049,0.73165,NS
RPL19,0.2531,0.6258,0.694407,0.803195,NS
PAFAH1B1,-0.2224,0.7107,0.694936,0.785124,NS
MT-ATP6,-0.2557,0.6178,0.695074,0.803195,NS
NUDT16,0.2294,0.6859,0.696103,0.785124,NS
TMEM198,-0.2769,0.567,0.696657,0.823894,NS
NAA50,-0.1884,0.8329,0.696755,0.750334,NS
PSMD4,-0.1534,1.0193,0.697728,0.728864,NS
ATAD3A,0.2616,0.5969,0.697988,0.809727,NS
HSPA4,-0.1594,0.9781,0.698416,0.73039,NS
TFAM,-0.2348,0.6616,0.699304,0.791172,NS
FAM98B,0.2001,0.7751,0.699697,0.768151,NS
MEMO1,-0.2109,0.7316,0.701016,0.778541,NS
GPS1,-0.1577,0.976,0.701542,0.73039,NS
PPP5C,-0.166,0.9231,0.702695,0.73165,NS
GLUD1,-0.1963,0.7807,0.702704,0.76416,NS
RALA,0.1902,0.804,0.703127,0.752617,NS
TBC1D4,0.2035,0.7514,0.703271,0.778541,NS
LUM,0.2344,0.6513,0.703638,0.791172,NS
DAD1,-0.3988,0.3812,0.704615,0.891769,NS
VWA8,-0.3233,0.4703,0.704627,0.857221,NS
RTN4IP1,-0.2855,0.5323,0.704784,0.841189,NS
MRPL46,0.2406,0.6311,0.704919,0.80007,NS
YWHAH,-0.1588,0.9547,0.705387,0.73165,NS
MYBPC2,0.3845,0.3938,0.705645,0.890889,NS
CYCS,0.259,0.5844,0.70573,0.815157,NS
TUBB6,-0.2397,0.6299,0.706356,0.80007,NS
PDXP,-0.2812,0.5367,0.706419,0.841189,NS
NDUFA13,0.2184,0.691,0.706461,0.785124,NS
PPP2R1A,-0.1335,1.1305,0.706542,0.717279,NS
DYSF,-0.1679,0.8984,0.706581,0.73165,NS
MPC1,-0.2198,0.6858,0.706706,0.785124,NS
LRRC20,0.1867,0.8069,0.706881,0.752617,NS
MMAB,-0.2375,0.634,0.706986,0.799088,NS
SPEG,-0.2286,0.6578,0.707368,0.791172,NS
ETHE1,0.2508,0.5994,0.707439,0.809727,NS
VDAC1,0.1797,0.8339,0.708182,0.750334,NS
PSMD6,-0.2088,0.7158,0.708805,0.785124,NS
PLS3,0.2433,0.6134,0.709185,0.803195,NS
NUDT19,0.3068,0.4848,0.709958,0.855422,NS
PSMD7,0.1825,0.814,0.710339,0.752617,NS
SYNJ2BP,0.1927,0.7709,0.710376,0.768891,NS
RTN4,-0.1703,0.8698,0.710978,0.742627,NS
DCN,0.2807,0.5271,0.711245,0.841189,NS
LIMS1,0.1788,0.8278,0.711258,0.750334,NS
GYG1,-0.176,0.8404,0.711338,0.750334,NS
PCCB,-0.2201,0.6719,0.711402,0.788394,NS
WDR77,-0.2122,0.6955,0.711844,0.785124,NS
FUNDC2,-0.1837,0.8004,0.712813,0.752617,NS
XRCC6,0.1733,0.8466,0.713337,0.750334,NS
UBE2D1,-0.1951,0.7512,0.713567,0.778541,NS
MYOT,0.312,0.4684,0.714248,0.857221,NS
SRM,-0.4183,0.3487,0.714735,0.915951,NS
RAD23A,-0.1549,0.9396,0.715283,0.73165,NS
ARPC5L,0.3233,0.4494,0.715689,0.868535,NS
BOLA2,-0.2194,0.6613,0.716051,0.791172,NS
RPS25,0.2006,0.7224,0.716287,0.782346,NS
DCD,0.302,0.4777,0.717332,0.857204,NS
STBD1,-0.1729,0.834,0.717467,0.750334,NS
SEC13,0.2062,0.6988,0.71765,0.785124,NS
DDB1,-0.1349,1.0615,0.719099,0.728864,NS
EIF2B1,-0.2031,0.705,0.719122,0.785124,NS
VDAC3,0.2105,0.6777,0.720025,0.787581,NS
GNB1,-0.1704,0.8371,0.720097,0.750334,NS
EMC1,0.2498,0.5699,0.720529,0.823894,NS
SLC25A3,-0.1839,0.7731,0.720785,0.768151,NS
AIMP1,-0.1599,0.8892,0.720823,0.73165,NS
SLC16A1,-0.2572,0.5516,0.721307,0.828364,NS
SLC25A13,0.1853,0.764,0.721781,0.772331,NS
ISOC2,-0.1729,0.8188,0.721859,0.751627,NS
CRYBG3,-0.4248,0.3331,0.721943,0.917629,NS
CANX,-0.1573,0.8986,0.722247,0.73165,NS
RABGGTA,0.1913,0.7358,0.723123,0.778541,NS
DYNLT1,-0.1799,0.7817,0.723366,0.76416,NS
CRIP2,0.2677,0.5251,0.723518,0.841629,NS
HNRNPDL,0.2157,0.6511,0.723661,0.791172,NS
TAGLN2,0.1697,0.8244,0.724573,0.751281,NS
HSPBP1,-0.2341,0.5969,0.724874,0.809727,NS
FBP1,-0.2999,0.4657,0.725017,0.858853,NS
OCIAD1,0.1716,0.8091,0.726314,0.752617,NS
IDI1,-0.2244,0.6184,0.726538,0.803195,NS
DDAH1,0.2005,0.6885,0.72772,0.785124,NS
CAP1,0.2288,0.601,0.728622,0.809727,NS
MLX,0.2727,0.5034,0.729035,0.850613,NS
EEF1A1,-0.2037,0.672,0.729585,0.788394,NS
DGLUCY,0.2239,0.6116,0.7296,0.804824,NS
C1QBP,0.193,0.7065,0.730547,0.785124,NS
CYB5B,-0.257,0.53,0.730754,0.841189,NS
SEPTIN2,-0.1591,0.8502,0.732348,0.750334,NS
PHPT1,-0.1709,0.7892,0.732977,0.760802,NS
EIF4A2,0.1931,0.6979,0.733238,0.785124,NS
MAPK1,0.1568,0.8589,0.733389,0.750334,NS
FLG2,0.4002,0.3348,0.734551,0.917629,NS
ORM1,-0.2957,0.4513,0.73548500000000006,0.868535,NS
ECI1,0.1613,0.826,0.735783,0.750334,NS
RPA3,0.2259,0.5867,0.736982,0.815157,NS
TXN2,0.1904,0.6958,0.737074,0.785124,NS
AHSA1,-0.1773,0.7469,0.737189,0.778541,NS
RPL10,0.2349,0.5636,0.737219,0.824626,NS
ALDH2,-0.2478,0.531,0.738595,0.841189,NS
ALB,-0.2121,0.6197,0.738808,0.803195,NS
CALD1,0.3139,0.4168,0.739859,0.874369,NS
COA6,0.2102,0.6223,0.739885,0.803195,NS
SELENOW,0.2749,0.4757,0.740015,0.857221,NS
SFPQ,0.239,0.547,0.740021,0.831037,NS
MRPL54,0.2969,0.4395,0.740452,0.871825,NS
TOM1L2,-0.1615,0.8013,0.74231,0.752617,NS
ME2,-0.211,0.6057,0.745051,0.80715,NS
ADK,0.2106,0.6061,0.745308,0.80715,NS
SRSF1,0.265,0.4815,0.745391,0.855422,NS
ARPC1A,-0.1765,0.7224,0.74555,0.782346,NS
RDH14,0.1999,0.6361,0.746152,0.798939,NS
TSPO,-0.1988,0.6359,0.747444,0.798939,NS
HSPA8,-0.135,0.9357,0.747692,0.73165,NS
RPS7,0.2405,0.5248,0.747815,0.841629,NS
TGFBI,0.3355,0.3756,0.748134,0.89789,NS
CASQ1,0.2296,0.5449,0.749726,0.833978,NS
RPS17,0.2016,0.6197,0.749974,0.803195,NS
CUL3,-0.1705,0.7323,0.750115,0.778541,NS
MRPL13,0.2215,0.5628,0.750493,0.824626,NS
LRRC40,0.3483,0.3563,0.751413,0.914846,NS
STAT3,0.1855,0.6688,0.751453,0.789258,NS
RPS20,0.1873,0.6623,0.751478,0.791172,NS
COPG1,0.1717,0.7209,0.751991,0.783438,NS
NCL,0.1936,0.6388,0.752167,0.797936,NS
PADI2,-0.1738,0.7114,0.752309,0.785124,NS
PFDN2,-0.1695,0.725,0.753504,0.780679,NS
IFITM1,0.2208,0.5551,0.754086,0.828364,NS
NDUFAF2,0.2362,0.5187,0.754225,0.844023,NS
GCLM,0.2496,0.4904,0.754383,0.852535,NS
UBE2Z,-0.198,0.6171,0.754801,0.803195,NS
DDX1,-0.1621,0.7536,0.754808,0.778541,NS
NDUFAB1,0.2168,0.5608,0.755788,0.824626,NS
PAFAH1B2,0.2894,0.4172,0.757333,0.874369,NS
WARS1,-0.1607,0.7471,0.758414,0.778541,NS
RPS27,-0.1684,0.7127,0.758487,0.785124,NS
TUBB2A,-0.1638,0.7297,0.759466,0.778541,NS
MOCS2,0.2163,0.5516,0.759777,0.828364,NS
SPRYD4,-0.2223,0.5336,0.760955,0.841189,NS
UBA1,-0.1336,0.8846,0.761719,0.73165,NS
QARS1,-0.1294,0.9121,0.76199,0.73165,NS
RPS19,0.1722,0.6832,0.762651,0.785124,NS
SYNM,-0.2862,0.4082,0.76417,0.878984,NS
MYH14,-0.2023,0.5748,0.765109,0.820757,NS
C3,-0.2494,0.4633,0.766352,0.858853,NS
LMCD1,-0.1967,0.5856,0.767019,0.815157,NS
SRSF3,0.2762,0.4163,0.76739,0.874369,NS
PDLIM5,-0.2044,0.5607,0.768083,0.824626,NS
EIF3K,0.1849,0.6184,0.768518,0.803195,NS
PRKAG1,-0.1564,0.7284,0.76929,0.778541,NS
SLC37A4,-0.2144,0.5284,0.770383,0.841189,NS
ACADS,-0.2285,0.4958,0.770434,0.850937,NS
BTF3L4,-0.1454,0.779,0.770468,0.765453,NS
EHD2,0.1478,0.7645,0.770859,0.772331,NS
AGK,0.2225,0.5051,0.771961,0.850613,NS
OSBP,0.1378,0.8157,0.771985,0.752222,NS
ENO3,0.1535,0.7321,0.772028,0.778541,NS
AARS1,-0.1478,0.7591,0.772307,0.776208,NS
OSBPL1A,0.1603,0.6962,0.773349,0.785124,NS
PCCA,-0.1808,0.6149,0.77417,0.803195,NS
ADSS2,0.2094,0.5291,0.774866,0.841189,NS
DHRS4,0.2359,0.469,0.775153,0.857221,NS
HMGB1,0.1571,0.7036,0.77534,0.785124,NS
LAMTOR2,-0.2893,0.3816,0.775585,0.891769,NS
TTR,0.2238,0.4932,0.775612,0.851448,NS
APMAP,-0.1878,0.5874,0.775718,0.815157,NS
TMEM63A,-0.219,0.5031,0.775938,0.850613,NS
TBCE,-0.2182,0.5031,0.776605,0.850613,NS
AGT,-0.1997,0.549,0.776878,0.828364,NS
AGO2,0.1893,0.5791,0.776961,0.819188,NS
BAG2,-0.2198,0.4979,0.777203,0.850937,NS
SQSTM1,0.1839,0.5944,0.777517,0.809885,NS
PFDN1,0.1601,0.6818,0.777824,0.785124,NS
SHMT2,0.2256,0.4797,0.77942,0.856391,NS
ENO2,0.1885,0.5726,0.779958,0.821095,NS
MAP4,-0.1839,0.5853,0.780498,0.815157,NS
PDP1,0.208,0.5161,0.781034,0.845307,NS
ECH1,-0.1836,0.5842,0.781124,0.815157,NS
ILVBL,-0.2261,0.4734,0.781573,0.857221,NS
PPM1B,0.1882,0.5684,0.781701,0.823894,NS
TXLNB,-0.144,0.7391,0.782634,0.778541,NS
NUDC,-0.1341,0.7919,0.783129,0.759475,NS
EIF2B3,0.2986,0.3533,0.784361,0.914846,NS
CTBP1,0.1579,0.6664,0.784851,0.790836,NS
SELENOF,0.3807,0.2759,0.78516300000000006,0.936556,NS
HNRNPA2B1,0.1849,0.5666,0.785714,0.823894,NS
FYCO1,-0.2097,0.4986,0.786014,0.850937,NS
MAP2K4,0.1553,0.672,0.786441,0.788394,NS
SDHC,-0.2622,0.3962,0.787219,0.890297,NS
PRELP,0.2393,0.4337,0.787397,0.871825,NS
MYOM1,0.2205,0.4664,0.789118,0.858555,NS
GNAS,0.1716,0.5992,0.789216,0.809727,NS
CLTC,-0.16,0.6425,0.789262,0.79774,NS
FUS,0.1403,0.7316,0.789494,0.778541,NS
EIF4A1,0.1465,0.6975,0.790328,0.785124,NS
ALDH16A1,0.3178,0.3209,0.790681,0.920162,NS
PLGRKT,0.2333,0.4364,0.791015,0.871825,NS
EIF2B4,-0.2167,0.4681,0.791695,0.857221,NS
AMPD3,0.2696,0.3761,0.7918,0.897841,NS
TNS1,0.1944,0.5199,0.792347,0.843944,NS
SYNGR2,-0.2079,0.4855,0.792651,0.855422,NS
RPL18A,0.2356,0.4279,0.792838,0.871825,NS
ATP5PD,-0.1485,0.6769,0.793414,0.787688,NS
PRKCSH,-0.1474,0.681,0.793603,0.785124,NS
FLNA,-0.2137,0.4694,0.79377,0.857221,NS
KRT1,0.2994,0.3342,0.794187,0.917629,NS
COX11,-0.2025,0.4925,0.794838,0.851448,NS
ROMO1,-0.2289,0.4343,0.795385,0.871825,NS
MCEE,-0.2944,0.3372,0.795674,0.917629,NS
HDLBP,0.216,0.4593,0.795726,0.861837,NS
MYH4,0.3459,0.2868,0.795823,0.936556,NS
TUBB4B,-0.1472,0.6736,0.795943,0.788394,NS
TMX3,0.3746,0.2642,0.796214,0.936556,NS
CBR1,-0.1653,0.5976,0.796524,0.809727,NS
SAR1A,-0.1557,0.6331,0.796963,0.799353,NS
UQCRC1,0.1454,0.6743,0.797912,0.788394,NS
PTGR2,0.1769,0.5532,0.798276,0.828364,NS
YKT6,-0.1407,0.6936,0.798741,0.785124,NS
VAT1,-0.1678,0.5813,0.798801,0.81756,NS
FKBP2,0.2272,0.4292,0.798847,0.871825,NS
RPS6KA3,0.1604,0.6061,0.799434,0.80715,NS
KARS1,-0.1229,0.785,0.800785,0.763497,NS
RPS23,0.2002,0.481,0.801112,0.855422,NS
CCT2,-0.1402,0.6853,0.80153,0.785124,NS
MTM1,0.1829,0.5245,0.801768,0.841629,NS
PSMF1,-0.1574,0.6039,0.803394,0.80933,NS
OSTC,0.2152,0.4404,0.803925,0.871825,NS
GDI2,-0.118,0.803,0.804029,0.752617,NS
RPL12,0.2456,0.3844,0.804656,0.891769,NS
EIF4G2,-0.1642,0.5681,0.806756,0.823894,NS
SYNCRIP,-0.1516,0.6144,0.806924,0.803195,NS
EIF3H,-0.2178,0.4267,0.807352,0.871825,NS
ANXA5,-0.1636,0.5668,0.807752,0.823894,NS
ATL2,-0.2171,0.4244,0.808816,0.873422,NS
RAN,-0.1383,0.666,0.808834,0.790836,NS
ATP5MG,-0.1478,0.6207,0.809644,0.803195,NS
ARL3,-0.19,0.4826,0.809698,0.855422,NS
FBP2,-0.2036,0.4489,0.810243,0.868535,NS
PSMD1,-0.1359,0.6708,0.810718,0.789034,NS
MRPL47,0.1755,0.5181,0.811072,0.844088,NS
SLC25A20,0.1888,0.4811,0.811283,0.855422,NS
RPS13,0.1954,0.4637,0.811668,0.858853,NS
FBLN1,-0.2184,0.4148,0.811739,0.874369,NS
SDHD,-0.185,0.488,0.812361,0.853896,NS
CAMK2B,0.1658,0.5435,0.812611,0.835564,NS
PRPSAP2,0.1946,0.4593,0.813958,0.861837,NS
VBP1,-0.1398,0.6355,0.815031,0.798939,NS
DCTN6,-0.2078,0.4274,0.815048,0.871825,NS
DHRS7B,-0.187,0.4744,0.815208,0.857221,NS
AHCYL2,-0.1358,0.6495,0.816171,0.792854,NS
SERPINA3,-0.1921,0.4592,0.816194,0.861837,NS
CACNB3,0.1424,0.6139,0.817608,0.803195,NS
CNDP2,-0.1493,0.5855,0.817646,0.815157,NS
AK1,-0.1571,0.5561,0.817751,0.828364,NS
PUF60,0.1754,0.4971,0.818129,0.850937,NS
SAMHD1,-0.2575,0.3369,0.818934,0.917629,NS
BCAM,0.1756,0.4936,0.819057,0.851448,NS
ARL6IP5,-0.1386,0.6248,0.819235,0.803195,NS
RPLP2,0.1935,0.4469,0.819478,0.869176,NS
EIF4G1,-0.1124,0.7684,0.819626,0.769378,NS
CAPN2,-0.1446,0.5972,0.819716,0.809727,NS
BAG6,-0.1928,0.4478,0.81973,0.868535,NS
MYOZ3,0.3282,0.2622,0.820283,0.936556,NS
EEF1B2,-0.1482,0.5793,0.82068,0.819188,NS
PSMB6,-0.1399,0.6132,0.820703,0.803195,NS
PLIN5,-0.2615,0.3273,0.821153,0.917629,NS
SLC35A4,0.1819,0.4674,0.822163,0.857619,NS
RAB35,0.1969,0.4308,0.822547,0.871825,NS
SPCS1,-0.154,0.5491,0.823105,0.828364,NS
RPS16,0.1664,0.5071,0.823457,0.850613,NS
RAB2A,-0.1494,0.5643,0.82357,0.824626,NS
EIF3E,0.1793,0.4694,0.823833,0.857221,NS
SERPINA1,-0.1911,0.4389,0.824376,0.871825,NS
CCT8,-0.1126,0.7445,0.824395,0.778541,NS
PFN1,-0.1266,0.6624,0.824468,0.791172,NS
XPO1,-0.132,0.6343,0.824629,0.799088,NS
ACAA1,-0.1605,0.5212,0.824788,0.84351,NS
LMOD3,-0.2734,0.305,0.825285,0.929957,NS
CASQ2,-0.1987,0.4186,0.825731,0.874369,NS
ATP5F1D,-0.1623,0.5122,0.825769,0.849097,NS
SLC25A42,-0.3966,0.2088,0.826442,0.953066,NS
UQCRH,0.1412,0.5838,0.82709,0.815157,NS
HNRNPH2,0.2252,0.3659,0.827163,0.906795,NS
PPP2R2A,-0.12,0.6856,0.827376,0.785124,NS
NIPSNAP2,0.1476,0.5542,0.828384,0.828364,NS
SARNP,0.2133,0.3825,0.828717,0.891769,NS
MCU,0.1843,0.4398,0.829722,0.871825,NS
SLC29A1,-0.1914,0.4231,0.829883,0.874153,NS
BUB3,-0.21560000000000001,0.3745,0.830382,0.898558,NS
BCAP31,-0.1133,0.7041,0.832144,0.785124,NS
RUVBL2,-0.1746,0.4567,0.832251,0.862695,NS
FDXR,0.2753,0.2888,0.832691,0.936556,NS
DCTN2,-0.108,0.7314,0.833636,0.778541,NS
ERMP1,0.3504,0.2246,0.834238,0.951134,NS
PURB,-0.2068,0.3793,0.834766,0.894851,NS
ELMOD2,0.2789,0.2806,0.835106,0.936556,NS
PSMA3,-0.1148,0.6811,0.835256,0.785124,NS
AKR1B1,-0.1314,0.5951,0.835262,0.809727,NS
TMED10,-0.163,0.4795,0.83532,0.856391,NS
SUGT1,-0.1519,0.5116,0.836126,0.849097,NS
ACAA2,-0.1459,0.5325,0.836224,0.841189,NS
MRPS5,0.2089,0.3717,0.836283,0.900758,NS
CHMP2B,0.1522,0.5048,0.837805,0.850613,NS
LAP3,-0.1196,0.6415,0.838114,0.79774,NS
FN3K,0.1391,0.5505,0.83835,0.828364,NS
GLTP,-0.2263,0.3382,0.838401,0.917629,NS
CPA3,0.2272,0.336,0.838794,0.917629,NS
GBE1,-0.1636,0.4629,0.839997,0.858853,NS
PTPA,0.1918,0.3919,0.841099,0.890889,NS
TMEM14C,-0.3538,0.2119,0.841476,0.951134,NS
YWHAE,-0.1135,0.6599,0.841616,0.791172,NS
PRPSAP1,-0.2209,0.3388,0.841725,0.917629,NS
DTNA,-0.1253,0.5961,0.842001,0.809727,NS
YARS1,0.1666,0.448,0.842144,0.868535,NS
CAMK2A,0.1935,0.3832,0.843065,0.891769,NS
MRPL36,-0.1571,0.4719,0.843076,0.857221,NS
PANK4,-0.1491,0.4939,0.844028,0.851448,NS
CCT7,-0.1148,0.6401,0.84432,0.79774,NS
APEH,-0.1137,0.6438,0.844949,0.79774,NS
NEK7,0.1454,0.5032,0.844967,0.850613,NS
PYGL,-0.2063,0.3514,0.846296,0.914846,NS
CUL1,-0.1405,0.5158,0.846308,0.845307,NS
COX7A2L,0.2259,0.3207,0.84633,0.920162,NS
HINT1,-0.1558,0.4641,0.846641,0.858853,NS
ARPC4,-0.1524,0.4738,0.846843,0.857221,NS
CPNE3,-0.1293,0.5567,0.847295,0.828364,NS
BPGM,0.1806,0.397,0.847846,0.889887,NS
KRT8,0.28,0.2543,0.848796,0.936556,NS
FABP4,-0.1434,0.4962,0.848862,0.850937,NS
NONO,0.1371,0.5187,0.848943,0.844023,NS
SMTNL1,-0.2012,0.3526,0.849252,0.914846,NS
DYNLL2,0.202,0.3505,0.849593,0.914846,NS
AKR1A1,-0.1383,0.512,0.849597,0.849097,NS
GCN1,-0.1708,0.4142,0.849667,0.874369,NS
THNSL1,-0.2636,0.2684,0.849671,0.936556,NS
PABPC4,0.1984,0.3556,0.850035,0.914846,NS
GUK1,0.2312,0.3041,0.85052,0.929957,NS
RPL15,-0.1832,0.3836,0.850588,0.891769,NS
CLPP,-0.2018,0.3476,0.850849,0.917336,NS
SSBP1,-0.1368,0.5093,0.851742,0.850105,NS
CDH13,-0.1481,0.4703,0.85179,0.857221,NS
UBR4,-0.1524,0.4564,0.852055,0.862695,NS
TPPP3,-0.2257,0.308,0.852068,0.929116,NS
SNTA1,0.1537,0.4496,0.852926,0.868535,NS
ATAD1,0.1432,0.4822,0.853013,0.855422,NS
MTHFD1,-0.1059,0.6522,0.853015,0.791172,NS
STIP1,-0.1047,0.6582,0.853296,0.791172,NS
PGM3,-0.156,0.4414,0.853352,0.871825,NS
SERPINF1,0.1739,0.3939,0.854082,0.890889,NS
NT5C,0.1702,0.4014,0.854405,0.885677,NS
EIF3J,-0.1071,0.6363,0.854723,0.798939,NS
SEC23A,-0.1287,0.528,0.855138,0.841189,NS
EEF2K,0.1811,0.3746,0.855411,0.898558,NS
SZRD1,0.1628,0.4134,0.856445,0.874369,NS
CAPN1,-0.0982,0.6827,0.85701,0.785124,NS
CPPED1,-0.2266,0.295,0.857344,0.933308,NS
IGHA1,-0.2082,0.318,0.85862,0.921617,NS
ANXA3,-0.189,0.3488,0.859175,0.915951,NS
ACSS2,0.1308,0.5027,0.859513,0.850613,NS
SERPINB6,0.1317,0.4992,0.859527,0.850937,NS
OPTN,-0.1588,0.4132,0.859798,0.874369,NS
SARS1,-0.1492,0.4395,0.859822,0.871825,NS
TMED9,-0.1631,0.4012,0.860165,0.885677,NS
ARL8B,-0.1305,0.4997,0.860614,0.850937,NS
SERPING1,0.1906,0.3384,0.862024,0.917629,NS
PCBP2,0.1126,0.5726,0.862045,0.821095,NS
TST,-0.1482,0.4325,0.862745,0.871825,NS
LANCL1,0.1336,0.4752,0.864013,0.857221,NS
MAT2B,-0.1286,0.493,0.864142,0.851448,NS
PSMD10,0.1241,0.5109,0.86416,0.849097,NS
ATP5F1C,-0.1264,0.501,0.864359,0.850613,NS
S100A1,-0.1884,0.3351,0.864671,0.917629,NS
ELAVL1,0.1911,0.3292,0.865135,0.917629,NS
ERLIN2,0.1518,0.414,0.865289,0.874369,NS
MRPL12,0.2147,0.2913,0.865862,0.936556,NS
HYOU1,-0.143,0.4358,0.866293,0.871825,NS
STAT5B,-0.1204,0.5158,0.866818,0.845307,NS
SUPV3L1,0.2284,0.2718,0.866831,0.936556,NS
UBE2L3,-0.1055,0.576,0.869433,0.820757,NS
PCBP1,0.1076,0.564,0.869577,0.824626,NS
SOD1,-0.1266,0.4775,0.870097,0.857204,NS
RAD23B,-0.1075,0.5621,0.870109,0.824626,NS
CSTA,0.2612,0.2311,0.870237,0.949692,NS
TIMM21,0.1569,0.3845,0.870291,0.891769,NS
ADPRHL1,-0.1377,0.4382,0.870299,0.871825,NS
SDHA,-0.1173,0.513,0.870589,0.849097,NS
ARHGDIA,-0.1091,0.5514,0.870622,0.828364,NS
ANXA4,-0.1412,0.426,0.870674,0.872137,NS
ARF5,0.1243,0.4834,0.870814,0.855422,NS
UQCRB,0.1193,0.5008,0.871498,0.850613,NS
PDIA6,0.1218,0.49,0.871631,0.852535,NS
HSPB3,-0.164,0.3629,0.871903,0.909975,NS
MYH13,-0.2584,0.2301,0.872063,0.949709,NS
PKIA,-0.1326,0.448,0.872171,0.868535,NS
DYNLRB1,0.1509,0.3934,0.872271,0.890889,NS
TIMM8B,0.1619,0.3657,0.872533,0.906795,NS
LDB3,0.1302,0.4545,0.872605,0.863983,NS
TUBA1B,-0.1229,0.4812,0.872708,0.855422,NS
PFKM,-0.1391,0.4214,0.873739,0.874369,NS
MRI1,0.2299,0.2541,0.874135,0.936556,NS
TSC22D1,-0.3063,0.1906,0.874211,0.965421,NS
