gene,log2_fold_change,neg_log10_pvalue,pi_score,adjusted_pvalue,direction
MYOZ1,1.8729,1.4157,0.002231,0.230628,Up
DDI2,1.3282,1.9781,0.002359,0.120684,Up
MPST,-0.6985,3.7403,0.00244,0.022763,Down
ARHGDIB,-0.8882,2.9396,0.002449,0.040877,Down
FLNC,0.9957,2.5885,0.002646,0.066765,Up
MYOM3,1.3204,1.9412,0.002734,0.123689,Up
MAOB,-0.7347,3.4522,0.002909,0.025907,Down
MYL1,1.3249,1.9135,0.002916,0.125129,Up
CAPRIN1,1.1818,2.1229,0.003099,0.102487,Up
RPL23A,0.8374,2.9839,0.003172,0.040529,Up
RPL37A,0.9716,2.5059,0.003674,0.073464,Up
RNF114,-0.6931,3.498,0.003764,0.024458,Down
FXN,-0.7719,3.1302,0.003836,0.035833,Down
XIRP1,1.1781,2.0208,0.004162,0.116431,Up
TMPO,-0.9842,2.3608,0.004748,0.083558,Down
ADH1B,-1.2079,1.9129,0.004891,0.125129,Down
EPDR1,-0.8197,2.813,0.004947,0.048852,Down
BZW1,1.0542,2.1745,0.005101,0.102487,Up
RPL10,0.8766,2.6066,0.005188,0.064995,Up
CA3,-0.7005,3.2441,0.005339,0.030323,Down
RPS3A,0.6931,3.2774,0.005352,0.028805,Up
TPM2,1.3476,1.6855,0.005353,0.167551,Up
SOD2,-0.8725,2.5843,0.00556,0.066765,Down
CTSD,-0.6374,3.4924,0.00594,0.024458,Down
MT-CO1,1.0367,2.1451,0.005973,0.102487,Up
MRPL9,1.2094,1.8318,0.00609,0.136873,Up
SUOX,-0.7186,3.0743,0.006179,0.037365,Down
SCO1,0.8894,2.4796,0.006231,0.07503,Up
DYNLT1,0.6274,3.4964,0.006405,0.024458,Up
PHPT1,-0.6103,3.564,0.00668,0.024458,Down
DCTN3,0.9401,2.3082,0.006763,0.089458,Up
PRUNE1,-1.0359,2.0886,0.006861,0.106457,Down
PNPO,-0.8636,2.5029,0.006897,0.073464,Down
CSRP1,1.0068,2.1399,0.007007,0.102487,Up
GPD1L,-0.4871,4.406,0.007144,0.010444,Down
EMC2,0.8565,2.483,0.007469,0.07503,Up
PPP1R3A,0.6714,3.1541,0.007626,0.034706,Up
RPS15,0.7238,2.9113,0.007811,0.042615,Up
FLNA,0.871,2.4124,0.007922,0.080723,Up
EEFSEC,0.9476,2.1947,0.008324,0.101429,Up
FSD2,0.748,2.7781,0.008358,0.051691,Up
VIM,0.9647,2.1441,0.00854,0.102487,Up
PLEC,0.812,2.5316,0.008795,0.071139,Up
NAE1,-0.6952,2.9383,0.009065,0.040877,Down
RPL32,1.1558,1.766,0.009096,0.149472,Up
ABHD16A,-1.0437,1.9367,0.009519,0.124137,Down
NXN,-0.6517,3.0967,0.009593,0.037023,Down
MIEN1,0.8195,2.4621,0.009602,0.075842,Up
EIF3C,0.6539,3.0512,0.010112,0.0386,Up
EEF1G,0.4881,4.061,0.010416,0.014656,Up
TMX3,1.5056,1.3136,0.010522,0.252082,Up
MT-ND2,0.9449,2.0664,0.011152,0.109349,Up
TMOD4,1.263,1.5216,0.011972,0.200717,Up
SLC27A1,-0.7703,2.4731,0.012445,0.075368,Down
SPAG9,0.7725,2.4376,0.013088,0.078473,Up
HADHA,-0.558,3.3398,0.013694,0.026562,Down
GPX3,-0.7756,2.3824,0.014201,0.082449,Down
CAST,0.6481,2.8497,0.014227,0.046275,Up
SYNE2,-0.6996,2.6302,0.014455,0.063531,Down
ENO2,0.6972,2.6193,0.014919,0.063917,Up
NGLY1,0.6813,2.6439,0.015806,0.063016,Up
HMGCL,-0.6566,2.7327,0.016054,0.055467,Down
PHKB,0.6168,2.8987,0.016295,0.04265,Up
ACADS,-0.8286,2.1487,0.016582,0.102487,Down
RPL27,1.1149,1.5942,0.016697,0.188888,Up
MCCC1,-0.7696,2.3082,0.016732,0.089458,Down
CSRP3,0.8898,1.9932,0.016843,0.118515,Up
VWA8,-0.9529,1.8603,0.016879,0.132217,Down
MAPK13,-0.9446,1.8757,0.016912,0.129973,Down
HADHB,-0.5183,3.4009,0.017277,0.026006,Down
SYNPO2,0.8143,2.148,0.017818,0.102487,Up
PYURF,0.9953,1.7195,0.019433,0.16136,Up
COQ7,-0.5003,3.393,0.020074,0.026006,Down
PLIN5,-0.9929,1.7029,0.020382,0.164748,Down
ACAT1,-0.5464,3.079,0.020784,0.037365,Down
COL15A1,0.9405,1.7883,0.020804,0.144516,Up
GCLM,0.8464,1.9736,0.021359,0.120684,Up
GSTO1,-0.6229,2.6659,0.021847,0.06124,Down
SPEG,0.7079,2.3424,0.02197,0.085601,Up
ASS1,-1.0816,1.5287,0.022209,0.199664,Down
MDP1,-0.7183,2.2976,0.022364,0.090124,Down
RPL35,0.8224,2.0054,0.022422,0.117409,Up
ANXA3,-0.7806,2.1084,0.022601,0.103691,Down
MAVS,-0.5328,3.0416,0.023958,0.038672,Down
ALDH5A1,-0.6127,2.642,0.02406,0.063016,Down
RPS19,0.5808,2.7757,0.024427,0.051691,Up
UBE2K,-0.5322,2.9685,0.026316,0.040529,Down
PRDX6,-0.548,2.8683,0.02681,0.045026,Down
COL3A1,1.3224,1.1846,0.027128,0.295345,Up
GALK1,-0.7041,2.2222,0.027248,0.098707,Down
BANF1,0.7736,2.021,0.027333,0.116431,Up
GSTM1,1.6476,0.944,0.027839,0.391067,Up
SNRPD3,0.5706,2.7238,0.027919,0.055541,Up
HMGB1,-0.5341,2.906,0.028054,0.042615,Down
PCYT2,-0.7024,2.2075,0.028147,0.099986,Down
NT5C1A,0.8526,1.7993,0.029232,0.142523,Up
PPBP,1.0766,1.4181,0.029736,0.230208,Up
SLC25A11,0.683,2.2323,0.029873,0.098141,Up
TST,-0.6375,2.3783,0.030466,0.082464,Down
TLN2,-0.5903,2.5586,0.030878,0.069168,Down
MCEE,-0.9657,1.5598,0.03116,0.193807,Down
RPS23,0.7241,2.0692,0.031738,0.109302,Up
NEXN,0.9154,1.6217,0.032777,0.182384,Up
COQ5,-0.6725,2.1813,0.034129,0.102307,Down
NDUFA1,1.0363,1.4098,0.034601,0.232681,Up
MSN,0.5322,2.7141,0.035933,0.055541,Up
FBN1,-0.9645,1.4888,0.03664,0.209865,Down
FNDC3A,1.4866,0.9652,0.036741,0.383653,Up
TRIM54,0.6605,2.1533,0.037823,0.102487,Up
TES,1.094,1.2975,0.038068,0.256002,Up
RPL23,0.5951,2.3644,0.039176,0.083558,Up
MYH13,1.1359,1.2324,0.039831,0.278176,Up
RPL36AL,0.7315,1.9125,0.039908,0.125129,Up
LRBA,1.5251,0.9091,0.041066,0.408173,Up
S100A13,0.9599,1.4306,0.042349,0.225589,Up
CELF1,0.7,1.9552,0.042793,0.122359,Up
CPT2,-0.5786,2.3607,0.043075,0.083558,Down
TYMP,0.6284,2.1642,0.043665,0.102487,Up
MARCHF5,0.6975,1.9488,0.043719,0.123427,Up
EWSR1,-0.5566,2.4274,0.044551,0.079152,Down
RPL38,0.6203,2.1712,0.044999,0.102487,Up
HPRT1,0.6756,1.9917,0.045123,0.118515,Up
TNNC2,0.9902,1.3525,0.045785,0.244031,Up
SNTA1,0.6076,2.1881,0.046817,0.10221,Up
ETFA,-0.5692,2.3179,0.04793,0.089002,Down
CAPZA1,0.75,1.7516,0.04856,0.153277,Up
UCHL1,0.8963,1.4575,0.049396,0.217619,Up
MRPS36,-0.7567,1.7212,0.04984,0.16136,Down
UBAP2L,0.9946,1.3057,0.050278,0.253037,NS
S100A16,1.1918,1.0792,0.051742,0.336475,NS
CAPN3,0.6353,2.0153,0.052455,0.116729,NS
DHCR24,0.8138,1.5674,0.053019,0.192841,NS
IBA57,-0.7632,1.666,0.053512,0.173641,NS
MICU1,-0.7856,1.615,0.053853,0.184433,NS
CLEC3B,-0.7628,1.6561,0.054527,0.175264,NS
RNPEP,-0.5624,2.2428,0.054779,0.097246,NS
ACTA1,0.9754,1.2915,0.054976,0.257339,NS
RPL17,0.6201,2.028,0.055256,0.11599,NS
TIMM10,-0.5894,2.1322,0.05537,0.102487,NS
TPD52,0.9189,1.3656,0.055614,0.242581,NS
CALU,0.5564,2.2489,0.056074,0.096749,NS
DHRS7B,0.6505,1.9136,0.056911,0.125129,NS
CP,-0.6657,1.8669,0.057187,0.131423,NS
DYNLL1,-0.5327,2.3306,0.057345,0.08718,NS
NAMPT,0.7566,1.6363,0.057818,0.180773,NS
SYNM,0.8985,1.3756,0.058075,0.239598,NS
MYBPC2,1.0885,1.1331,0.058431,0.31373,NS
RPS21,0.5756,2.1325,0.059241,0.102487,NS
LRPAP1,-0.6294,1.9345,0.060586,0.124137,NS
ECHDC3,-0.7963,1.5266,0.06086,0.199664,NS
RPS25,0.5564,2.1838,0.060926,0.102307,NS
RPL19,0.6811,1.7767,0.061644,0.147057,NS
MGST2,0.7455,1.6083,0.063249,0.184843,NS
ALPK3,0.6485,1.8418,0.063918,0.135531,NS
ETFB,-0.5858,2.0373,0.064052,0.1142,NS
DMAC2L,-0.6447,1.8377,0.065334,0.135963,NS
TUBA4A,0.5346,2.2136,0.065554,0.099332,NS
CRAT,-0.4919,2.3896,0.066782,0.082449,NS
ACAA2,-0.5188,2.2655,0.066785,0.093869,NS
RPS2,0.5719,2.0523,0.06702,0.111639,NS
LIMS3,0.6541,1.7878,0.067688,0.144516,NS
ACTB,0.9134,1.2757,0.068345,0.262243,NS
CDC42,-0.5133,2.2689,0.068442,0.093869,NS
HADH,-0.4572,2.5438,0.068715,0.070739,NS
UCHL3,0.4842,2.3928,0.069393,0.082449,NS
GLUL,-0.8239,1.3962,0.070745,0.234784,NS
NPC2,-0.9373,1.2239,0.071262,0.279323,NS
TMX2,0.6709,1.7036,0.071947,0.164748,NS
DRG2,0.8697,1.3075,0.072912,0.253037,NS
LAMTOR1,-0.5555,2.0421,0.073381,0.113614,NS
PCBD2,-0.4604,2.4613,0.073574,0.075842,NS
AAMDC,-0.5931,1.9036,0.074295,0.125907,NS
RPS17,0.5706,1.958,0.076328,0.122359,NS
RAD23A,-0.4105,2.7165,0.076734,0.055541,NS
ABHD6,0.6765,1.6264,0.079375,0.182384,NS
HP,-0.9669,1.1356,0.079794,0.312704,NS
LRMDA,0.6051,1.8141,0.079845,0.140342,NS
CARNS1,0.8268,1.3232,0.080524,0.24928,NS
CBR1,0.5148,2.1081,0.082181,0.103691,NS
AKR7A2,-0.4544,2.3863,0.082362,0.082449,NS
TBC1D24,-0.6962,1.5467,0.083807,0.194338,NS
SSR4,0.8421,1.2748,0.084427,0.262243,NS
EZR,0.7483,1.4241,0.085987,0.227699,NS
ALDH1B1,0.8788,1.2105,0.086334,0.28503,NS
YWHAZ,-0.4252,2.4863,0.087679000000000007,0.07503,NS
TFAM,-0.596,1.7728,0.087761,0.147746,NS
CCDC47,0.4959,2.1296,0.087881,0.102487,NS
ECI1,-0.4351,2.4252,0.088063,0.079152,NS
GARS1,-0.5482,1.9179,0.088843,0.125129,NS
METAP2,-0.36870000000000003,2.836,0.090045,0.047033,NS
S100A6,0.9964,1.0492,0.090067,0.349341,NS
GLIPR2,0.7705,1.3493,0.091291,0.24439,NS
COX6A2,0.8087,1.2832,0.091696,0.260262,NS
RPS13,0.6273,1.6494,0.092337,0.176688,NS
CORO6,0.8168,1.2522,0.094895,0.270609,NS
EMC3,0.6461,1.58,0.095331,0.1904,NS
ECHS1,-0.4556,2.2397,0.09539,0.097246,NS
HNRNPR,0.4675,2.1613,0.097646,0.102487,NS
LDHA,0.6208,1.6214,0.098509,0.182384,NS
PSMD14,0.3912,2.5706,0.09872,0.068091,NS
RTCA,-0.4715,2.1214,0.099937,0.102487,NS
ASAH1,-0.5417,1.8452,0.100096,0.135092,NS
CLU,-0.7174,1.3916,0.100404,0.236012,NS
RPS20,0.5112,1.933,0.102775,0.124137,NS
RPS12,0.5174,1.9016,0.103764,0.125907,NS
TACC2,-0.5424,1.8029,0.105248,0.142306,NS
ALDH4A1,-0.4704,2.0755,0.105587,0.108988,NS
GLRX3,0.5184,1.8802,0.106013,0.129634,NS
RPL6,0.7085,1.3744,0.106213,0.239624,NS
SH3GLB1,-0.5101,1.8788,0.110052,0.129634,NS
MYOZ3,1.0976,0.8696,0.111072,0.427604,NS
RPL27A,0.6873,1.384,0.111905,0.238208,NS
ACSF2,-0.5448,1.7345,0.113492,0.157497,NS
MYO6,0.6151,1.5337,0.113937,0.198951,NS
TSN,-0.5079,1.8493,0.115034,0.134421,NS
TPSB2,-0.7083,1.3225,0.115675,0.24928,NS
ALDH2,-0.6537,1.4329,0.115714,0.225055,NS
TPM3,0.9842,0.9507,0.115977,0.390172,NS
LONP1,-0.4735,1.967,0.117116,0.121226,NS
TXNDC12,-1.0268,0.9044,0.117862,0.409289,NS
DPYSL3,-0.6024,1.5315,0.119501,0.199321,NS
MLYCD,-0.7476,1.2248000000000001,0.121438,0.279323,NS
SMTN,0.5449,1.6685,0.123236,0.173568,NS
RPL34,0.8552,1.0564,0.124897,0.346132,NS
TRMT112,0.814,1.1057,0.125879,0.324598,NS
RPS27A,0.7075,1.2634,0.127674,0.266725,NS
SOD3,-0.7569,1.1776,0.12843,0.295603,NS
SMPX,0.5727,1.5518,0.129195,0.193807,NS
RPL30,0.676,1.314,0.129327,0.252082,NS
RDX,-0.3769,2.3493,0.130188,0.085014,NS
HDGFL2,-0.6079,1.4538,0.130691,0.218835,NS
HSPB1,0.6034,1.458,0.131879,0.217619,NS
RPL31,0.5549,1.5728,0.134037,0.192841,NS
TALDO1,-0.3798,2.2948,0.134378,0.090124,NS
OPLAH,-0.4529,1.9132,0.135976,0.125129,NS
RPS5,0.4801,1.8018,0.136463,0.142306,NS
ENO3,0.4103,2.0942,0.138299,0.105748,NS
HSPB2,0.532,1.6105,0.139052,0.184843,NS
ACADM,-0.5044,1.6925,0.140029,0.166778,NS
OSBPL1A,0.4264,1.995,0.141062,0.118515,NS
UTP15,0.9816,0.8654,0.141426,0.428819,NS
HDGF,-0.4273,1.9722,0.143624,0.120684,NS
HSPH1,1.8444,0.4539,0.145508,0.648192,NS
HMOX1,0.7657,1.0932,0.145531,0.33074,NS
DCTN5,-0.5726,1.4586,0.146133,0.217619,NS
GSK3A,-0.5343,1.558,0.147073,0.193807,NS
CPT1B,-0.5125,1.6239,0.147131,0.182384,NS
MYOM1,0.6163,1.3487,0.147527,0.24439,NS
GSN,0.6165,1.3451,0.148173,0.24439,NS
FKBP4,-0.4704,1.7574,0.149074,0.151857,NS
CYB5R1,-0.4226,1.9548,0.149223,0.122359,NS
FABP4,-0.4613,1.7891,0.149536,0.144516,NS
PLN,-0.6586,1.2529,0.149552,0.270609,NS
CACNG1,-0.6261,1.3161,0.149992,0.251907,NS
ATP2A2,-0.4396,1.8645,0.151469,0.131555,NS
TMSB4X,0.7264,1.1257,0.152132,0.315321,NS
NUDT2,0.8114,0.9979,0.154992,0.372546,NS
LAMP2,-0.5808,1.3931,0.155193,0.235805,NS
PHKA1,0.4431,1.8243,0.155485,0.13867,NS
ACSS2,-0.4224,1.9105,0.15595,0.12513,NS
PGM5,-0.5575,1.4408,0.157276,0.221767,NS
RPS24,0.5949,1.3421,0.15908,0.24439,NS
CKB,-0.3871,2.0589,0.159569,0.110604,NS
EIF3G,0.4475,1.78,0.159745,0.146556,NS
MT-ND4,0.6081,1.3082,0.160106,0.253037,NS
NARS1,0.4563,1.7417,0.160417,0.156166,NS
RIDA,-0.3574,2.2197,0.160942,0.098707,NS
RPS14,0.4076,1.9454,0.161118,0.123689,NS
MB,-0.3964,1.9997,0.161168,0.118306,NS
GAA,-0.5729,1.3824,0.161454,0.238395,NS
ADIPOQ,-0.4655,1.6993,0.161803,0.164845,NS
SET,0.5755,1.3716,0.162431,0.240538,NS
PMPCA,0.6275,1.2548,0.16315,0.270609,NS
FLT1,1.0652,0.7376,0.163798,0.480689,NS
MAP2K4,0.405,1.9284,0.165612,0.12486,NS
RPL28,0.5737,1.3591,0.166056,0.244031,NS
GPT,-0.5322,1.4616,0.166765,0.217619,NS
DDAH2,-0.4697,1.6478,0.168285,0.176688,NS
SH3BGRL,0.6518,1.1833,0.169312,0.295603,NS
NFU1,-0.5507,1.3995,0.169582,0.234313,NS
RBM3,0.7122,1.0808,0.169896,0.336046,NS
SAR1A,-0.4223,1.822,0.170017,0.138792,NS
HAGH,-0.3908,1.9656,0.170559,0.121226,NS
STBD1,0.3984,1.9233,0.171324,0.125129,NS
CRYAB,0.5454,1.4042,0.17144,0.234313,NS
ATPAF2,-0.5836,1.3057,0.172984,0.253037,NS
GNG12,0.5135,1.4747,0.174894,0.214208,NS
FXYD1,0.6357,1.1904,0.175101,0.293651,NS
PSME2,0.5539,1.3642,0.175544,0.242755,NS
RRAD,0.7903,0.9559,0.175599,0.386765,NS
THBS4,0.6929,1.0895,0.175842,0.332409,NS
IDH2,-0.3824,1.9723,0.176122,0.120684,NS
C3,-0.6397,1.1788,0.17617,0.295603,NS
UBE2I,-0.5554,1.3528,0.177251,0.244031,NS
EIF2B1,0.4518,1.6589,0.178016,0.174798,NS
OPTN,-0.5046,1.4804,0.17907,0.213314,NS
HDDC2,-0.4591,1.6078,0.182767,0.184843,NS
VDAC1,-0.4017,1.8366,0.182873,0.135963,NS
CAPZB,0.5987,1.2304,0.183387,0.278176,NS
LCP1,0.4586,1.5985,0.184895,0.188221,NS
CA2,-0.5217,1.4024,0.185517,0.234313,NS
PHKG1,0.3628,2.0095,0.186641,0.116967,NS
SDR39U1,-0.5914,1.231,0.187062,0.278176,NS
SFXN4,0.6141,1.1855,0.187088,0.295345,NS
C11orf54,-0.4239,1.7171,0.187093,0.16136,NS
PPIA,-0.4399,1.6485,0.188283,0.176688,NS
ERGIC1,0.6164,1.1724,0.189412,0.298106,NS
CAPZA2,0.5237,1.3778,0.189904,0.239058,NS
BUB3,-0.586,1.2293,0.190352,0.278176,NS
PSMC6,0.3384,2.1228,0.191319,0.102487,NS
RASA4,-0.5942,1.2059,0.192052,0.286695,NS
ECH1,-0.47,1.5245,0.192062,0.199984,NS
COA3,-0.6201,1.1537,0.19254,0.304844,NS
NACA,0.3441,2.0731,0.193528,0.108988,NS
CSE1L,-0.3583,1.9886,0.193896,0.11873,NS
FKBP5,-0.4494,1.5809,0.19477,0.1904,NS
CYB5A,-0.5284,1.343,0.195116,0.24439,NS
CHDH,0.6247,1.1251,0.198249,0.315321,NS
CBR4,-0.5714,1.2285,0.198612,0.278176,NS
IARS1,0.5066,1.3851,0.198762,0.238208,NS
UBQLN2,-0.4494,1.5574,0.199597,0.193807,NS
PEBP1,-0.3685,1.8988,0.199703,0.126133,NS
RPS3,0.4485,1.5547,0.200779,0.193807,NS
MYOM2,0.52,1.3389,0.201266,0.24439,NS
APOC2,-0.7209,0.9634,0.202061,0.383653,NS
SAE1,-0.6898,1.0037,0.2031,0.369973,NS
PCCB,-0.4771,1.4488,0.203615,0.220736,NS
TGFBI,-0.7281,0.9477,0.204182,0.390519,NS
DYNLRB1,0.4908,1.4043,0.204512,0.234313,NS
ACADSB,-0.5343,1.2876,0.205126,0.258216,NS
NCL,-0.4584,1.4975,0.205841,0.207078,NS
TOM1L2,-0.3665,1.8728,0.205861,0.130247,NS
HSPB7,0.5107,1.3398,0.206911,0.24439,NS
SNAP29,-0.5554,1.2178,0.210657,0.281616,NS
MYH7,0.8228,0.8137,0.214026,0.44981,NS
MAPK1,0.3512,1.9018,0.214794,0.125907,NS
RPS18,0.4296,1.5518,0.215431,0.193807,NS
SND1,0.4798,1.3878,0.21581,0.237388,NS
RPL35A,0.6807,0.9751,0.2169,0.379406,NS
TACO1,-0.4971,1.3301,0.21818,0.247614,NS
SPATA20,0.8809,0.7506,0.218183,0.472961,NS
RPL11,0.586,1.1271,0.21854,0.315321,NS
TMED1,0.49,1.3399,0.22054,0.24439,NS
ATP6V1G1,-0.361,1.8134,0.221525,0.140342,NS
UBE2F,-0.6347,1.0263,0.223139,0.363525,NS
PYGL,-0.6087,1.0671,0.224104,0.341358,NS
CRYBG3,0.9568,0.6778,0.224607,0.511247,NS
SCFD1,-0.4858,1.33,0.225872,0.247614,NS
METTL7A,-0.4927,1.3072,0.226982,0.253037,NS
HSPB8,0.5584,1.1523,0.227247,0.304844,NS
MAP1LC3B2,0.5178,1.2425,0.227313,0.275171,NS
BAG3,0.4807,1.3326,0.228743,0.247334,NS
PPP1CA,0.3844,1.6651,0.229078,0.173641,NS
MYH3,1.0148,0.6307,0.229102,0.532676,NS
NLRX1,-0.4591,1.3813,0.232194,0.238395,NS
APOBEC2,0.6067,1.0436,0.232756,0.351236,NS
MYH1,0.8653,0.7312,0.232974,0.4824,NS
MT-ND5,0.6686,0.9445,0.233635,0.391067,NS
MDH1,-0.3409,1.8498000000000001,0.23409,0.134421,NS
LMOD3,0.7811,0.8069,0.234301,0.44981,NS
CD151,0.5574,1.1276,0.235216,0.315321,NS
RPS16,0.4476,1.4015,0.23586,0.234313,NS
GDI1,-0.3104,2.0189,0.236206,0.116431,NS
CDS2,-0.4324,1.4472,0.236756,0.220926,NS
MAPT,0.3991,1.5658,0.237196,0.192841,NS
DCAF6,-0.3657,1.706,0.237789,0.164748,NS
RPL29,0.6376,0.9772,0.238196,0.378517,NS
TRDN,0.5869,1.0574,0.239555,0.346132,NS
SERPINA1,-0.5165,1.1977,0.24069,0.29156,NS
JPT1,0.5299,1.167,0.240772,0.299301,NS
MICOS13,0.5244,1.1782,0.241052,0.295603,NS
ATIC,0.3421,1.8058,0.241137,0.142212,NS
AP1B1,0.4533,1.3605,0.24171,0.244031,NS
MAT2B,-0.3795,1.622,0.242307,0.182384,NS
COL1A1,0.8962,0.6839,0.243811,0.507248,NS
NADK2,-0.4948,1.2388,0.243816,0.275936,NS
AKT2,0.5295,1.1522,0.245442,0.304844,NS
CAV2,0.6804,0.8958,0.245758,0.413687,NS
RBL1,0.498,1.2239,0.245795,0.279323,NS
PDLIM7,0.7386,0.825,0.245819,0.4444,NS
HSDL2,-0.3951,1.5415,0.245976,0.196014,NS
ABHD11,-0.6037,1.0081,0.246287,0.369038,NS
FGGY,-0.6193,0.981,0.246889,0.378093,NS
MYOT,0.6646,0.9122,0.247609,0.408124,NS
AZGP1,-0.4578,1.3217,0.248257,0.24928,NS
CAMK2A,0.5425,1.1139,0.248754,0.319766,NS
RAB5B,-0.3833,1.5683,0.250512,0.192841,NS
RPL5,0.5605,1.0712,0.250971,0.340158,NS
RPLP2,0.5095,1.1771,0.251372,0.295603,NS
DPYSL2,-0.3479,1.7186,0.252452,0.16136,NS
H6PD,-0.4121,1.4405,0.254866,0.221767,NS
RPL12,0.6259,0.9467,0.255529,0.390519,NS
CDC37,-0.3136,1.8863,0.256145,0.128596,NS
MAPRE1,0.4652,1.2705,0.256415,0.26364,NS
IVD,-0.4362,1.3522,0.257114,0.244031,NS
GAPDH,0.376,1.5658,0.257826,0.192841,NS
MRPS21,0.593,0.9889,0.259164,0.375758,NS
LUC7L2,-0.3644,1.6086,0.259352,0.184843,NS
MECP2,-0.4941,1.1852,0.259641,0.295345,NS
ART3,-0.5716,1.0221,0.260488,0.365072,NS
STAT5B,-0.3514,1.659,0.26126,0.174798,NS
MYH4,0.8825,0.6604,0.26134,0.519088,NS
APOL2,0.5263,1.1045,0.262212,0.324815,NS
SEC24C,-0.3676,1.5813,0.262274,0.1904,NS
JUP,0.6313,0.9116,0.265746,0.408124,NS
FABP3,-0.4497,1.2774,0.266456,0.2619,NS
GAMT,-0.3905,1.4673,0.267358,0.216597,NS
PPP5C,-0.3296,1.7376,0.267447,0.157015,NS
GSTP1,-0.3593,1.5878,0.268827,0.189754,NS
ECHDC2,-0.46,1.24,0.26891,0.275798,NS
OSGEP,0.422,1.3443,0.270798,0.24439,NS
PSMC2,0.268,2.1049,0.272887,0.10381,NS
CRELD1,0.6191,0.9106,0.273026,0.408124,NS
CALM1,0.3695,1.5172,0.275043,0.202118,NS
TMLHE,0.627,0.8935,0.275272,0.414527,NS
EEF1A2,0.446,1.256,0.275275,0.270609,NS
MMP24OS,-0.6441,0.8697,0.275309,0.427604,NS
TAGLN,0.6912,0.8102,0.275395,0.44981,NS
COQ8A,-0.3605,1.5509,0.27604,0.193807,NS
RPS27,0.37,1.5083,0.276625,0.20441,NS
TPM4,-0.4732,1.1769,0.277374,0.295603,NS
RPL36,0.5454,1.0162,0.279085,0.367875,NS
RPS6,0.391,1.4148,0.279765,0.230628,NS
OSBPL11,0.5445,1.0149,0.280141,0.367875,NS
SGTA,-0.3392,1.6231,0.28144,0.182384,NS
