ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,database,cluster,label
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,31/279,64/1024,0.484375,1.7777777777777777,3.930716150478196,1.5127684132180413e-4,0.006353627335515774,0.004936402190500977,FBP2/GAPDHS/SLC16A3/SLC37A4/IDH1/BPNT1/CYB5A/LDHA/SOD1/PGK1/ALDOA/ENO1/DCN/ENO2/TXN/VCAN/PKM/PGAM2/PGAM1/MPI/GPC1/AGL/GLRX/TALDO1/MDH1/ME1/ALDH9A1/TPI1/PRPS1/FKBP4/GMPPB,31,Hallmark,C1,Glycolysis
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,138/281,155/1024,0.8903225806451613,3.2444495465503387,18.64499958540611,7.159537153498933e-71,2.9354102329345626e-69,2.788451312415374e-69,NDUFS8/PDHX/NDUFA4/SDHD/COX7A2L/NDUFAB1/MGST3/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/SLC25A20/IDH3B/OPA1/NDUFS7/NDUFS2/NDUFS6/CS/MTX2/NDUFB1/NDUFS3/SLC25A12/ATP5PD/ATP5MG/TOMM70/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/AIFM1/GLUD1/GOT2/SLC25A5/ATP5F1B/UQCRH/FH/PDHA1/CYC1/ACAA1/COX6C/FDX1/COX8A/DLAT/COX5B/PDHB/ACADM/SLC25A4/SLC25A6/BCKDHA/COX4I1/ETFA/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/ATP5PF/NDUFV2/COX5A/VDAC1/SDHB/UQCRC2/COX7B/ATP5PB/ACAT1/ATP5F1A/MAOB/NDUFS1/PRDX3/ATP5F1D/ECHS1/SDHA/UQCRC1/ATP5F1C/DLST/ETFB/HSPA9/MDH2/HADHA/ECI1/LRPPRC/ACAA2/VDAC2/ACADSB/UQCRFS1/ATP5PO/IDH2/ACADVL/NDUFV1/IDH3A/CPT1A/IDH3G/NDUFA8/SUCLG1/HCCS/HADHB/ATP5MF/ATP5F1E/ATP5ME/NDUFA6/TIMM10/CYCS/SLC25A3/OGDH/ALDH6A1/SLC25A11/PMPCA/ECH1/NNT/COX17/ETFDH/FXN/DECR1/NDUFA5/NDUFA9/IMMT/TIMM50/SUPV3L1/PHB2/HSD17B10/ACO2/TOMM22/PDP1/SUCLA2/UQCR10/VDAC3/MRPL11/AFG3L2/TIMM9/TIMM8B/TIMM13/MPC1/COX11,138,Hallmark,C2,OXPHOS
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,39/267,86/1024,0.45348837209302323,1.7392213221844786,4.251750774100608,4.16897907018752e-5,0.0014815086728287104,0.0013312658164057732,PSMD12/PSMD14/ACSL3/GSR/HPRT1/TFRC/RPN1/EPRS1/HSPA5/HSP90B1/ATP2A2/PFKL/WARS1/PSMA3/CALR/CANX/PSMB5/STIP1/HSPA4/PSMC2/CCT6A/PSMC4/GSK3B/SERPINH1/ACTR2/UFM1/PSMC6/ETF1/PPIA/TUBA4A/GBE1/ACACA/PDAP1/PPA1/COPS5/ERO1A/CACYBP/PSMD13/UCHL5,39,Hallmark,C3,mTORC1 Signaling
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,45/174,103/1024,0.4368932038834951,2.5711416136591896,7.603387193850879,1.1056347951267575e-11,4.3119757009943543e-10,3.724243520426973e-10,TCAP/LDB3/SVIL/COL1A1/COL3A1/TNNC2/MYL1/TPM3/TPM2/COL4A2/MYL3/MYL2/MYH3/COL6A2/COL6A3/MYH1/MYH7/MYH8/TNNT1/MYL6B/DES/TNNI1/LAMA2/MYH9/ACTN2/MYH11/COL15A1/TNNT3/TNNI2/MYOM1/MYOM2/SH3BGR/GABARAPL2/TNNC1/ACTA1/TAGLN/ACTN3/MYBPH/ITGA7/SPEG/MYOZ1/PDLIM7/HSPB8/MYH2/MYH4,45,Hallmark,C4,Myogenesis
