set,setSize,pMANOVA,s.Aging,s.Training_Old,p.Aging,p.Training_Old,s.dist,SD,p.adjustMANOVA,padj_A,padj_TO,sig_A,sig_TO,reversal_quadrant,sig_joint,sig_cat,pathway_clean,database
GOBP_ISOPRENOID_METABOLIC_PROCESS,20,0.1434006491263766,0.24000000000000002,-0.163436754176611,0.0643313216882638,0.20786155424199887,0.29036455123824256,0.28527286465817187,0.36184711163953504,0.2411941504688895,0.5734487096985825,FALSE,FALSE,TRUE,FALSE,NS,Isoprenoid Metabolic Process,GO:BP
GOBP_REGULATION_OF_INSULIN_SECRETION,32,0.04941751719903748,0.17678828612578013,-0.22866658665386463,0.0856881253176519,0.02618627174439258,0.28903720515397335,0.2866998900076157,0.20996418283103244,0.2784808788377299,0.23099456380856448,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Insulin Secretion,GO:BP
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,11,0.17250422916268202,-0.062132734185966126,-0.28206014517801586,0.7219971552600237,0.10617284905966018,0.28882244053270395,0.1555121636812792,0.4033588821495196,0.8696656722176159,0.4116421615408076,FALSE,FALSE,FALSE,FALSE,NS,Establishment Of Protein Localization To E...,GO:BP
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT,35,0.0396114475716313,0.20813186813186813,-0.2002197802197802,0.03444139875596839,0.04191237704575791,0.2888024150233485,0.288748219658155,0.18599229560588065,0.17671892136400041,0.27866931608286366,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Peptide Transport,GO:BP
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,10,0.1591711543744462,0.23629453681710214,0.1655106888361045,0.19681937053519652,0.36602373248313447,0.28849418754735884,0.05005173890584113,0.3845716378922126,0.4446943495101327,0.7140127009917361,FALSE,FALSE,FALSE,FALSE,NS,T Cell Activation Involved In Immune Response,GO:BP
GOBP_RESPONSE_TO_CORTICOSTEROID,23,0.12264355454950414,0.19394795909884446,-0.21057444509103004,0.10919803642810412,0.0819960550359629,0.28628204233587945,0.2860405351445457,0.33123266980656774,0.3268436073157343,0.3639463937260799,FALSE,FALSE,TRUE,FALSE,NS,Response To Corticosteroid,GO:BP
GOBP_MYOBLAST_DIFFERENTIATION,17,0.21061501308643368,-0.2142096113946055,0.18987270790108227,0.1277287467464052,0.1770176655055523,0.2862471009801106,0.28572934813156853,0.4463398452512986,0.3582986744480481,0.5307363665875245,FALSE,FALSE,TRUE,FALSE,NS,Myoblast Differentiation,GO:BP
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,29,0.06481412236379186,-0.23889972559262074,0.15710648989982476,0.0269009088090133,0.14572053152580558,0.2859292361002512,0.28001868036672944,0.23571231974472948,0.15264294184137187,0.47895314324142135,FALSE,FALSE,TRUE,FALSE,NS,Energy Reserve Metabolic Process,GO:BP
GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,17,0.19156241000898555,0.24757472102282288,-0.14299332697807435,0.07831934179944962,0.30934971180974036,0.2859026653422228,0.2761733152562274,0.4278227156867344,0.2680965058558833,0.6700401474759342,FALSE,FALSE,TRUE,FALSE,NS,Modified Amino Acid Biosynthetic Process,GO:BP
GOBP_ORGANIC_ANION_TRANSPORT,48,0.011055013914950129,0.2402233510724077,-0.15495484599258183,0.004360436076086863,0.06607938716232624,0.2858640633186375,0.2794331829217279,0.09214274755905802,0.05316128218948245,0.3442212469236005,FALSE,FALSE,TRUE,FALSE,NS,Organic Anion Transport,GO:BP
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,17,0.07455506467170256,0.28116413390904504,0.050748612123591094,0.04554440016248961,0.7182861009177263,0.28570735347430964,0.16292837794513115,0.2506160100541515,0.20291136849886673,0.9017825008527239,FALSE,FALSE,FALSE,FALSE,NS,Negative Regulation Of Immune Effector Pro...,GO:BP
GOBP_MUSCLE_ADAPTATION,31,0.008964650733992005,-0.28032319980186987,-0.05293789858213114,0.0072713354134072246,0.6125230374233541,0.285277965243464,0.160785688434623,0.07899616107812024,0.07349295311100087,0.8671337584930896,FALSE,FALSE,FALSE,FALSE,NS,Muscle Adaptation,GO:BP
GOBP_ENDOTHELIAL_CELL_PROLIFERATION,18,0.18993761022588612,0.22746781115879827,-0.17193874847665977,0.09611774438749904,0.20853996163663005,0.2851395068051686,0.28242308676862155,0.4263805631617186,0.29900165499310394,0.5734487096985825,FALSE,FALSE,TRUE,FALSE,NS,Endothelial Cell Proliferation,GO:BP
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,48,0.0010099355746626584,0.2832809224318658,0.03027737461699726,7.707645957521545e-4,0.7196136929884984,0.2848943671390271,0.1789005243241485,0.01832612261523282,0.017141118845896183,0.9017825008527239,TRUE,FALSE,FALSE,FALSE,Sig Young only,Regulation Of Immune Effector Process,GO:BP
GOBP_GLUCAN_METABOLIC_PROCESS,28,0.07202452481526805,-0.23964679307276335,0.15350126634266545,0.02912793072622561,0.1624089582904659,0.2845930852969934,0.2779976588229814,0.24698173666967904,0.15810049819297783,0.5079289144380459,FALSE,FALSE,TRUE,FALSE,NS,Glucan Metabolic Process,GO:BP
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,10,0.18804213378349638,0.10460807600950119,0.2646080760095012,0.5678030024207955,0.1483482421592983,0.28453520600421234,0.11313708498984762,0.42422206903582704,0.7871819745380092,0.4814838206264323,FALSE,FALSE,FALSE,FALSE,NS,Regulation Of Double Strand Break Repair V...,GO:BP
GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,24,0.11469229923017524,0.21421170094053882,-0.1869918699186992,0.07077257110972626,0.11475360443830743,0.2843459376103878,0.28369376559082476,0.3213413033699519,0.2547227662668247,0.4283068545173352,FALSE,FALSE,TRUE,FALSE,NS,Negative Regulation Of Small Molecule Meta...,GO:BP
GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT,10,0.187320047223193,-0.2625178147268409,-0.10840855106888361,0.15158166013014493,0.5538190338831821,0.2840211558912658,0.10897170537620715,0.42410589284657313,0.39061427802768117,0.8462743482671081,FALSE,FALSE,FALSE,FALSE,NS,Regulation Of Early Endosome To Late Endos...,GO:BP
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS,56,0.004984729117232049,0.13865954346770276,-0.24746756400471795,0.07624669095881792,0.001541892431102624,0.28366646652204225,0.2730330960936955,0.056021923369149865,0.2667103125507245,0.05371953229961543,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Lipid Metabolic Process,GO:BP
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,15,0.2330794569877037,0.13384126984126982,-0.24977777777777777,0.37121442411836836,0.09508342086584816,0.28337682294839944,0.27125962996375363,0.474553353954863,0.6333550703371181,0.39157285850663714,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Systemic Arterial Blood Pres...,GO:BP
GOBP_DETECTION_OF_ABIOTIC_STIMULUS,12,0.1401239623017968,-0.26588999841496275,-0.09755904263750198,0.11175742008681926,0.559644377040326,0.28322298292591797,0.11902796031385536,0.3563444413572701,0.3310527463315551,0.8475986764757205,FALSE,FALSE,FALSE,FALSE,NS,Detection Of Abiotic Stimulus,GO:BP
GOBP_NAD_METABOLIC_PROCESS,15,0.2356311739214976,0.24831746031746033,-0.13542857142857143,0.09703395966131194,0.36556723598499274,0.2828470594821469,0.27134942130104717,0.4774311714784147,0.30077074329182457,0.713921664894459,FALSE,FALSE,TRUE,FALSE,NS,Nad Metabolic Process,GO:BP
GOBP_GLAND_DEVELOPMENT,45,0.019388974496215645,0.20532474503488998,-0.19334406870638754,0.018260038384275316,0.026255409663660027,0.28202868617852134,0.28190142164405396,0.13039271740002495,0.12279536825937468,0.23099456380856448,FALSE,FALSE,TRUE,FALSE,NS,Gland Development,GO:BP
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS,40,0.02791071122655642,-0.1689879518072289,0.2256867469879518,0.06676886835472992,0.014322385431899171,0.2819422558291078,0.2790771558808304,0.15790955443385243,0.24519790719731688,0.17570137621386164,FALSE,FALSE,TRUE,FALSE,NS,Response To Temperature Stimulus,GO:BP
GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX,10,0.21005880685659373,0.2718289786223278,0.0742042755344418,0.137582475703175,0.6853012545346526,0.28177520850218407,0.13974176768342222,0.4463398452512986,0.36971943636301785,0.8943881257041177,FALSE,FALSE,FALSE,FALSE,NS,Protein Import Into Mitochondrial Matrix,GO:BP
GOBP_PEPTIDE_METABOLIC_PROCESS,15,0.06987500535239659,-0.19047619047619047,-0.20755555555555558,0.203122596996375,0.16548003713414025,0.28170993553706497,0.012076934865979787,0.24393238341457887,0.4538067995263733,0.5129292254229045,FALSE,FALSE,FALSE,FALSE,NS,Peptide Metabolic Process,GO:BP
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,16,0.10481456731027633,0.026322058122915677,0.28019294902334446,0.8559227125647071,0.05316365269479925,0.2814266146373236,0.1795138285015634,0.30404388963228307,0.9418934714388628,0.31016971104388197,FALSE,FALSE,FALSE,FALSE,NS,Rna Templated DNA Biosynthetic Process,GO:BP
GOBP_KERATINOCYTE_DIFFERENTIATION,19,0.17972551665403383,-0.228505423865006,0.16377059059863397,0.08598001460800918,0.21855954471671984,0.281132593415903,0.277381029924072,0.41249255600965345,0.2784808788377299,0.5905460030865474,FALSE,FALSE,TRUE,FALSE,NS,Keratinocyte Differentiation,GO:BP
GOBP_REGULATION_OF_LIPID_TRANSPORT,23,0.13243040301088563,0.18783772549671626,-0.20878709784687008,0.12082626753197978,0.08462713719135576,0.2808470461783393,0.28045610217316636,0.3440945413174642,0.34675347288419894,0.36855118246835433,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Lipid Transport,GO:BP
GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION,12,0.28413506855990983,-0.26525598351561264,0.09003011570771913,0.11261483376601561,0.5903380778997324,0.2801181153106315,0.25122521002213444,0.5305072769896708,0.33190612652830187,0.861237620412244,FALSE,FALSE,TRUE,FALSE,NS,Skeletal Muscle Tissue Regeneration,GO:BP
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION,24,0.12379760430340646,0.20444763271162122,-0.19097720388968595,0.0846154487718457,0.10721962891734317,0.27976977486302673,0.27960758341036684,0.33228879306091536,0.2784808788377299,0.4116421615408076,FALSE,FALSE,TRUE,FALSE,NS,Positive Regulation Of Peptide Secretion,GO:BP
HALLMARK_XENOBIOTIC_METABOLISM,58,0.006993273904259376,0.19410591252745044,-0.20123044943255158,0.011553580418907779,0.008835912187401821,0.2795904130275946,0.2795450223915369,0.06793507631265132,0.09674100120669764,0.14088211715503385,FALSE,FALSE,TRUE,FALSE,NS,Xenobiotic Metabolism,Hallmark
GOBP_EAR_DEVELOPMENT,10,0.26114019212783285,-0.2788598574821853,-0.011021377672209029,0.1276884651398764,0.9520058061135035,0.27907757143987433,0.1893904053363304,0.5033636474918147,0.3582986744480481,0.9893421112272336,FALSE,FALSE,FALSE,FALSE,NS,Ear Development,GO:BP
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,13,0.3196987095308211,0.17507136060894388,-0.21693625118934348,0.27594940278705593,0.1769873252527084,0.2787674987970312,0.27719124057931266,0.5635570805401091,0.5462766933485043,0.5307363665875245,FALSE,FALSE,TRUE,FALSE,NS,Positive Regulation Of Mitotic Cell Cycle,GO:BP
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,23,0.12016763657470526,0.24149970903649512,-0.13883115803474935,0.046057087509271316,0.25161686063265853,0.27856094468891607,0.26893453520063637,0.32893309796073394,0.20415126320903468,0.6365892097449365,FALSE,FALSE,TRUE,FALSE,NS,Negative Regulation Of Monoatomic Ion Tran...,GO:BP
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,34,0.04317391963699288,-0.24405687310964752,0.13373095514034544,0.014475359626216594,0.1805027142505466,0.27829431484456824,0.2671363352053088,0.1938251992047171,0.10722065401148978,0.5338467372231785,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Striated Muscle Contraction,GO:BP
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT,15,0.18505629058161543,0.05307936507936508,-0.2719365079365079,0.7228908687549414,0.0691618598285515,0.27706837305244886,0.22982092780278962,0.42250073157689916,0.8696656722176159,0.3520762453080375,FALSE,FALSE,TRUE,FALSE,NS,Late Endosome To Vacuole Transport,GO:BP
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,40,0.029754911481963964,0.23079518072289157,-0.15274698795180724,0.012259311834675065,0.09753571074995902,0.2767635412644912,0.27120526834087416,0.1624860683435148,0.09932893588839052,0.3960540981968033,FALSE,FALSE,TRUE,FALSE,NS,Cellular Response To Steroid Hormone Stimulus,GO:BP
GOBP_PROTEIN_K48_LINKED_UBIQUITINATION,18,0.21421609104808415,0.20722725586817145,-0.18338366979282572,0.12956357800865112,0.1798117043715253,0.2767177369113457,0.27620363434044554,0.45232052194637884,0.36016817909596877,0.5330736743869677,FALSE,FALSE,TRUE,FALSE,NS,Protein K48 Linked Ubiquitination,GO:BP
GOBP_RENAL_SYSTEM_DEVELOPMENT,26,0.10887403785467503,0.1828257907721766,-0.20764443789814782,0.10865713276725196,0.06842498680766278,0.27666131345294637,0.2761041465442483,0.3105468754073676,0.32614309689714954,0.3505320107654749,FALSE,FALSE,TRUE,FALSE,NS,Renal System Development,GO:BP
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,30,0.06516155809522463,0.13128697042366105,-0.24233413269384493,0.216412003661559,0.022449336101922037,0.27561222845059197,0.2641900156087868,0.2359905076962189,0.4703412170338354,0.20912697053234328,FALSE,FALSE,TRUE,FALSE,NS,Alcohol Biosynthetic Process,GO:BP
GOBP_MITOPHAGY,27,0.0744352908722222,0.2538314176245211,-0.10710231304101035,0.023213899023464307,0.3384228751276064,0.27550189478841813,0.25521868851255625,0.2506160100541515,0.14090108745252553,0.6855030796189422,FALSE,FALSE,TRUE,FALSE,NS,Mitophagy,GO:BP
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE,23,0.09819077373781197,-0.08816194197356389,0.2608279990024108,0.46664392685012335,0.03118554815030915,0.27532485008831237,0.24677315383000467,0.2954202553562495,0.7149461042857651,0.24872474193353314,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Telomere Maintenance,GO:BP
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,30,0.053378220708355135,0.2566266986410871,-0.09918465227817745,0.015628013738222524,0.35040956816950664,0.27512698468701013,0.2515966190581583,0.21982236518665402,0.11296265531943418,0.6976153917157493,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Epithelial Cell Proliferation,GO:BP
GOBP_MUSCLE_CELL_PROLIFERATION,25,0.12220306946292452,0.20413397129186603,-0.184,0.07892195816023767,0.11329056593570248,0.27482117501274966,0.2744521631093432,0.33055550777083,0.2681457821085945,0.428095804468533,FALSE,FALSE,TRUE,FALSE,NS,Muscle Cell Proliferation,GO:BP
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,11,0.2203749328465717,0.2725544417559627,0.034998271690286895,0.11848686626969027,0.8411609663332753,0.274792290179713,0.1679775787661441,0.4592023122233588,0.34310049466859455,0.9497249456426424,FALSE,FALSE,FALSE,FALSE,NS,Negative Regulation Of Mitotic Cell Cycle ...,GO:BP
GOBP_ALCOHOL_METABOLIC_PROCESS,75,0.001822132108259571,0.22304575163398693,-0.16040522875816993,0.0010086932636035341,0.018118047095015716,0.2747348626129036,0.271140788487924,0.027601340283375415,0.01996754164996996,0.19013034963564687,TRUE,FALSE,TRUE,TRUE,Interaction,Alcohol Metabolic Process,GO:BP
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES,31,0.049866170413415054,0.2552783109404991,-0.10098445916661508,0.014525875055517558,0.33392867802987936,0.27452664174867963,0.25191582062704443,0.21056965524961038,0.10722065401148978,0.6819178231468109,FALSE,FALSE,TRUE,FALSE,NS,Apoptotic Mitochondrial Changes,GO:BP
GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY,11,0.2797660492857842,0.27220877981334257,-0.03473902523332181,0.11895489560018088,0.8423220671744447,0.2744165076696921,0.21704487441882278,0.5247222017294746,0.3431332273025815,0.9497249456426424,FALSE,FALSE,TRUE,FALSE,NS,Chaperone Mediated Protein Complex Assembly,GO:BP
GOBP_RNA_MODIFICATION,11,0.3817330872678412,-0.14984445212582093,0.22960594538541307,0.3908279830577722,0.18849551948748094,0.274175582408822,0.2683119492041246,0.6250474003000954,0.6515046377862577,0.5418468563485014,FALSE,FALSE,TRUE,FALSE,NS,Rna Modification,GO:BP
GOBP_HORMONE_TRANSPORT,45,0.02393541493779148,0.1810842726784756,-0.2056038647342995,0.037402613299858424,0.018102476501554485,0.27397894628086417,0.2734298041689688,0.1462999748127465,0.18128558381112922,0.19013034963564687,FALSE,FALSE,TRUE,FALSE,NS,Hormone Transport,GO:BP
GOBP_PROTEIN_TARGETING_TO_VACUOLE,10,0.27837538438950304,-0.006650831353919241,-0.2736342042755345,0.971026877175486,0.13498746129327108,0.27371501841733714,0.188785753456931,0.523682418581549,0.9874657443314048,0.46198066320801223,FALSE,FALSE,FALSE,FALSE,NS,Protein Targeting To Vacuole,GO:BP
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS,479,1.4971564853369587e-14,0.21157311228057638,-0.1728667609271557,1.3250648421624144e-12,7.3479628570282265e-9,0.27321438262568787,0.2718400413036839,4.34674432909497e-12,2.8066420504199654e-10,4.2667170989810566e-6,TRUE,TRUE,TRUE,TRUE,Interaction,Small Molecule Metabolic Process,GO:BP
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,13,0.11597149791958564,0.21635072824416307,0.16680084900827052,0.17815942880385643,0.299277868057983,0.27318521343890406,0.03503705561467413,0.3222047039488328,0.4274844696643497,0.6668090595206146,FALSE,FALSE,FALSE,FALSE,NS,Natural Killer Cell Mediated Immunity,GO:BP
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,21,0.03649306616976252,0.24232501023331968,0.12416427889207259,0.05568148289756339,0.3270119060977168,0.272283269293886,0.08355225440135763,0.17790272825186382,0.22349572167639498,0.6742992155802487,FALSE,FALSE,FALSE,FALSE,NS,Leukocyte Mediated Cytotoxicity,GO:BP
GOBP_RESPONSE_TO_BACTERIUM,80,4.626064900636054e-4,0.25759213759213756,-0.08787469287469288,8.884322082890993e-5,0.18192665386420664,0.27216846069504147,0.24428193849811922,0.010216256183889784,0.0030952978136792224,0.53422477002962665,TRUE,FALSE,TRUE,TRUE,Interaction,Response To Bacterium,GO:BP
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS,12,0.255158105380722,0.2698525915359011,-0.034078300840069735,0.10651462700944553,0.8385336959519601,0.271995867150198,0.21491159501112772,0.4977440308770635,0.32101813192120093,0.9496715133396118,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Mitochondrial Membrane Perme...,GO:BP
GOBP_HEART_MORPHOGENESIS,26,0.015370127988609117,-0.14839636189564384,-0.22723423058511616,0.19291232903939443,0.04612318651018823,0.2713980025229969,0.055746791564620465,0.11504494604425654,0.43942404217266073,0.29181994696138547,FALSE,FALSE,FALSE,FALSE,NS,Heart Morphogenesis,GO:BP
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS,17,0.19856938293010318,0.2523972410699265,-0.09925419166713396,0.07267900466472545,0.4804452677934493,0.27121165510207473,0.24865511270234053,0.43620159528907915,0.25944021747121254,0.8065165888825262,FALSE,FALSE,TRUE,FALSE,NS,Fatty Acid Derivative Metabolic Process,GO:BP
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,24,0.0334591981433427,-0.06523991710505339,-0.26275306870715764,0.582234613598065,0.026634972535215618,0.27073127248048484,0.1396628888713745,0.16800194882219768,0.7945681012915494,0.23233714790247542,FALSE,FALSE,FALSE,FALSE,NS,Positive Regulation Of Protein Ubiquitination,GO:BP
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,19,0.2106017223570397,-0.17441743672157492,0.20665930092406587,0.1900652732735763,0.12048420858583139,0.2704246824736015,0.2694619453416795,0.4463398452512986,0.43622359162393937,0.4391084881209612,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Signal Transduction By p53 C...,GO:BP
GOBP_REGULATION_OF_CILIUM_ASSEMBLY,11,0.39862918836544126,0.15891807811959904,-0.21863117870722434,0.36277569906928386,0.2105107997307003,0.2702860482084439,0.26696763973418824,0.6399307926012863,0.6275623314584831,0.5756825951819151,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Cilium Assembly,GO:BP
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,11,0.2301855127548577,0.26736951261666086,0.03724507431731767,0.12566041439785192,0.8311128122557605,0.269951202697401,0.16272255083821083,0.471190556073986,0.3553457863623941,0.9465679640464817,FALSE,FALSE,FALSE,FALSE,NS,Negative Regulation Of Wnt Signaling Pathway,GO:BP
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,12,0.22537467238886233,0.2698525915359011,0.006260897131082584,0.10651462700944164,0.9701369476094701,0.26992521184863016,0.1863874745780993,0.46572085326381746,0.32101813192120093,0.9928811080929157,FALSE,FALSE,FALSE,FALSE,NS,Positive Regulation Of Type I Interferon P...,GO:BP
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,11,0.19068021268866098,0.24965433805737985,0.10188385758727964,0.15273966071341352,0.5596020607495606,0.269643484897621,0.10448950879960214,0.4269472114442769,0.3930169704029045,0.8475986764757205,FALSE,FALSE,FALSE,FALSE,NS,Positive Regulation Of Double Strand Break...,GO:BP
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,31,0.01250273997068434,0.25964336573586777,0.07129589499102224,0.012924613947534015,0.49515708674633296,0.269254121627173,0.13318177378301516,0.10036761764484847,0.10187636876291518,0.8199274193080912,FALSE,FALSE,FALSE,FALSE,NS,Positive Regulation Of Immune Effector Pro...,GO:BP
GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING,11,0.4051419569753582,-0.16548565502938126,0.21223643276875215,0.3432782967749154,0.22416607198361257,0.2691278607184853,0.26708984968600064,0.6418613271162128,0.6137863599201149,0.597090668800387,FALSE,FALSE,TRUE,FALSE,NS,Barbed End Actin Filament Capping,GO:BP
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY,32,0.052572946903137414,0.24894983197311568,-0.10048607777244359,0.015481079935880087,0.32875999299664793,0.2684650268946257,0.24708850137117536,0.21753461640205551,0.11236683853459631,0.6742992155802487,FALSE,FALSE,TRUE,FALSE,NS,Hormone Mediated Signaling Pathway,GO:BP
GOBP_LIPID_BIOSYNTHETIC_PROCESS,91,8.384023965438331e-4,0.20252573513443076,-0.17563957781349085,0.0010539483580105002,0.004511994039078467,0.26807822493862293,0.26740325719500824,0.01596880788207881,0.020628966737688666,0.10130494740758426,TRUE,FALSE,TRUE,TRUE,Interaction,Lipid Biosynthetic Process,GO:BP
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,15,0.08995332604329463,0.18749206349206352,0.19136507936507938,0.21029346641281174,0.20102139258227836,0.2679064528392609,0.0027386357874526522,0.27963236298780236,0.46429812229546014,0.5638957582581786,FALSE,FALSE,FALSE,FALSE,NS,Positive Regulation Of Nucleocytoplasmic T...,GO:BP
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,28,0.0783189283532218,0.10312136354302143,-0.24697104524608118,0.3480446412116469,0.024543710999062683,0.2676354102298757,0.24755271629670736,0.2568227453457837,0.6161522001937896,0.22152924642677302,FALSE,FALSE,TRUE,FALSE,NS,Cellular Response To Carbohydrate Stimulus,GO:BP
GOBP_ACTIN_FILAMENT_ORGANIZATION,97,2.102812475238344e-4,-0.10689362745598888,0.2452259560859481,0.07494864331165321,4.279132089376837e-5,0.267510779463122,0.24898614531108665,0.005723592706039367,0.26326000924074616,0.0034969953326702222,FALSE,TRUE,TRUE,TRUE,Interaction,Actin Filament Organization,GO:BP
GOBP_MITOCHONDRIAL_FISSION,12,0.3290190813428787,0.24885084799492785,-0.0977967982247583,0.13665244479932823,0.5586878385324741,0.26737793157029394,0.24511690132429534,0.5754530519069224,0.36849622111521635,0.8475986764757205,FALSE,FALSE,TRUE,FALSE,NS,Mitochondrial Fission,GO:BP
GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,11,0.3918474935877565,0.13377117179398548,-0.23142067058416868,0.4436429253925227,0.18502501130637464,0.2673018016713735,0.2582296281796016,0.6330653198477015,0.6931174672948651,0.538086092981143,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Rho Protein Signal Transduction,GO:BP
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,18,0.1662329575501488,-0.0681926561754888,0.25825253006941135,0.6179946621683348,0.05884509171561071,0.26710411386483857,0.23083160487947438,0.39505840661986247,0.8149482978783037,0.329608198612842,FALSE,FALSE,TRUE,FALSE,NS,Positive Regulation Of Organelle Assembly,GO:BP
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,11,0.3168887712212931,0.26183892153473903,-0.05089872105081231,0.13368024017018612,0.7706994524170478,0.2667401369030983,0.22113890780453818,0.5609961783206225,0.36500153350542985,0.9208219794996553,FALSE,FALSE,TRUE,FALSE,NS,Regulation Of Alpha Beta T Cell Activation,GO:BP
GOBP_RESPONSE_TO_VITAMIN,10,0.41871825671194,0.23743467933491685,-0.12152019002375299,0.1946668061526611,0.5069077954340574,0.2667252960149896,0.25381942226344667,0.6495166546680317,0.4409747416358071,0.8214354203277202,FALSE,FALSE,TRUE,FALSE,NS,Response To Vitamin,GO:BP
GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION,10,0.2036145816434492,0.18983372921615202,0.1869833729216152,0.2998197722123325,0.3071368527657974,0.26645755102315105,0.0020155062646647387,0.440459177616906,0.572108215119071,0.6687904968975239,FALSE,FALSE,FALSE,FALSE,NS,Regulation Of Stem Cell Differentiation,GO:BP
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,21,0.1884763575020066,0.17282939919043072,-0.20280165552371857,0.1724236758273689,0.1093290902252672,0.2664554610205733,0.26561126601262997,0.42422206903582704,0.4171695045712175,0.41583247854239186,FALSE,FALSE,TRUE,FALSE,NS,Negative Regulation Of Kinase Activity,GO:BP
GOBP_LAMELLIPODIUM_ASSEMBLY,15,0.11439771144709845,0.24946031746031744,0.09250793650793651,0.09550475899254128,0.5365621166000116,0.2660604598664724,0.11098209289480286,0.3213413033699519,0.2986881331508203,0.8365639853942248,FALSE,FALSE,FALSE,FALSE,NS,Lamellipodium Assembly,GO:BP
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,10,0.42655546094444896,0.2329691211401425,-0.12826603325415678,0.203197074414794,0.48361161668946606,0.26594508209697515,0.2554318272751785,0.6554073613479799,0.4538067995263733,0.808494660530758,FALSE,FALSE,TRUE,FALSE,NS,Positive Regulation Of Cell Junction Assembly,GO:BP
