uniprot_id,gene,logFC_Aging,logFC_Training_Old,sig_pi_Aging,sig_pi_Training_Old,sig_cat,quadrant,pct_observed,evidence_ok,anti_diag_dist
O00232,PSMD12,-0.177785999865623,-0.0482628984854188,0,0,NS,Non-restored (-/-),1,TRUE,0.15984070890377022
O00233,PSMD9,-0.0523062566826056,0.0687506530171831,0,0,NS,Rejuvenation,1,TRUE,0.011627944160698954
O00264,PGRMC1,0.0769177371824163,-0.107871536931853,0,0,NS,Reversal,0.5161290322580645,FALSE,0.021887641706317143
O00299,CLIC1,-0.0472489035715071,0.219955793188713,0,0,NS,Rejuvenation,0.9838709677419355,TRUE,0.12212221280596282
O00303,EIF3F,0.101781180038056,-0.0128150165024188,0,0,NS,Reversal,1,TRUE,0.06290857753220042
O00330,PDHX,-0.0300621087210757,-0.0976624150725272,0,0,NS,Non-restored (-/-),1,TRUE,0.09031487689827913
O00399,DCTN6,-0.31898639715012,0.108653006846678,0,0,NS,Rejuvenation,0.46774193548387094,FALSE,0.14872816659352064
O00410,IPO5,-0.107423438170461,-0.00792245836404959,0,0,NS,Non-restored (-/-),1,TRUE,0.08156186562159433
O00418,EEF2K,-0.00261393613182292,-0.107708586622397,0,0,NS,Non-restored (-/-),0.8064516129032258,TRUE,0.0780098039571161
O00423,EML1,-0.0872717465730517,-0.0734980163811798,0,0,NS,Non-restored (-/-),1,TRUE,0.11368138959469089
O00429,DNM1L,0.120329170222288,-0.0487329467924766,0,0,NS,Reversal,1,TRUE,0.05062617509456682
O00442,RTCA,0.236017233118147,-0.219949524933543,0,0,NS,Reversal,1,TRUE,0.011361585415460087
O00483,NDUFA4,0.0487312471368142,0.00517224527952465,0,0,NS,Non-restored (+/+),1,TRUE,0.03811552501723084
O00487,PSMD14,-0.343674608044331,0.0497141500929494,-1,0,Sig Aging only,Rejuvenation,1,TRUE,0.20786143321812486
O00499,BIN1,-0.0341531813914386,-0.0110850279468444,0,0,NS,Non-restored (-/-),1,TRUE,0.03198824459183651
O00505,KPNA3,-0.131791012170382,3.66376409033364e-6,0,0,NS,Rejuvenation,0.9838709677419355,TRUE,0.09318772773268298
O00571,DDX3X,-0.314518401952938,0.0616049888501067,0,0,NS,Rejuvenation,1,TRUE,0.17883678945804665
O00629,KPNA4,-0.00195221212346652,0.0851646616079051,0,0,NS,Rejuvenation,1,TRUE,0.05884008730958955
O00748,CES2,0.365367436782165,0.0784618989262142,0,0,NS,Non-restored (+/+),0.8225806451612904,TRUE,0.3138347329689156
O00757,FBP2,-0.1339831515882,-0.0491217043701973,0,0,NS,Non-restored (-/-),1,TRUE,0.12947468531636874
O00764,PDXK,-0.0280371403260489,-0.0667755466883335,0,0,NS,Non-restored (-/-),1,TRUE,0.0670426939303875
O14521,SDHD,0.164335397942128,-0.0753276174131834,0,0,NS,Reversal,1,TRUE,0.06293800519038067
O14548,COX7A2L,-0.11562466181422,0.0190100944446741,0,0,NS,Rejuvenation,0.532258064516129,FALSE,0.06831681574841045
O14556,GAPDHS,0.415799674359626,0.0482270396439723,0,0,NS,Non-restored (+/+),0.6129032258064516,FALSE,0.32811643612365504
O14558,HSPB6,0.398345565023163,0.279712986938303,0,0,NS,Non-restored (+/+),1,TRUE,0.4794598001334835
O14561,NDUFAB1,-0.250288801609724,-0.0872196722326422,0,0,NS,Non-restored (-/-),1,TRUE,0.23865453056185962
O14732,IMPA2,-0.2017590470358,-0.161118582406171,0,0,NS,Non-restored (-/-),1,TRUE,0.2565932325193168
O14737,PDCD5,0.0245454764293243,0.0277598873245104,0,0,NS,Non-restored (+/+),1,TRUE,0.03698547740276556
O14744,PRMT5,0.0776247158176488,-0.130574828860652,0,0,NS,Reversal,0.9838709677419355,TRUE,0.03744138399730181
O14818,PSMA7,-0.0823227754831883,0.0436122508338315,0,0,NS,Rejuvenation,1,TRUE,0.027372474482849185
O14841,OPLAH,0.366468645611434,-0.092095785294827,0,0,NS,Reversal,0.9193548387096774,TRUE,0.1940109101034222
O14880,MGST3,-0.164306666876985,-0.151049339391825,0,0,NS,Non-restored (-/-),1,TRUE,0.22299037052058293
O14924,RGS12,-0.107256471068979,-0.221269607865636,0,0,NS,Non-restored (-/-),0.9516129032258065,TRUE,0.23230301821129323
O14929,HAT1,-1.64748613392742,0.799189976965636,-1,0,Sig Aging only,Rejuvenation,0.7096774193548387,TRUE,0.5998359650421654
O14949,UQCRQ,0.0315646603463868,0.064655802890826,0,0,NS,Non-restored (+/+),1,TRUE,0.06803814204394407
O14950,MYL12B,0.191858634268456,0.332451852181123,0,0,NS,Non-restored (+/+),1,TRUE,0.37074350041571474
O14957,UQCR11,-0.0943946863642005,0.0381679244367561,0,0,NS,Rejuvenation,0.9838709677419355,TRUE,0.03975832464305752
O14958,CASQ2,0.22182610529712599,-0.0327125805921078,0,0,NS,Reversal,1,TRUE,0.13372345573300803
O14964,HGS,-0.156313419025874,-0.0824733543250744,0,0,NS,Non-restored (-/-),0.7419354838709677,TRUE,0.16884774669411076
O14979,HNRNPDL,-0.247003297305906,-0.052113365894531,0,0,NS,Non-restored (-/-),1,TRUE,0.21150742091492164
O14980,XPO1,0.153034136117952,-0.0671590079023332,0,0,NS,Reversal,0.9838709677419355,TRUE,0.06072288549652827
O14983,ATP2A1,-0.175480875883803,0.0379130599178055,0,0,NS,Rejuvenation,1,TRUE,0.09727513554257984
O15056,SYNJ2,0.015688868155447,0.0703995796673311,0,0,NS,Non-restored (+/+),1,TRUE,0.06087372523731066
O15061,SYNM,-1.03203727190436,-0.16634532700737,-1,0,Sig Aging only,Non-restored (-/-),1,TRUE,0.8473844621464428
O15143,ARPC1B,0.0104178482942174,0.467621492905298,0,0,NS,Non-restored (+/+),0.7903225806451613,TRUE,0.338024859836127
O15173,PGRMC2,0.235900561093629,-0.138069865263503,0,0,NS,Reversal,1,TRUE,0.06917674842968058
O15212,PFDN6,0.157038662826526,-0.0491396005489122,0,0,NS,Reversal,1,TRUE,0.07629615862017033
O15239,NDUFA1,-0.77413544115139,0.261882829359234,0,0,NS,Rejuvenation,0.7580645161290323,TRUE,0.3622172954787535
O15260,SURF4,-0.00880390237889017,-0.0852770125837559,0,0,NS,Non-restored (-/-),0.967741935483871,TRUE,0.06652525295032195
O15264,MAPK13,0.696519687218711,-0.249246579561028,1,0,Sig Aging only,Reversal,0.3548387096774194,TRUE,0.3162698474671284
O15273,TCAP,-0.630836060907729,-0.0516968727589138,0,0,NS,Non-restored (-/-),1,TRUE,0.4826236657788311
O15305,PMM2,-0.114663212158653,0.123125677137566,0,0,NS,Rejuvenation,0.9354838709677419,TRUE,0.005983866372143062
O15371,EIF3D,-0.255950766387993,0.0134213699896968,0,0,NS,Rejuvenation,0.9354838709677419,TRUE,0.1714941808303155
O15372,EIF3H,-0.22180772981352,-0.122345919879869,0,0,NS,Non-restored (-/-),0.7741935483870968,TRUE,0.24335337946829494
O15382,BCAT2,0.245355810841076,-0.0448668496722142,0,0,NS,Reversal,0.9838709677419355,TRUE,0.14176710399554857
O15400,STX7,0.0837905478787313,0.0951113507776924,0,0,NS,Non-restored (+/+),0.8870967741935484,TRUE,0.12650274570710568
O15427,SLC16A3,-0.238973370428656,0.136128044583359,0,0,NS,Rejuvenation,0.9516129032258065,TRUE,0.07272262731854959
O15498,YKT6,0.0667917896993693,-0.00761547675791263,0,0,NS,Reversal,0.9354838709677419,TRUE,0.04184397216652126
O15511,ARPC5,0.224185775150101,0.129503845098053,0,0,NS,Non-restored (+/+),0.6129032258064516,FALSE,0.2500963289127645
O15533,TAPBP,-0.0578985982315334,-0.126801869051446,0,0,NS,Non-restored (-/-),0.45161290322580644,FALSE,0.13060295290411877
O43143,DHX15,0.210700081636652,-0.0968574424340929,0,0,NS,Reversal,0.6935483870967742,FALSE,0.08049890216830302
O43169,CYB5B,-0.095848148859293,-0.20510955114197,0,0,NS,Non-restored (-/-),0.9354838709677419,TRUE,0.21280923052119965
O43181,NDUFS4,-0.216285007812861,-0.0459253918177289,0,0,NS,Non-restored (-/-),1,TRUE,0.1854107516764247
O43237,DYNC1LI2,-0.0416997704123823,-0.0481915067902072,0,0,NS,Non-restored (-/-),0.8548387096774194,TRUE,0.06356273167947073
O43242,PSMD3,-0.325245259533343,-0.0383010910894583,0,0,NS,Non-restored (-/-),1,TRUE,0.257066089801005
O43374,RASA4,0.480460202816662,-0.136084646010833,0,0,NS,Reversal,0.7096774193548387,TRUE,0.24351029149229478
O43390,HNRNPR,-0.366553576058045,0.102846544560027,0,0,NS,Rejuvenation,0.9838709677419355,TRUE,0.186469030218823
O43396,TXNL1,-0.181604773637488,0.0515172032829732,0,0,NS,Rejuvenation,1,TRUE,0.09198580314575949
O43399,TPD52L2,-0.0385751285734024,-0.0447823625397206,0,0,NS,Non-restored (-/-),0.9838709677419355,TRUE,0.05894264722878664
O43414,ERI3,0.0184826903269055,-0.273312728571813,0,0,NS,Reversal,0.8709677419354839,TRUE,0.1801920480930013
O43488,AKR7A2,0.458301486916596,-0.00539110209425431,1,0,Sig Aging only,Reversal,1,TRUE,0.3202560043776866
O43561,LAT,-0.0631859382614124,0.06497745054223,0,0,NS,Rejuvenation,1,TRUE,0.0012667904823451036
O43583,DENR,-0.0946111876902869,-0.00588547194834632,0,0,NS,Non-restored (-/-),1,TRUE,0.07106186951707395
O43598,DNPH1,-0.0267392033058798,0.0383932592135956,0,0,NS,Rejuvenation,0.9838709677419355,TRUE,0.008240661960672985
O43615,TIMM44,0.283913513044407,0.0303847951349212,0,0,NS,Non-restored (+/+),1,TRUE,0.22224246502906228
O43617,TRAPPC3,0.552588562208964,0.00343965361264509,0,0,NS,Non-restored (+/+),0.3064516129032258,FALSE,0.39317132193851695
O43633,CHMP2A,0.187037036377422,-0.00941777953454803,0,0,NS,Reversal,0.9838709677419355,TRUE,0.12559578098291127
O43674,NDUFB5,-0.026041922542543,0.0990539361043545,0,0,NS,Rejuvenation,1,TRUE,0.05162728989764108
O43676,NDUFB3,-0.124252480693364,0.00255580402583888,0,0,NS,Rejuvenation,1,TRUE,0.0860525453194737
O43678,NDUFA2,-0.156894641180894,-0.0757739802629516,0,0,NS,Non-restored (-/-),1,TRUE,0.16452155999226897
O43684,BUB3,0.495964824713544,-0.0911381786855792,0,0,NS,Reversal,0.5483870967741935,FALSE,0.28625566661137997
O43707,ACTN4,-1.75304021116585,0.366859783748204,-1,0,Sig Aging only,Rejuvenation,1,TRUE,0.9801775801750844
O43708,GSTZ1,-0.279764660558762,-0.265491202468045,0,0,NS,Non-restored (-/-),0.8064516129032258,TRUE,0.38555411822797847
O43741,PRKAB2,0.0619924530718023,0.0807452016822161,0,0,NS,Non-restored (+/+),1,TRUE,0.10093076360723065
O43747,AP1G1,0.189908376317511,0.169361590313144,0,0,NS,Non-restored (+/+),0.5161290322580645,FALSE,0.25404222968120077
O43760,SYNGR2,-0.272963737770702,-0.47950664136043,0,-1,Sig Training_Old only,Non-restored (-/-),0.8225806451612904,TRUE,0.5320769077256358
O43765,SGTA,0.259424507969399,-0.0667306620217616,0,0,NS,Reversal,1,TRUE,0.13625512516249033
O43768,ENSA,0.0972988008533093,0.00464575369733566,0,0,NS,Non-restored (+/+),0.9516129032258065,TRUE,0.07208568582780296
O43772,SLC25A20,0.308396522477889,0.0642501172073047,0,0,NS,Non-restored (+/+),1,TRUE,0.2635009659077805
O43776,NARS1,-0.439891301159861,0.0159188160530626,-1,0,Sig Aging only,Rejuvenation,0.9193548387096774,TRUE,0.29979381925552967
O43813,LANCL1,-0.169460441842496,-0.0755776618137283,0,0,NS,Non-restored (-/-),1,TRUE,0.17326810474440835
O43826,SLC37A4,-0.304229525759482,-0.0854630442306537,0,0,NS,Non-restored (-/-),0.967741935483871,TRUE,0.2755542588180382
O43837,IDH3B,0.159407612902292,0.293634166323276,0,0,NS,Non-restored (+/+),1,TRUE,0.32034891425121786
O43852,CALU,-0.255095749982988,0.30689324218579,0,0,NS,Rejuvenation,1,TRUE,0.03662635798505861
O43865,AHCYL1,0.03989003387737,0.151318499240446,0,0,NS,Non-restored (+/+),1,TRUE,0.13520485038834024
O43920,NDUFS5,0.217676079997013,0.0301214141839061,0,0,NS,Non-restored (+/+),1,TRUE,0.17521928849636192
O60220,TIMM8A,0.498318257315205,0.0849221658780159,0,0,NS,Non-restored (+/+),0.7741935483870968,TRUE,0.4124132583020382
O60237,PPP1R12B,-0.00482875912990188,-0.0252477512371883,0,0,NS,Non-restored (-/-),0.532258064516129,FALSE,0.021267304434996963
O60256,PRPSAP2,-0.426504196752209,-0.0402287862369732,0,0,NS,Non-restored (-/-),0.9354838709677419,TRUE,0.3300300572750762
O60271,SPAG9,-0.613592669850204,0.15765848058281,-1,0,Sig Aging only,Rejuvenation,0.8548387096774194,TRUE,0.32239415700576507
O60313,OPA1,0.220219963632786,0.0988443739912981,0,0,NS,Non-restored (+/+),1,TRUE,0.22561255676878395
O60343,TBC1D4,-0.140618087108574,0.0571736715823441,0,0,NS,Rejuvenation,0.7258064516129032,TRUE,0.0590041120707452
O60493,SNX3,-0.0162801563837398,-0.0941604697360461,0,0,NS,Non-restored (-/-),1,TRUE,0.07809331564778874
O60506,SYNCRIP,-0.102798973068293,-0.0630571174385004,0,0,NS,Non-restored (-/-),0.8225806451612904,TRUE,0.11727796629844338
O60613,SELENOF,0.448117915620823,0.131060968063531,0,0,NS,Non-restored (+/+),0.3225806451612903,FALSE,0.40954131617326134
O60662,KLHL41,-0.421740068865535,0.166551056670826,0,0,NS,Rejuvenation,1,TRUE,0.18044588100717532
O60664,PLIN3,0.338003832189553,0.0536017477603714,0,0,NS,Non-restored (+/+),1,TRUE,0.2769069611330822
O60684,KPNA6,-0.195748660904474,0.148467266979114,0,0,NS,Rejuvenation,0.7258064516129032,TRUE,0.03343299426857448
O60749,SNX2,-0.099088452018858,-0.0583783315945219,0,0,NS,Non-restored (-/-),0.9354838709677419,TRUE,0.11134583050465564
O60763,USO1,0.112958312937483,-0.115439733801061,0,0,NS,Reversal,1,TRUE,0.0017546295196137816
O60784,TOM1,0.120011361629274,-0.117040101785019,0,0,NS,Reversal,1,TRUE,0.0021009979845399976
O60825,PFKFB2,-0.0142280025640851,0.114081357462656,0,0,NS,Rejuvenation,0.8870967741935484,TRUE,0.07060698437300644
O60869,EDF1,-0.0888997755402912,-0.0629783760214977,0,0,NS,Non-restored (-/-),1,TRUE,0.10739407088341917
O60884,DNAJA2,-0.153468406779147,0.124917969142526,0,0,NS,Rejuvenation,1,TRUE,0.020188208058698337
O60888,CUTA,0.152386696632423,-0.29119608949717,0,0,NS,Reversal,1,TRUE,0.09815306298705018
O60925,PFDN1,-0.0805879868504142,-0.0455351133273432,0,0,NS,Non-restored (-/-),0.9354838709677419,TRUE,0.08918249939996252
O60936,NOL3,0.140183957816031,-0.119836101926669,0,0,NS,Reversal,1,TRUE,0.014388106881974486
O75083,WDR1,-0.179734167776029,0.0844369368971023,0,0,NS,Rejuvenation,1,TRUE,0.06738531818278912
O75112,LDB3,-0.0195754745395043,0.0283473989534535,0,0,NS,Rejuvenation,1,TRUE,0.00620268723715931
O75122,CLASP2,0.223044708049422,-0.138522572453468,0,0,NS,Reversal,0.6774193548387096,FALSE,0.05976617524026794
O75128,COBL,-0.147998233817347,0.133384808717878,0,0,NS,Rejuvenation,0.4838709677419355,FALSE,0.010333251984196228
O75131,CPNE3,0.091594692486531,-0.0930897855702142,0,0,NS,Reversal,0.9838709677419355,TRUE,0.0010571904579774985
O75153,CLUH,0.325030428277856,0.0195627218318286,0,0,NS,Non-restored (+/+),0.45161290322580644,FALSE,0.24366415319299187
O75155,CAND2,0.0340727890552159,-0.0491485443077941,0,0,NS,Reversal,1,TRUE,0.010660168770606755
O75208,COQ9,0.167989358483609,-0.13853917005568,0,0,NS,Reversal,1,TRUE,0.020824427944610174
O75223,GGCT,-0.124910956316061,-0.180639537189393,0,0,NS,Non-restored (-/-),1,TRUE,0.21605682595260264
O75251,NDUFS7,-0.0301089442780729,0.0464629074736536,0,0,NS,Rejuvenation,1,TRUE,0.011563998274870332
O75298,RTN2,-0.0748282627251058,-0.126835077447158,0,0,NS,Non-restored (-/-),1,TRUE,0.14259751535253723
O75306,NDUFS2,-0.157754112599484,0.119436036680053,0,0,NS,Rejuvenation,1,TRUE,0.027094971324650607
O75323,NIPSNAP2,0.18208560447842,-0.0178971313495886,0,0,NS,Reversal,1,TRUE,0.11609878274206192
O75339,CILP,-0.324003922995878,0.243344216206243,0,0,NS,Rejuvenation,0.41935483870967744,FALSE,0.05703502563946951
O75347,TBCA,0.196492855387465,-0.03340231954774,0,0,NS,Reversal,1,TRUE,0.1153224238396172
O75348,ATP6V1G1,0.137424790594743,-0.22270286778895,0,0,NS,Reversal,0.8548387096774194,TRUE,0.06030070667057363
O75351,VPS4B,0.226626027530319,0.109821832367004,0,0,NS,Non-restored (+/+),0.5967741935483871,FALSE,0.23790456324909856
O75368,SH3BGRL,-0.197443156523374,0.455394302006773,0,0,NS,Rejuvenation,0.8870967741935484,TRUE,0.18239900418614913
O75369,FLNB,-0.820457180719842,0.258899340451261,-1,0,Sig Aging only,Rejuvenation,1,TRUE,0.3970813568823857
O75380,NDUFS6,0.0191902773152819,0.0375081260491363,0,0,NS,Non-restored (+/+),1,TRUE,0.04009182550143026
O75390,CS,0.221626932645087,-0.0146180839991708,0,0,NS,Reversal,1,TRUE,0.146377360643147
O75396,SEC22B,0.152811176002668,-0.0466019321609714,0,0,NS,Reversal,1,TRUE,0.07510127654515922
O75431,MTX2,0.0389710938193311,-0.00677258115804236,0,0,NS,Reversal,1,TRUE,0.02276778664691818
O75436,VPS26A,0.024209647062893,-0.0702001878903644,0,0,NS,Reversal,0.9193548387096774,TRUE,0.0325202232895418
O75438,NDUFB1,-0.128042299695586,-0.0402209600890195,0,0,NS,Non-restored (-/-),0.9354838709677419,TRUE,0.11898009201824823
O75439,PMPCB,0.274454720158982,0.139758088241411,0,0,NS,Non-restored (+/+),0.8387096774193549,TRUE,0.292892685674242
O75489,NDUFS3,0.0521434780895653,-0.0452238953535442,0,0,NS,Reversal,1,TRUE,0.004892883875621883
O75521,ECI2,0.359172547184908,-0.0144969987226133,0,0,NS,Reversal,1,TRUE,0.24372241762688107
O75531,BANF1,-0.573069167975405,0.203811096804493,-1,0,Sig Aging only,Rejuvenation,1,TRUE,0.2611048861328166
O75534,CSDE1,-0.131797904449073,-0.00607959576352357,0,0,NS,Non-restored (-/-),1,TRUE,0.09749411537337667
O75569,PRKRA,-0.0512337445624311,0.00471040960069047,0,0,NS,Rejuvenation,0.8064516129032258,TRUE,0.032896965634859984
O75608,LYPLA1,0.0210209808357895,0.0220150476873577,0,0,NS,Non-restored (+/+),1,TRUE,0.030431067604055066
O75663,TIPRL,-0.0726804287490701,0.0579956269954067,0,0,NS,Rejuvenation,0.9354838709677419,TRUE,0.010383722900395494
O75688,PPM1B,0.175720991181411,0.00394608096700466,0,0,NS,Non-restored (+/+),0.9193548387096774,TRUE,0.12704380507207738
O75746,SLC25A12,0.0719783249918216,0.060805104900318,0,0,NS,Non-restored (+/+),1,TRUE,0.09389206370594042
O75764,TCEA3,0.200808981447992,0.0961444800308939,0,0,NS,Non-restored (+/+),0.5806451612903226,FALSE,0.20997780630853843
O75821,EIF3G,-0.366089014160089,0.0765994909945675,0,0,NS,Rejuvenation,1,TRUE,0.20470000491280035
O75822,EIF3J,-0.123292358668596,0.0225480065010082,0,0,NS,Rejuvenation,1,TRUE,0.07123701458394699
O75832,PSMD10,0.00722593863837417,-0.0453464290817358,0,0,NS,Reversal,0.9032258064516129,TRUE,0.02695525729465799
O75874,IDH1,0.0526128861503885,-0.0980865099846504,0,0,NS,Reversal,1,TRUE,0.032154707778332806
O75880,SCO1,-0.618396073069476,0.270720962798425,-1,0,Sig Aging only,Rejuvenation,0.6774193548387096,TRUE,0.2458434281224408
O75891,ALDH1L1,0.0574707989920853,-0.179233826801287,0,0,NS,Reversal,1,TRUE,0.08609946266169269
O75915,ARL6IP5,0.109749823056983,-0.0593150196946262,0,0,NS,Reversal,1,TRUE,0.03566279146533258
O75923,DYSF,-0.18966217864627,0.0708809837813078,0,0,NS,Rejuvenation,1,TRUE,0.08399098836645548
O75928,PIAS2,-0.0781556770311163,0.119008673949587,0,0,NS,Rejuvenation,1,TRUE,0.028887431152843764
O75935,DCTN3,-0.652850225035863,0.287409737647636,-1,0,Sig Aging only,Rejuvenation,0.5483870967741935,TRUE,0.2584054467523323
O75947,ATP5PD,0.140436451414658,-0.0352519514929455,0,0,NS,Reversal,1,TRUE,0.07437667317035879
O75955,FLOT1,0.00399783367980433,0.0232462937441902,0,0,NS,Non-restored (+/+),0.9193548387096774,TRUE,0.01926450724901692
O75964,ATP5MG,0.0362486978788326,-0.0677264947777019,0,0,NS,Reversal,1,TRUE,0.02225816364400336
O76003,GLRX3,-0.309613303474176,0.216505388964851,0,0,NS,Rejuvenation,1,TRUE,0.06583723773168103
O76070,SNCG,0.157866981158342,0.381165651090409,0,0,NS,Non-restored (+/+),0.3548387096774194,FALSE,0.3811536295439263
O94760,DDAH1,-0.142303100221909,0.0660382889512583,0,0,NS,Rejuvenation,1,TRUE,0.05392736521538935
O94811,TPPP,0.131973209317486,-0.411308089641913,0,0,NS,Reversal,0.3548387096774194,FALSE,0.19751958809933504
O94812,BAIAP3,-0.160320313272901,-0.0328225012743353,0,0,NS,Non-restored (-/-),0.967741935483871,TRUE,0.13657259390380655
O94826,TOMM70,0.141107441527339,-0.0344277911855251,0,0,NS,Reversal,0.9838709677419355,TRUE,0.0754339041713064
O94874,UFL1,0.106569126413426,-0.114838173680596,0,0,NS,Reversal,0.9516129032258065,TRUE,0.0058470993965679926
O94886,TMEM63A,0.054588042364113,0.0892589649366577,0,0,NS,Non-restored (+/+),0.9193548387096774,TRUE,0.10171519431576577
O94903,PLPBP,0.13003295693332,-0.124136149660369,0,0,NS,Reversal,1,TRUE,0.004169672410053814
O94905,ERLIN2,-0.249741466670145,-0.0866184728585715,0,0,NS,Non-restored (-/-),1,TRUE,0.23784239416025243
O94919,ENDOD1,-0.12564036359684,0.043454944260592,0,0,NS,Rejuvenation,1,TRUE,0.05811386732732096
O94979,SEC31A,0.0454003264084442,0.120911388660737,0,0,NS,Non-restored (+/+),0.7419354838709677,TRUE,0.11760014151618293
O95139,NDUFB6,-0.18849484429386,0.016871725986519,0,0,NS,Rejuvenation,1,TRUE,0.1213558707635019
O95140,MFN2,0.14559608515215,-0.145750471953399,0,0,NS,Reversal,0.8387096774193549,TRUE,1.091679540888607e-4
O95167,NDUFA3,-0.023260305022383,-0.0926478377830122,0,0,NS,Non-restored (-/-),1,TRUE,0.08195943377243367
O95168,NDUFB4,0.0468167497140612,-0.00596908230657789,0,0,NS,Reversal,1,TRUE,0.028883662619484166
O95169,NDUFB8,-0.0158144946064311,0.0454094263445626,0,0,NS,Rejuvenation,1,TRUE,0.02092677692078576
O95182,NDUFA7,-0.0866520827165722,0.0810693162256406,0,0,NS,Rejuvenation,1,TRUE,0.003947612043518753
O95197,RTN3,0.132674645479433,0.0620241625805029,0,0,NS,Non-restored (+/+),0.8064516129032258,TRUE,0.1376728474681187
O95202,LETM1,0.304463407863739,0.0638040167566061,0,0,NS,Non-restored (+/+),1,TRUE,0.26040439323915177
O95210,STBD1,-0.429100785130206,-0.0317188017424002,-1,0,Sig Aging only,Non-restored (-/-),1,TRUE,0.3258486547812032
O95218,ZRANB2,0.358185529853618,0.0261996424970512,0,0,NS,Non-restored (+/+),0.7419354838709677,TRUE,0.271801361956718
O95278,EPM2A,-0.155093746529477,-0.0231390227313533,0,0,NS,Non-restored (-/-),0.9032258064516129,TRUE,0.12602959977399034
O95292,VAPB,-0.40975387522176,-0.0970008641108038,-1,0,Sig Aging only,Non-restored (-/-),1,TRUE,0.3583297125804771
O95298,NDUFC2,-0.0367745460669973,0.104527632689027,0,0,NS,Rejuvenation,1,TRUE,0.04790866699675675
O95299,NDUFA10,-0.148373526730783,0.10633553169917,0,0,NS,Rejuvenation,1,TRUE,0.029725351354339943
O95336,PGLS,0.324402700146365,-0.0607372481893016,0,0,NS,Reversal,0.8870967741935484,TRUE,0.1864396290434554
O95359,TACC2,0.340242821145893,-0.200734304827982,0,0,NS,Reversal,0.9032258064516129,TRUE,0.09864741792166898
O95372,LYPLA2,-0.032620658214217,-0.0234478984146449,0,0,NS,Non-restored (-/-),0.6451612903225806,FALSE,0.03964645660361019
O95373,IPO7,-0.168461516311542,-0.0765302624423505,0,0,NS,Non-restored (-/-),1,TRUE,0.17323534809183172
O95376,ARIH2,-0.261608492061534,0.0799265074014954,0,0,NS,Rejuvenation,0.6774193548387096,FALSE,0.12846856337254361
O95394,PGM3,0.150349898613811,-0.127425676870907,0,0,NS,Reversal,0.9354838709677419,TRUE,0.01620987264783152
O95425,SVIL,-0.642389666143689,-0.230421735249493,0,0,NS,Non-restored (-/-),0.8064516129032258,TRUE,0.6171708606220526
