gene,logFC_A,logFC_TO,pi_A,pi_TO,pi_int,sig_cat,reversed,quadrant
SKP1,-0.0350886824029075,5.7370454481287e-5,0.9904675158035368,0.9999999735624896,0.9897132925750496,NS,TRUE,Q4
RPS21,-0.297572857291595,0.290864247501709,0.32635524158490004,0.26515478351556687,0.3062474386305325,NS,TRUE,Q4
EIF5A,0.0647476701950502,0.00853254230567657,0.953279000995852,0.9992263665356552,0.9521357134559544,NS,FALSE,Q1
RACK1,-0.182783711466325,0.185054680717798,0.6633276538449318,0.5909428562458019,0.6515742112175036,NS,TRUE,Q4
UBE2I,0.325443658234679,-0.224514780233228,0.40831561166865754,0.6385074541423231,0.6751290831588145,NS,TRUE,Q2
SELENOW,-0.159066536462834,-0.216946267080122,0.89381185526826,0.7493284588008801,0.7559326675390285,NS,FALSE,Q3
TNNC1,-0.356619247927526,0.091122547602712,0.620302529200312,0.9727133602173914,0.06253664228231218,NS,TRUE,Q4
PPP2CA,0.122408517494158,0.0128332099337953,0.7462658742423768,0.9976947770670545,0.9991861571998124,NS,FALSE,Q1
YBX1,-0.151157063650494,0.0829183413826549,0.7963522206503642,0.9332470342047732,0.4553902148777416,NS,TRUE,Q4
CSNK2B,-0.244540995652159,0.118634960900287,0.4298203774981699,0.8325936237528231,0.9731661621950936,NS,TRUE,Q4
TPM4,0.673763828838943,0.201555833085489,0.0028719997302621,0.6709267931488091,0.6566009386472188,Sig Young only,FALSE,Q1
UBE2L3,-0.0118971149477041,-0.109647909287304,0.9984898627500224,0.7865002197382236,0.8169370794859354,NS,FALSE,Q3
EEF1A1,-0.263717822867882,0.0542469605797322,0.46198207984663114,0.9760706734084966,0.7335329711765288,NS,TRUE,Q4
ACTA1,-0.60095598789287,0.342563451347953,0.16600655029182107,0.5675636029885774,0.04588519591498793,Interaction,TRUE,Q4
TUBA1B,-0.0611996211348256,0.154930744620728,0.965516608460912,0.6919642705262408,0.8155130073476193,NS,TRUE,Q4
TUBA4A,-0.370769256341156,0.164914721317682,0.11391269904319176,0.6986717578047077,0.9576492161089486,NS,TRUE,Q4
TUBB4B,-0.158406611175128,0.013286486801146,0.7000874265441858,0.9982021291421967,0.7647902396452021,NS,TRUE,Q4
CSNK2A1,-0.127995060395126,0.0826268512752222,0.8903066687859051,0.948982664642118,0.9757470669110144,NS,TRUE,Q4
PAFAH1B2,-0.195951753768885,0.187556784044443,0.8441244511589414,0.8085633403674257,0.6635281304014765,NS,TRUE,Q4
HBB,0.353427087393936,0.120635161956272,0.5244324840472474,0.9356100148202564,0.9817891212018616,NS,FALSE,Q1
HBA1,0.333799391147366,0.103684233987877,0.5735725113737824,0.9538019428636326,0.9961046856388835,NS,FALSE,Q1
EIF4G2,-5.8007147269023e-4,-0.120350882758853,0.9999977702164974,0.842885007764088,0.8351568838469692,NS,FALSE,Q3
PIP4K2B,-0.194109895385012,-0.0801630903747821,0.5935252455961127,0.9197476841785368,0.8909407965329369,NS,FALSE,Q3
CCT2,0.0437935721712535,0.120097941782365,0.9804404145548706,0.7869541511062654,0.845505927305492,NS,FALSE,Q1
GSTO1,0.367409256597117,-0.264424357492292,0.12949975838108502,0.32743588932696505,0.6717886803534024,NS,TRUE,Q2
PRKDC,0.398681548770892,0.0521769395082394,0.05329936049032501,0.9680220941245576,0.6364381158931333,NS,FALSE,Q1
DCD,-0.534261994519607,0.0340037840250567,0.18357122898445916,0.9956032910017746,0.6891500214763224,NS,TRUE,Q4
MRPS25,-0.0550360568461592,0.0927654784053296,0.978744427464081,0.9124483313906652,0.9998875961595408,NS,TRUE,Q4
MRPS5,-0.0805014348746482,0.183699537915896,0.9760956093458578,0.7686286856440557,0.8384658889924942,NS,TRUE,Q4
MRPS36,0.538627929021239,-0.218616902105339,0.08429937356262171,0.7040830377562297,0.3089733823874257,NS,TRUE,Q2
MRPS15,0.258334946339804,0.00637054360155531,0.774762953998101,0.9998601775560356,0.3534671502061568,NS,FALSE,Q1
MRPS21,-0.449198244112436,0.142566478768673,0.29562091251753736,0.8885151958345698,0.9948799328372944,NS,TRUE,Q4
SARNP,-0.238025626476139,5.5642633118147e-4,0.7408347818379766,0.9999983009303118,0.8289684519954671,NS,TRUE,Q4
LACTB,0.0270622609875382,-0.0427049226395368,0.9943963905100238,0.982663924447274,0.9489568627927129,NS,TRUE,Q2
RPL24,-0.661055051284588,0.375683870092114,0.00157096714011456,0.1520572910703337,0.02352336773751914,Interaction,TRUE,Q4
ARF1,0.0137141453053751,0.036546066624396203,0.9980646806020158,0.9819874877355044,0.9983563258656653,NS,FALSE,Q1
ARF5,0.058962570025578,0.0573327345704051,0.9689125858794514,0.9608888655547876,0.8710321477567783,NS,FALSE,Q1
ERH,0.288396065465005,0.10715624006723,0.6236595317787998,0.933184367558032,0.9926063643625292,NS,FALSE,Q1
RHOG,-0.170497132295747,0.0748429423425936,0.943280739893202,0.9641303884440284,0.9544956156645196,NS,TRUE,Q4
RPL19,-0.45281261371867,0.216264900832073,0.14859194253918928,0.6812499873642474,0.7887633979634339,NS,TRUE,Q4
SRSF3,0.161987987019518,0.22801343873099,0.8890314385981881,0.6761228529002272,0.9835963721696068,NS,FALSE,Q1
MXRA7,0.154300484417291,-0.105577628992004,0.9315809222780874,0.9507279436427694,0.9095486016926786,NS,TRUE,Q2
H3-3A,-0.52369365048726,-0.0447518731898846,0.3195101068563579,0.9939831700399532,0.1240252268387062,NS,FALSE,Q3
FBLN2,0.0391845061686062,0.153646306412433,0.9974670889617068,0.8494281772039277,0.23532434398640248,NS,FALSE,Q1
HSPG2,-0.123534431948279,-0.0611553883316844,0.931786209522102,0.98177213763731,0.3320297530793597,NS,FALSE,Q3
RBM3,-0.680611013275847,0.0331177363398432,0.0472676361455453,0.9958168155329554,0.12612708537680992,Sig Young only,TRUE,Q4
CYCS,-0.245445011181484,0.00134600929778728,0.6667646291314681,0.9999909809912146,0.7639408340722648,NS,TRUE,Q4
MPP1,-0.275625266883798,0.0907784786193613,0.6643716393386367,0.9538992501122456,0.3793315847729023,NS,TRUE,Q4
TFAM,0.459096763837866,-0.137941431747812,0.08028203567414767,0.8477690473006638,0.6974314997057263,NS,TRUE,Q2
PITPNA,-0.123525070082039,-0.00710874209918799,0.8929876895701362,0.9995900538619868,0.9995136784157044,NS,FALSE,Q3
SLC25A3,-0.030294193423746,0.0876130871375658,0.9924206448219388,0.9110069464485836,0.7263969020142772,NS,TRUE,Q4
HDLBP,-0.203658030729343,0.035017774960231,0.7986415572585682,0.9906229077430656,0.7987457953036744,NS,TRUE,Q4
PURA,-0.230146089486233,-0.12247401263566,0.5833013199370486,0.8605621869117656,0.9209341515011624,NS,FALSE,Q3
CLTC,-0.149755740705437,0.0799214598440159,0.7727552493131801,0.9298745375263332,0.6791484876170006,NS,TRUE,Q4
FKBP3,0.140668784039715,0.0138455101211967,0.7154917270139932,0.9976843667943732,0.9856190569135704,NS,FALSE,Q1
REEP5,-0.175736590288789,-0.015487031032503,0.7096918568238275,0.9980142598590268,0.19699137668994765,NS,FALSE,Q3
SORD,-0.411723928178041,-0.217937593443235,0.29259582303350234,0.6690810359459398,0.9971459157930108,NS,FALSE,Q3
HNRNPU,-0.0734305229970289,-0.22465344016754701,0.9596163331648496,0.5031457136520341,0.5776892959544605,NS,FALSE,Q3
MYBPC1,-0.43873393097924,0.158545043243116,0.4749900532765411,0.915823061047812,0.12768683143886284,NS,TRUE,Q4
PLIN5,0.601069151136276,-0.390556600007642,0.12806206433357062,0.3610189242060601,0.7645155694068642,NS,TRUE,Q2
SPTBN1,-0.0775252221663898,0.157534612834496,0.948775949890528,0.7168121434841612,0.9931488277384792,NS,TRUE,Q4
TIAL1,0.417854100147729,0.1149702344023,0.11725602883309429,0.8697105591784142,0.9574685445903388,NS,FALSE,Q1
SET,-0.29452908538541,0.30006643692704,0.5236509830145657,0.40524692152737773,0.09233325339413272,NS,TRUE,Q4
AMPD3,-0.0250599937979992,0.00614267265252977,0.9981503842516072,0.9998721844119156,0.8995159656058435,NS,TRUE,Q4
FABP5,0.239897840379985,-0.15874869380465,0.5971446548830831,0.7896925271242343,0.9539066884420344,NS,TRUE,Q2
ANK2,-0.0818134586572832,-0.0290899552863095,0.9575060027841356,0.9935195025935826,0.9166365765876512,NS,FALSE,Q3
CAP1,0.612144955172891,0.285389961535191,0.0080624653686772,0.40741271799782974,0.7728873836196986,Sig Young only,FALSE,Q1
EWSR1,0.38860364381263,-0.16806058141934,0.12652910533570613,0.6314473485406061,0.5692357572092537,NS,TRUE,Q2
TAGLN,-0.101040956489147,0.587896974570235,0.971328353994868,0.138669570757656,0.37308560904506866,NS,TRUE,Q4
OGDH,0.0254583580282635,-0.00266688376087032,0.9931989386596122,0.9999214280553332,0.9824422158773672,NS,TRUE,Q2
COX6A2,-0.665966664435988,0.17381268632445,0.05161204106537595,0.8540396741559527,0.4030842852530432,NS,TRUE,Q4
ALDH6A1,0.77686006251318,-0.521686052607595,7.979498234991985e-4,0.03564800063097454,0.6081543902056413,Sig Both,TRUE,Q2
BDH1,0.152183712967648,-0.320238104925366,0.8949424395660271,0.44502349587743806,0.9989552477309376,NS,TRUE,Q2
COL7A1,0.135527425346165,-0.145339620866633,0.9104315355355396,0.8682345384747345,0.5786735663580513,NS,TRUE,Q2
RPL18A,-0.345436228706632,0.0820670900072926,0.5014414908423969,0.9654044567545802,0.8064784993227033,NS,TRUE,Q4
CACNB1,-0.0154647701073216,-0.0352738283369618,0.997923588489666,0.9862437117973044,0.9999731909002776,NS,FALSE,Q3
MAP2K1,-0.159925698252653,0.0468123462397934,0.6369755173311384,0.9695584443556744,0.974554200952344,NS,TRUE,Q4
FKBP4,0.376960758100111,-0.088059290195627,0.11221338671451926,0.923605136554414,0.7002459703276908,NS,TRUE,Q2
RPL6,-0.428029180791469,0.268562211980569,0.302033968737764,0.6207490267273181,0.9969132026052162,NS,TRUE,Q4
AKAP12,0.096094106593064,0.273605715083043,0.9517789873992396,0.431140131924434,0.9927086454458992,NS,FALSE,Q1
SLC25A11,-0.633816990943842,0.044674663867827,0.00273539364847322,0.98621402434203,0.9862167716131324,Sig Young only,TRUE,Q4
CAV1,-0.0136478578105894,-0.0399059524597583,0.9986784807951676,0.9855203401639347,0.47944669579659965,NS,FALSE,Q3
ACY1,0.0596483148137139,0.110907629311704,0.974870492769679,0.885082422674723,0.8965834343482398,NS,FALSE,Q1
LMNB2,-0.291004948331,-8.68701794587423e-5,0.6321215752854448,0.9999999689990142,0.19975929867760148,NS,FALSE,Q3
UBXN1,0.0391809567471206,-0.0449727856867135,0.9871445751036132,0.9791805432675444,0.999434677114818,NS,TRUE,Q2
GBE1,-0.055687289898799,0.246457322735981,0.9799321052857256,0.471041242553949,0.7604001131817468,NS,TRUE,Q4
EIF4G1,-0.0329308076258599,-0.104780374827222,0.9847574221533398,0.76358349957915,0.8459207180775481,NS,FALSE,Q3
PRKCQ,-0.280342469689042,-0.165374207904904,0.5126824604507919,0.737782558015057,0.6561158996185715,NS,FALSE,Q3
GLO1,0.00749224922777358,-0.171311936150953,0.9995378547622116,0.5981013923316304,0.9903374044567188,NS,TRUE,Q2
AKR1C1,-0.234432853337683,0.0888691194547633,0.6764559825985806,0.949002982362885,0.5381848535404803,NS,TRUE,Q4
SSBP1,0.0718381036288633,0.103494892217153,0.9539919857709224,0.8772849124088608,0.8409037703718623,NS,FALSE,Q1
YWHAH,0.240889980665006,0.0832219208107539,0.2943416759358758,0.8940534027067898,0.803531244682213,NS,FALSE,Q1
PLP2,0.0731236536159141,0.0809762466741422,0.9895010481491708,0.980875233690906,0.9970442923240476,NS,FALSE,Q1
UBE3A,0.119933474696037,-0.031901298261797,0.8977328923757429,0.992019683011352,0.9598020977242944,NS,TRUE,Q2
SRSF11,-0.32137213463874,0.00426241773024572,0.5742153310980684,0.9998653227979386,0.6532934845269357,NS,TRUE,Q4
EEF1A2,-0.381131531256241,0.0664751056434021,0.18064726756160648,0.9664450825212696,0.9409745095798432,NS,TRUE,Q4
CALD1,-0.171476769279337,0.225590392518342,0.9097649660620816,0.742312391697036,0.7387693541945863,NS,TRUE,Q4
COL14A1,0.135068958906231,0.0743956325918411,0.9689280338143172,0.9891535109030736,0.955736531701127,NS,FALSE,Q1
PTPN11,0.317112400909132,0.0337085681987652,0.266476708263225,0.9899850284558198,0.9995872387202837,NS,FALSE,Q1
PSME1,0.134138060710065,0.115827321701904,0.7947667643434635,0.8194732633934102,0.34451477117710905,NS,FALSE,Q1
CACNG1,0.202407412214871,-0.417074012082296,0.793889081829802,0.17895342623086824,0.9332593499145722,NS,TRUE,Q2
ZNF33A,-0.786922044614194,-0.238626976553782,0.12716135552843785,0.8565935052236396,0.9995576599631696,NS,FALSE,Q3
PRDX1,0.0999618657998269,-0.0749785023067666,0.9091783031369972,0.9418340365181518,0.8622508493852308,NS,TRUE,Q2
RPL18,-0.0144537545340668,0.453533851439609,0.9992218574316276,0.1615358733098288,0.5782002618434033,NS,TRUE,Q4
C1QBP,-0.18253511141123,0.100700393514785,0.7017619827507589,0.8987517749818486,0.6990287912145212,NS,TRUE,Q4
CKAP4,-0.166728381531012,0.285654181602979,0.915589593127624,0.5555743500582119,0.9986704413400128,NS,TRUE,Q4
DPT,-0.258017002657994,0.035127023341026103,0.7812907788705619,0.9953926747274048,0.9917076420422464,NS,TRUE,Q4
KLC1,0.0320449951045347,0.139899223072891,0.9954118926070996,0.8145431600702361,0.9974495725428304,NS,FALSE,Q1
SRSF1,0.167820689824957,0.0253773119478637,0.8801135661890415,0.9961400234513876,0.7470157801538374,NS,FALSE,Q1
ARHGAP1,-0.60044399055937,0.472791470820841,0.00607449207621257,0.03076097697264795,0.94300312557489,Sig Both,TRUE,Q4
ACTN3,-2.12537225051161,-0.0166483326796119,1.944314673738682e-6,0.9996205534729397,0.27849412827547176,Sig Young only,FALSE,Q3
PPP3CA,-0.0857838337998729,-0.00440934680692706,0.9276877635065792,0.9998257460574708,0.908116409681176,NS,FALSE,Q3
DHX9,0.0236633487779727,0.0074463395805644,0.996289911947028,0.9995613823479348,0.9690474768720944,NS,FALSE,Q1
CRYZ,-0.0102709975580808,0.0544201823177559,0.9993075501955236,0.9738909553199704,0.999944300504275,NS,TRUE,Q4
SLC20A2,-0.542213239717533,-0.0392377057107076,0.4916061661125602,0.9968759230783238,0.05205157335830451,NS,FALSE,Q3
PUDP,0.0208516695495824,-0.0371163211135475,0.9976287701148624,0.9902761515942,0.9009098848033246,NS,TRUE,Q2
CD47,0.00452577476812976,-0.188657714256042,0.9998832828730648,0.6709768334431577,0.7420608346824848,NS,TRUE,Q2
PPID,0.0999256750163724,-0.209290673662284,0.9731534314655114,0.8109451120868084,0.9887182932043288,NS,TRUE,Q2
AHNAK,-0.234364364378596,0.0124126601090921,0.5798095156084992,0.9989382112079151,0.9338362917066338,NS,TRUE,Q4
LMOD3,-0.567411533932516,0.163915774471429,0.17458103056994642,0.8789126800363043,0.9999189145092352,NS,TRUE,Q4
HSPA14,-0.184935467155178,0.195423230211899,0.816607755439968,0.670155654648543,0.6560387506021289,NS,TRUE,Q4
SCRN3,-0.600151048100177,-0.168540067271472,0.04095062109408694,0.806145974983697,0.9849551793900404,Sig Young only,FALSE,Q3
NEXN,-0.603830093857784,0.279020166166141,0.07502840120816294,0.6111900059882162,0.3167143249290524,NS,TRUE,Q4
AP1B1,-0.203131952361549,0.249599397955738,0.7070453271298163,0.4109409580398213,0.9999471781611832,NS,TRUE,Q4
BST2,0.131342109309006,-0.130117728064228,0.8585092089779456,0.8218907709334391,0.5986749906717388,NS,TRUE,Q2
PMPCA,-0.315171102291334,0.312340159654916,0.6086688414602011,0.3627881873557137,0.4533234173985805,NS,TRUE,Q4
ASPH,-0.0934310120122497,0.0955442603605192,0.9649893783871152,0.9547106706229987,0.9917702183351728,NS,TRUE,Q4
EFEMP1,-0.150061672348283,0.124866472799944,0.9291406515669588,0.912047991029193,0.20306279178774272,NS,TRUE,Q4
STX4,-0.143822953219134,-0.0821086658300239,0.9150080821700116,0.9465071062676844,0.9715421829201611,NS,FALSE,Q3
GRSF1,0.0423759561328119,0.128533299671165,0.991956128266741,0.8934027111440078,0.9957112084563504,NS,FALSE,Q1
AIMP1,0.198582564276993,0.0336782580059669,0.5354804115267973,0.9873671169439036,0.8711766923061882,NS,FALSE,Q1
ILF3,0.100273673834575,0.0357588280813843,0.954999962077903,0.9933691858770024,0.9629251629562052,NS,FALSE,Q1
TRAP1,0.220089468787414,-0.0467502453873436,0.6030863854202184,0.9822869570522758,0.9880168972949298,NS,TRUE,Q2
ANK3,0.0265650347942668,-0.00414806894930209,0.9953907717745352,0.999868269608922,0.9948383816221712,NS,TRUE,Q2
HSPB3,-0.184347099387118,0.130629580966016,0.7948199916902049,0.881571487930516,0.8487054143165288,NS,TRUE,Q4
ECH1,0.453018856807724,-0.0251265707938941,0.05048352115318371,0.9953230749403668,0.9058262627096092,NS,TRUE,Q2
STRN3,-0.0746005683107747,-0.0380509497987838,0.9482725150953638,0.9844016979788044,0.953021938542452,NS,FALSE,Q3
COASY,-0.16987304940734,-0.0562732298497437,0.7878547666164005,0.9720572108353872,0.9535777504085604,NS,FALSE,Q3
TRDN,-0.460036533248022,0.117072212443549,0.20931457890918137,0.9255493093699886,0.96399163088304,NS,TRUE,Q4
ACACA,-0.0838131810538592,0.00248197301467101,0.9576167392926676,0.9999636406995916,0.4530595827931954,NS,TRUE,Q4
GPS1,0.00565836852443624,-0.0886235929111194,0.9996674306351944,0.8654376623379851,0.7710137961292485,NS,TRUE,Q2
MTAP,0.165811183172472,-0.165349664539491,0.8421166221534212,0.8006989047828715,0.9204847867794584,NS,TRUE,Q2
PRKAA1,-0.00130917507376793,0.0107838793497379,0.9999833935354496,0.998621174432211,0.8390913156634099,NS,TRUE,Q4
TARDBP,0.25936326203232,0.0241582311749795,0.27654077513469394,0.9932734900882174,0.9143253286578614,NS,FALSE,Q1
PAK1,0.53145801577974106,0.0060228045354016,0.40378664482174137,0.9998608679547428,0.4261741749960811,NS,FALSE,Q1
AIMP2,-0.00778892677044851,-0.0309933285329791,0.9993441410507964,0.9862455349494746,0.5769078912355905,NS,FALSE,Q3
PRDX4,-0.230888642155968,0.154786592921447,0.6599206222860228,0.8045130712277799,0.9691589251388444,NS,TRUE,Q4
PAK2,0.0433176746558779,0.0605311207607393,0.9846771523478436,0.9625649069917792,0.8752093534285834,NS,FALSE,Q1
CBX3,0.323138238752529,0.057284480086226,0.5011937976146593,0.9760550876097452,0.9997391452604956,NS,FALSE,Q1
PSMD2,-0.160434393789981,0.0656097023522406,0.5948866686023307,0.928191870790978,0.980978855635136,NS,TRUE,Q4
MYBPH,-2.23417759319499,1.72067151117998,2.635575697572842e-9,4.9832364568785715e-6,0.39687549865858807,Sig Both,TRUE,Q4
SELENBP1,0.598370303995143,-0.252178282521481,0.00145792412029381,0.4002928036485388,0.9519228898623509,Sig Young only,TRUE,Q2
TRIM28,0.120083637900876,0.0435549543112828,0.8823468509890304,0.9812765247964678,0.997835620146673,NS,FALSE,Q1
G3BP1,-0.284917199395316,0.266252275265632,0.6477451668434531,0.5864454746417843,0.4802532548409153,NS,TRUE,Q4
PABPC4,0.0369606225153696,0.0320198986376674,0.9951735731196584,0.9952811217087364,0.9949901878360412,NS,FALSE,Q1
SGCG,-0.108292284520047,-0.173569369283342,0.8611774942079241,0.5591966175307854,0.9888795216983782,NS,FALSE,Q3
EIF3I,-0.183815676004897,0.12144673989738,0.6562326841393045,0.8181201690564396,0.9985857027163954,NS,TRUE,Q4
CTBP1,0.0414098093071296,0.0463775211252369,0.9849448748404216,0.9758183203909704,0.7835039456908511,NS,FALSE,Q1
UBE2V1,-0.096316461190213,-0.09595914014794,0.9155680598672326,0.899304990491652,0.9932255724135736,NS,FALSE,Q3
DYNC1I2,-0.135588228551558,0.0892306843101949,0.7813422990283658,0.8936796616707849,0.2909617698519601,NS,TRUE,Q4
ILK,0.1054149962692,0.0031695282517461,0.8428944079170995,0.9998834055481672,0.9995399824769928,NS,FALSE,Q1
NNT,0.219737341209395,0.0691431038396964,0.5447933881683131,0.952107656694572,0.989854364282188,NS,FALSE,Q1
SNTA1,-0.529144375133512,0.0655142247552796,0.01072739213795302,0.963872058135012,0.8072977259220264,Sig Young only,TRUE,Q4
SNTB2,-0.0563851314666834,-0.0695083599092321,0.9661173583871046,0.9356722097580668,0.995321679252102,NS,FALSE,Q3
SF3B2,0.422511603690253,0.0385869703978159,0.10074606686144344,0.9885340222198482,0.9993317414102222,NS,FALSE,Q1
PDAP1,0.0858324384345117,-0.0612818700232616,0.9358678289146736,0.963127404178349,0.8872843500351495,NS,TRUE,Q2
TMED1,-0.425124752154879,0.0665034696316624,0.1581624446468518,0.9648986708372608,0.9797888269014,NS,TRUE,Q4
FKBP5,0.273389624072532,-0.174692477439784,0.40847790407691215,0.6713883533962156,0.9993517447590656,NS,TRUE,Q2
PICALM,0.264183546996637,-0.00276209253636317,0.7304905056605884,0.9999488764509888,0.5622976956485046,NS,TRUE,Q2
MTM1,-0.0796523611297992,0.0460168675882286,0.9598605497978624,0.9830996350611576,0.7992448991825274,NS,TRUE,Q4
SQSTM1,-0.69575578253124,0.117982941098468,1.2249132418388898e-4,0.8680925186112419,0.8207781168519064,Sig Young only,TRUE,Q4
MTX1,-0.156700545196212,0.0341120887819493,0.7567746750438802,0.9889607957356308,0.941287234766922,NS,TRUE,Q4
ART3,0.139109857936937,-0.431401053362311,0.915212692536434,0.19217786527277872,0.5925449230288852,NS,TRUE,Q2
ASAH1,0.4549353611459,-0.0831180372622491,0.06223170905742453,0.9419035006534016,0.984806278818152,NS,TRUE,Q2
PIN1,-0.166755366035673,0.0448769298967022,0.7540068673187243,0.9822378796706668,0.9924903398342502,NS,TRUE,Q4
CAMK2B,-0.144623904290825,0.217553029388853,0.8239881901384856,0.5268201068004517,0.8433943300372257,NS,TRUE,Q4
CAMK2G,-0.192923865836654,-0.0214990056226227,0.590824170159721,0.9954503387867162,0.9970053042187929,NS,FALSE,Q3
CAMK2D,-0.52218549526993,0.542777573122137,0.04936727547211354,0.01518867997075267,0.939485308368407,Sig Both,TRUE,Q4
DCTN2,0.0189497878958385,0.106790552157033,0.9953390364459336,0.7563041846082985,0.7541113880978109,NS,FALSE,Q1
NAE1,0.377034909949014,-0.324470098311604,0.13501096216930525,0.17191997502989448,0.986472515820446,NS,TRUE,Q2
STIM1,-0.117122975986064,0.0191198362178007,0.8607390385023523,0.9965333963865144,0.9581830978922656,NS,TRUE,Q4
CUL1,0.295513647678352,-0.0628597579189041,0.2632051991364681,0.9580302018623552,0.8453263107387684,NS,TRUE,Q2
CUL2,-0.23613800266503,0.00675301339391865,0.5883142968531343,0.9996785680895848,0.9120346004041892,NS,TRUE,Q4
CUL3,0.143906241262389,-0.0477947755771133,0.7759665241534162,0.9755425052059192,0.7245021065995476,NS,TRUE,Q2
CUL4A,0.157787084435903,-0.0765991611492325,0.6382232774097872,0.9072450105300496,0.9656684742032076,NS,TRUE,Q2
FHL1,-0.0548567936513074,0.134844317272869,0.9719703430132528,0.7617099331690972,0.9873749442562376,NS,TRUE,Q4
FHL3,-0.47844373195127,-0.204147816777578,0.06220410417173313,0.66047861835089,0.9843777165469952,NS,FALSE,Q3
ITGA7,0.137222718764551,-0.184330565282398,0.8193671934070929,0.6052806946120343,0.9707799691169666,NS,TRUE,Q2
AAMP,-0.125839593500572,0.240863091913589,0.9342977109576768,0.6425812640228755,0.9979984592444644,NS,TRUE,Q4
CACNA1S,-0.26668087681664,-0.172097612546843,0.40286491942208713,0.6811691886522029,0.9465295183031612,NS,FALSE,Q3
MOGS,-0.224655997068634,-0.104398710261908,0.8470778116329407,0.9423827062954412,0.9153345790033076,NS,FALSE,Q3
SPTAN1,-0.122165259621603,0.102207012581573,0.8832987294587258,0.8963662865687695,0.8718233425019822,NS,TRUE,Q4
AUH,0.135437028762958,0.022595870836259,0.8824024014558198,0.9968402815664764,0.9940553654893642,NS,FALSE,Q1
DDX39B,-0.286612788208419,-0.0413581097014095,0.4331710907510634,0.9875907000918486,0.9022427262801918,NS,FALSE,Q3
BLMH,-0.303046672101082,-0.100945328637252,0.42401823768612434,0.9210788308825504,0.6013384283819583,NS,FALSE,Q3
SNTB1,-0.117856377868506,-0.0227450040052268,0.8977863316772959,0.9963148465396268,0.8914719446408491,NS,FALSE,Q3
TUBB2A,0.0876276190219443,0.121551241603566,0.919632819924048,0.8022516443771696,0.6924601776441751,NS,FALSE,Q1
IDI1,0.873524220351449,-0.341695573849893,5.524334186488259e-6,0.22586971912377163,0.6813790264924644,Sig Young only,TRUE,Q2
PRKG1,-0.213217483164303,-0.284937867287727,0.6882466787426536,0.3896334914994321,0.6982668226422772,NS,FALSE,Q3
COX17,-0.085229844390426,-0.052484583609715,0.9603259987727524,0.9832083252729934,0.9993634977424076,NS,FALSE,Q3
HNRNPD,0.209845372603603,-0.0512675621518746,0.507852431178467,0.9700939169552256,0.9712054026598704,NS,TRUE,Q2
SCARB2,0.219638060145368,-0.180119540282181,0.6345199510803778,0.6715765902263295,0.08578096694752498,NS,TRUE,Q2
NID2,0.00130513916644404,-0.0311810918943074,0.9999958957414352,0.997128053485107,0.5370383441991239,NS,TRUE,Q2
IL18,-0.18747754818645,0.0735981591711266,0.9080442925984792,0.9818897766257504,0.60404133994956,NS,TRUE,Q4
DAG1,-0.0541290534447292,-0.120165829573367,0.9707684403224353,0.7989686464856643,0.9999741655575568,NS,FALSE,Q3
EIF3A,-0.181086498735233,0.0618401831642537,0.567294581228827,0.9473959972375652,0.6259118447722147,NS,TRUE,Q4
UBAP2L,-0.496845715999253,0.447769919043182,0.34306595869655426,0.35250496655603464,0.3683195377634208,NS,TRUE,Q4
MLEC,-0.328858670476496,-0.00829116121483509,0.1594567337994511,0.999398825781404,0.9516896659082812,NS,FALSE,Q3
DPYSL3,0.446569958059435,-0.162671364267222,0.13387989554365706,0.8092650761944749,0.9675867469995972,NS,TRUE,Q2
DCTN1,0.0993314085699666,0.0830959052680775,0.8884526757029688,0.90917059001810685,0.5888382593919718,NS,FALSE,Q1
DYNC1H1,-0.208617087867989,0.119374311552196,0.456450534140509,0.7818735814487763,0.15986373730996617,NS,TRUE,Q4
EIF2B1,-0.375288404785938,0.077326518881101,0.16155271485325892,0.9333282781719188,0.7140702007061248,NS,TRUE,Q4
EIF4A2,0.0302647424425508,0.143112373361255,0.9929859700208808,0.763592525729872,0.7593274987767944,NS,FALSE,Q1
CTTN,0.126068862313195,0.401443240833437,0.96097206342469,0.35296522749419473,0.9979915585721092,NS,FALSE,Q1
ENDOG,-0.133960950965523,0.0121931445958623,0.916315780426915,0.999320808172382,0.9728861198742486,NS,TRUE,Q4
FLOT2,0.0570010101869194,0.191975847236542,0.9782958766374787,0.5774600905613007,0.6458005003780249,NS,FALSE,Q1
TRIM25,-0.0579113834029314,-0.0738244555769967,0.9839730159045772,0.9622972400177012,0.9620814446129796,NS,FALSE,Q3
FLNC,-0.770637282216132,0.212225012814237,0.00205936146516024,0.7308986271882549,0.5994454449029349,Sig Young only,TRUE,Q4
MYBPC2,-0.947307700927652,0.111046037531171,0.01657272885409757,0.965582887047515,0.617926362104346,Sig Young only,TRUE,Q4
GAMT,0.292359564338053,-0.101429654152287,0.2806780037286373,0.8870099628565636,0.996744301478286,NS,TRUE,Q2
CAPRIN1,-0.90194322026424,0.279513531004667,0.00607373192789748,0.6417370588083323,0.03010438547917662,Interaction,TRUE,Q4
PRPSAP1,-0.441007226207871,-0.174410581037337,0.31325188495060946,0.8503561465387789,0.8375405886223649,NS,FALSE,Q3
ITIH4,0.21209772261259,0.0965066123709057,0.8019788984245809,0.9486965269288806,0.8978344834921593,NS,FALSE,Q1
