sample_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,age,time,group
OP_S06_Pre,2.5374080320597354,-2.9309049937162803,24.554637906287496,-21.9206452330703,4.684855498683228,-20.344547912983575,-7.698970637380075,13.139272504761491,-13.613312338406224,2.91070509079347,Old,Pre,Old_Pre
OP_S11_Pre,-15.349260112806205,2.680069806788053,-3.473761254593616,-1.327055813998947,14.737781368920183,9.592633015565276,-4.863862836270447,2.535327855657495,8.838207053850004,-0.46137404165386936,Old,Pre,Old_Pre
OP_S12_Pre,-15.640238099613459,-1.3301990121801386,3.0003794443836314,-15.416302125774918,-12.521919202247723,-12.366987086456463,-18.388588645899198,2.712350291164186,0.5459531914080467,1.945751549895015,Old,Pre,Old_Pre
OP_S17_Pre,-31.23954670796862,11.448322881057317,-6.866290613975016,20.36155408471213,-20.523413280242078,-8.488622983393997,-0.6727072725918042,4.122137238789717,6.892810065241177,7.605071286766655,Old,Pre,Old_Pre
O_S05_Pre,-7.912897293019824,4.968403501611147,-6.3277375786865155,-21.62332282145076,-3.703541837505796,18.396284170824348,16.293136476074032,-9.74260602742051,-12.180808739400302,38.311736910501516,Old,Pre,Old_Pre
O_S06_Pre,-31.672254200372116,15.405428467435923,-9.201324937692144,16.33214666647393,-0.2582376272127868,2.075430094930932,5.356711150806477,3.104503874191422,2.8563183363906663,3.5190010087519936,Old,Pre,Old_Pre
O_S07_Pre,7.1221660062656715,-14.25044455867264,10.51569936550726,-31.10704604567615,-5.304320601754015,14.847815150333613,4.165945183014708,8.292279014736804,5.611928368670805,-5.060522502034542,Old,Pre,Old_Pre
O_S10_Pre,-8.745470676232372,2.189109703567899,21.663780502289182,-6.561036439648347,14.998760812369504,6.351722460914679,1.1909902014277276,8.148043394902965,-4.675133222957421,-4.280355761929477,Old,Pre,Old_Pre
O_S16_Pre,-17.11618223870305,1.8522398503713384,0.6884222588153839,-5.895289101275117,14.519221698930243,13.630053370268048,0.6267437796968205,5.6177361923514715,-5.827461755601845,-0.6587748837930131,Old,Pre,Old_Pre
O_S17_Pre,-11.227865363492317,-7.413400231286595,2.8339380644069347,-10.485192576521921,7.320270318581623,4.816624433685989,4.5288370084861045,2.223949465883623,6.339941452803263,-2.840999552302907,Old,Pre,Old_Pre
O_S24_Pre,-24.192752920524104,4.05213682471484,3.0834854240064735,-33.19250360676768,-26.2916251012492,-10.595044432962395,-10.880174574609255,-5.481750037288179,-10.445384026089242,-8.142138103409245,Old,Pre,Old_Pre
O_S28_Pre,-1.5195346524539992,-9.967704109301565,22.613759234660257,-5.244098197012519,16.37818617951491,1.104722452037815,1.9965141774168556,-2.9853035871977114,7.410425665468533,6.902870439856891,Old,Pre,Old_Pre
O_S29_Pre,-22.822222866447554,6.306746719997039,-1.4361319453329338,-2.0558901423613367,13.651841084282847,9.470332451826414,0.03754404512420599,7.903393702898978,-1.1149877694938588,-1.4109452551586399,Old,Pre,Old_Pre
O_S32_Pre,-18.98500288361168,1.7490302065173853,-11.849683028987302,0.32643247720880014,13.024903139858765,-4.880329912319615,5.550491823696895,-16.696497044501807,5.921586101107483,-9.822252955646388,Old,Pre,Old_Pre
O_S35_Pre,-28.126261371398314,14.36872720126922,-6.5552391034489865,7.704651072672706,-1.1260175192626833,9.35384824524789,-12.037152975932443,2.7870599390199726,-4.271056187215359,-6.521290643656865,Old,Pre,Old_Pre
OP_S06_Post,-6.2850886109961195,-9.894426028103078,5.257129230931084,-25.687690614780482,-4.236826823498125,-17.784697172240588,-4.82348290571849,-5.654736280107946,-6.20701838485397,4.8511013185626215,Old,Post,Old_Post
OP_S11_Post,-19.713499263093766,8.456182378698353,-7.645651747032065,18.69608951037869,22.558759453154575,-8.03121110450588,-8.77410522051789,2.1628380066339554,0.7731001549947942,4.21679208934507,Old,Post,Old_Post
