pathway,pval,padj,log2err,ES,NES,size,leadingEdge,contrast,database,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,clean_label
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1.994318949973461e-7,1e-10,0.6901324587967956,0.4282887570364464,2.0284149519029953,155,HADHA;ACADM;HADHB;FXN;MAOB;ECHS1;IDH2;ACAT1;ALDH6A1;ETFB;ETFA;ECI1;ACAA2;ECH1;ACO2;TIMM10;PDP1;FH;ACADSB;ACADVL;VDAC1;MDH1;SDHA;CYB5R3;CS;CYB5A;HCCS;SUCLA2;SDHB;TIMM50;PHB2;ATP5F1C;OPA1;SLC25A20;GOT2;COX11;NNT;SUCLG1;ACAA1;LDHB;MDH2;AFG3L2;GLUD1;ATP5PD;ATP6V1G1;ATP5PO;ATP5F1D;IDH3G;TIMM9;DECR1;ATP5F1A;COX8A;IDH3B;MFN2;TOMM70;SDHD;UQCRC1;VDAC2;CYC1;COX6B1;DLD;IMMT;MPC1;TIMM13,Aging,Hallmark,1,0,32,16,0,0.5585053606381855,0.2792526803190927,OXPHOS
HALLMARK_FATTY_ACID_METABOLISM,7.484484319682833e-7,2e-10,0.6594443980379349,0.514293295374266,2.207478763160087,83,IDI1;HMGCL;MAOA;ACADM;HADHB;ECHS1;CRAT;HADH;ECI1;PRDX6;CPT2;ACAA2;ECH1;ACO2;FH;YWHAH;CA2;ACADS;HSDL2;MCEE;ACADVL;MDH1;SDHA;ECI2;MLYCD;GCDH;HCCS;SUCLA2;ACSL1;APEX1;GLUL;ALAD;LGALS1;ALDH9A1;SUCLG1;ACAA1;MDH2,Aging,Hallmark,2,35,67,51,0.6108652381980153,1.1693705988362006,0.890117918517108,Fatty Acid Metabolism
HALLMARK_ADIPOGENESIS,6.0080277372901544e-5,3e-10,0.557332238758646,0.412478342332249,1.853429605861839,109,ACADM;ECHS1;CRAT;ETFB;PLIN2;COQ5;HADH;MCCC1;CPT2;TST;ACAA2;ECH1;ACO2;FAH;C3;FABP4;ALDH2;TALDO1;ACADS;ADIPOQ;DBT;SLC27A1;CS;YWHAG;GPX3;COQ3;SDHB;SUCLG1;MDH2;COQ9;SULT1A1;PREB;HIBCH;ATP5PO;STOM;IDH3G;DECR1;AK2;PPM1B;ORM1;COX8A;ITGA7;BCL2L13;MTCH2;GPHN;APOE;CD36;CAVIN1;SAMM50;UQCRC1;CYC1;DLD;TKT;IMMT,Aging,Hallmark,3,70,102,86,1.2217304763960306,1.780235837034216,1.5009831567151233,Adipogenesis
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,3.837075751625439e-14,4e-10,0.9653277542260832,0.6341527175984377,2.7254436385744167,86,HMGCL;HADHA;DCXR;ACADM;HADHB;ALDH5A1;ECHS1;ACAT1;CRAT;ALDH6A1;ETFB;ETFA;MPST;HADH;ALDH4A1;ECI1;MCCC1;CPT2;PCCB;TST;ACAA2;ECH1;FAH;PCCA;IVD;ACAD8;ACADS;GPT2;ACADSB;MCEE;ADIPOQ;ACADVL;ECI2;DBT;RIDA;MLYCD;NAGK;HIBADH;GCDH;PLIN5;SLC16A1;CPT1B;GPT;GOT2;GLUL;ACAA1;BCAT2,Aging,GO:BP,4,105,137,121,1.8325957145940461,2.3911010752322315,2.111848394913139,Organic Acid Catabolism
GOBP_FATTY_ACID_CATABOLIC_PROCESS,2.2559317303526505e-11,5e-10,0.8634153916066928,0.7481020808968077,2.7278458734759687,37,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;PCCB;ACAA2;ECH1;PCCA;IVD;ACADS;MCEE;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;CPT1B,Aging,GO:BP,5,140,172,156,2.443460952792061,3.0019663134302466,2.722713633111154,Fatty Acid Catabolism
HALLMARK_MYOGENESIS,3.2098084654197284e-5,6e-10,0.557332238758646,-0.423548600502225,-1.8877793933847724,103,SPEG;DES;MYOM2;MYBPH;MYOM1;TNNI2;ACTN2;ACTN3;TNNT3;HRC;MYOZ1;SMTN;TPM2;MYH2;ENO3;MYL1;HSPB8;MYH3;COX6A2;FXYD1;COL15A1;SVIL;MYH1;TNNC2;AGL;TCAP;COL3A1;TPM3;PDLIM7;PVALB;ACTA1;COL1A1;CSRP3;HSPB2;MYH4;LAMA2;CASQ1;PFKM;TNNT1;SSPN;MAPRE3;SYNGR2;MYH7;RYR1,Aging,Hallmark,6,180,212,196,3.141592653589793,3.7000980142279785,3.420845333908886,Myogenesis
GOBP_CYTOPLASMIC_TRANSLATION,5.908259796984266e-20,7.000000000000001e-10,1.1512205221422571,-0.6414888459535182,-2.9110467030767677,116,RPS7;RPS10;RPL24;EIF3C;RPS27A;RPL23A;RPL22;RPS23;RPL38;RPS3A;YBX3;RPL27A;RPL17;EIF3G;RPS19;RPL23;RPL34;RPS27;RPS24;RPL10;RPL35;EEF2;RPL31;EIF2B1;EIF3M;RPS5;RPS25;RPL37A;EIF2S3;RPS20;RPL35A;RPL19;RPS15;RPL30;EIF5;RPL28;RPS3;EIF3D;EIF4A1;RPS21;RPS2;RPS14;RPS17;RPL32;RPLP1;EIF3A;RPL5;RPS12;RPL26;RPL36;RPL6;RPS18;RPL7A;RPLP0;RPS13;RPL29;EIF3J;EIF3I;DRG2;RACK1;EIF3K;RPLP2;RPL18A;RPL11;EIF3L;RPS26;EIF3B;RPS16;RPL13A;EEF1D;AKT2;CSDE1;RPL3;RPL14;RPL13;YBX1;RPS8;RPS4X;RPL4;RPL12;RPSA;RPL10A,Aging,GO:BP,7,215,247,231,3.752457891787808,4.310963252425994,4.031710572106902,Cytoplasmic Translation
GOBP_MUSCLE_CELL_DEVELOPMENT,4.382798422171927e-12,8e-10,0.8870749883998732,-0.6230633605361102,-2.6246520087721907,75,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;PDLIM5;ACTN4;KLHL40;TPM1;ACTN1;ACTN2;NRAP;CAPN3;ACTN3;TNNT3;MYOZ1;NACA;UCHL1;TMOD4;ALPK3;MYH3;MYBPC2;CSRP1;SYPL2;TCAP;CACNA1S;LMNA;WDR1;LMOD3;ACTA1;CSRP3;STAC3;TMOD1;CASQ1;KLHL41;MYPN;TNNT1,Aging,GO:BP,8,250,282,266,4.363323129985823,4.921828490624009,4.642575810304916,Muscle Cell Development
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,9.395255690363915e-12,9e-10,0.8753251320246591,-0.5482499129875513,-2.4831343246430833,114,OBSCN;SYNPO2L;PLEC;TTN;SQSTM1;LMOD2;NEB;MYOM2;MYOM3;RPL24;MYBPH;MYOM1;FLNC;RPS23;RPL38;TPM1;ACTN2;KPNB1;NRAP;CAPN3;FLNA;TNNT3;MYOZ1;RPS19;CAPRIN1;RPS27;MAPT;TMOD4;MSN;RPS5;MYH3;EZR;MYBPC2;RPS15;CSRP1;EIF5;RPS3;DYNC1H1;RPS14;TCAP;DDX3X;EIF2A;WDR1;LMOD3;RPL5;ACTA1;MAPRE1;CSRP3;TMOD1;CASQ1;KLHL41;UBAP2L;MYPN;TNNT1;MAPRE3;RPL11;C1QBP,Aging,GO:BP,9,285,317,301,4.97418836818384,5.532693728822025,5.253441048502932,Membraneless Organelle Assembly
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT,2.5016678449741853e-10,1e-9,0.8140358378479079,-0.4784142617942035,-2.2738525346572676,159,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;SPEG;DES;MYOM2;MYOM3;FLNB;MYBPH;MYOM1;FLNC;PDLIM5;MUSTN1;ACTN4;KLHL40;SPAG9;TPM1;ACTN1;ACTN2;NRAP;YBX3;CAPN3;ACTN3;TNNT3;MYOZ1;NACA;FHL3;SMTN;UCHL1;EEF2;TMOD4;ALPK3;MYH3;XIRP1;MYBPC2;SVIL;JPH2;CSRP1;SYPL2;ACTB;TCAP;CACNA1S;LMNA;COL3A1;WDR1;LMOD3;PDLIM7;JPH1;ACTA1;UTRN;CSRP3;STAC3;HSPB2;LAMA2;TMOD1;CASQ1;ERO1A;KLHL41;MYPN;H3-3A;TNNT1;CD81;MYH7;RYR1,Aging,GO:BP,10,320,352,336,5.585053606381854,6.14355896702004,5.8643062867009474,Muscle Structure Development
