LV,mean_young,mean_old,diff,cohens_d,pvalue,padj,stars,pathway_label,label
LV8,-0.35174180246362075,0.28929501520586165,-0.6410368176694824,-2.016189111024014,7.453228801008223e-6,4.0902043850721024e-5,***,NA,LV8
LV3,-0.22437915882676307,0.6088744827600365,-0.8332536415867996,-1.9795070485108148,1.0225510962680256e-5,4.0902043850721024e-5,***,NA,LV3
LV1,0.5629097505103187,-0.3372666075832314,0.90017635809355,1.1686458818855698,0.0037248767874898986,0.00993300476663973,**,NA,LV1
LV4,0.3799825573319693,-0.20565940844357428,0.5856419657755436,1.1121008233212824,0.004992447125355876,0.009984894250711753,**,Striated Muscle Contraction,Striated Muscle Contraction
LV5,0.11238433047550149,-0.4122909470805048,0.5246752775560063,0.9031993642503696,0.022721886979804436,0.036355019167687096,*,Eukaryotic Translation Initiation,Eukaryotic Translation Initiation
LV2,-0.17037008501898362,0.28599219601705794,-0.4563622810360416,-0.5783130699939193,0.12562036999425258,0.16749382665900342,,Respiratory Electron Transport,Respiratory Electron Transport
LV6,0.07874397459737287,-0.09877616122548193,0.1775201358228548,0.29100647139393593,0.42238749837092915,0.4827285695667761,,Transport Of Small Molecules,Transport Of Small Molecules
LV7,-0.2560087421268554,-0.29704272031009626,0.04103397818324084,0.10868390380502498,0.7645060835400772,0.7645060835400772,,Intra Golgi And Retrograde Golgi To Er Tra...,Intra Golgi And Retrograde Golgi To Er Tra...
