"age","n","med_icc","ci_lo","ci_hi","pct_high","pct_low"
"Young",1969,0.290955541698923,0.273657468695892,0.311546061114525,4.87557135601828,63.737938039614
"Old",2123,0.243574880438125,0.228821782046099,0.258689349429629,2.26095148374941,71.6910032972209
