"contrast","n_sig","n_total","pct","ci_lo","ci_hi"
"Aging",198,2124,9.32203389830508,8.11881695426507,10.6388047963028
"Training_Young",106,2124,4.99058380414313,4.10368354353111,6.00413854695644
"Training_Old",17,2124,0.800376647834275,0.466920115249336,1.27839708702515
"Interaction",42,2124,1.9774011299435,1.42876134739227,2.66355475810578
