pathway,pval,padj,log2err,ES,NES,size,leadingEdge,contrast,database
GOBP_FATTY_ACID_METABOLIC_PROCESS,2.7552128471911736e-10,3.038248348766267e-8,0.8140358378479079,0.536058394458021,2.394479374185537,104,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;PCCB;ACAA2;ECH1;ASAH1;PCCA;IVD;CBR4;C3;ACOT9;ACADS;ACADSB;MCEE;ADIPOQ;ACADVL;ECI2;ACSF2;MLYCD;SLC27A1;ACSS2;GCDH;PLIN5;CPT1B;FABP3;ACSL1;MECR;ECHDC3;APOC2;ACAA1;HSD17B8;GSTP1;FABP5;MMUT;ACOT2;CES2;ECHDC2,Aging,GO:BP
GOBP_LIPID_MODIFICATION,3.1370431395446883e-10,3.171027773556422e-8,0.8140358378479079,0.7059149524212357,2.621037503845746,41,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;ACAA2;ECH1;IVD;ACADS;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;CPT1B;FABP3,Aging,GO:BP
GOBP_MUSCLE_CELL_DIFFERENTIATION,4.919253586280165e-10,4.590042000121416e-8,0.8012155746177786,-0.5249858677356634,-2.336082100651413,102,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;SPEG;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;PDLIM5;ACTN4;KLHL40;SPAG9;TPM1;ACTN1;ACTN2;NRAP;CAPN3;ACTN3;TNNT3;MYOZ1;NACA;UCHL1;TMOD4;ALPK3;MYH3;MYBPC2;CSRP1;SYPL2;TCAP;CACNA1S;LMNA;WDR1;LMOD3;ACTA1;CSRP3;STAC3;LAMA2;TMOD1;CASQ1;KLHL41;MYPN;H3-3A;TNNT1;CD81;RYR1,Aging,GO:BP
GOBP_LIPID_CATABOLIC_PROCESS,5.781346017202095e-10,5.009123370618672e-8,0.8012155746177786,0.6256633489852181,2.521371398388733,60,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;PRDX6;CPT2;PCCB;ACAA2;ECH1;ASAH1;PCCA;IVD;YWHAH;ACADS;MCEE;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;CPT1B;ABHD16A;APOC2;ACAA1,Aging,GO:BP
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,6.612395973742884e-10,5.347224210766745e-8,0.8012155746177786,-0.6607060207211192,-2.542192770754594,48,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;TPM1;ACTN2;NRAP;CAPN3;TNNT3;MYOZ1;TMOD4;MYH3;MYBPC2;CSRP1;TCAP;WDR1;LMOD3;ACTA1;CSRP3;TMOD1;CASQ1;KLHL41;MYPN;TNNT1,Aging,GO:BP
GOBP_MYOFIBRIL_ASSEMBLY,7.70027920135924e-10,5.837774169530474e-8,0.8012155746177786,-0.6922692384917852,-2.5959267266153807,43,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;TPM1;ACTN2;NRAP;CAPN3;TNNT3;MYOZ1;TMOD4;MYH3;MYBPC2;CSRP1;TCAP;WDR1;LMOD3;ACTA1;CSRP3;TMOD1;CASQ1;KLHL41;MYPN;TNNT1,Aging,GO:BP
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,2.8427172863034696e-9,2.028362393109476e-7,0.7749390301364363,-0.5622883295689755,-2.4044192441002186,82,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;PDLIM5;KLHL40;SPAG9;TPM1;ACTN2;NRAP;CAPN3;ACTN3;TNNT3;MYOZ1;NACA;TMOD4;ALPK3;MYH3;MYBPC2;CSRP1;TCAP;CACNA1S;LMNA;WDR1;LMOD3;ACTA1;CSRP3;STAC3;TMOD1;CASQ1;KLHL41;MYPN;TNNT1;CD81;RYR1,Aging,GO:BP
GOBP_SARCOMERE_ORGANIZATION,2.521529285763403e-8,1.699230568683893e-6,0.7337619883564803,-0.715284522229083,-2.4880034294972764,31,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;TPM1;ACTN2;CAPN3;TNNT3;MYOZ1;MYH3;MYBPC2;CSRP1;TCAP;WDR1;CSRP3;CASQ1;MYPN;TNNT1,Aging,GO:BP
GOBP_MUSCLE_SYSTEM_PROCESS,5.474700748934857e-8,3.495164214977885e-6,0.7195128263389107,-0.4514482875401866,-2.111046272061482,141,TTN;MYOF;LMOD2;DES;MYOM2;MYBPH;SYNM;SNTA1;PDLIM5;TNNI2;TPM1;HMOX1;FLNA;ACTN3;TNNT3;HRC;MYOZ1;TMEM38A;CAMK2D;SMTN;TPM2;MYH2;EEF2;TMOD4;MYL1;MYH3;FXYD1;JPH2;GLRX3;MYH1;TNNC2;TCAP;CACNA1S;TRDN;MYH13;LMNA;TPM3;LMOD3;JPH1;ACTA1;STUB1;MAP2K1;UTRN;CALM1;CAMK2G;CSRP3;STAC3;MYH4;TMOD1;CASQ1;SMPX;KLHL41;TNNT1;SSPN;MYH7;RYR1;MYOT,Aging,GO:BP
GOBP_MUSCLE_ORGAN_DEVELOPMENT,5.876304946979039e-8,3.563978950342787e-6,0.7195128263389107,-0.5058207638408844,-2.204927489217517,91,PLEC;TTN;NEB;SPEG;DES;MYOM2;FLNB;MYOM1;MUSTN1;KLHL40;TPM1;YBX3;CAPN3;ACTN3;MYOZ1;NACA;FHL3;SMTN;EEF2;MYH3;SVIL;JPH2;TCAP;CACNA1S;LMNA;COL3A1;LMOD3;JPH1;ACTA1;UTRN;CSRP3;STAC3;LAMA2;CASQ1;ERO1A,Aging,GO:BP
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS,1.6136693520592826e-7,9.320861543085285e-6,0.6901324587967956,0.4162784113293312,2.004845515569767,174,HADHA;DCXR;ACADM;HADHB;ALDH5A1;ECHS1;IDH2;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;MCCC1;CPT2;PCCB;ACAA2;ECH1;FAH;ASAH1;GALK1;PCCA;IVD;CBR4;C3;ACOT9;ACADS;ACADSB;MCEE;ADIPOQ;ACADVL;VDAC1;GAMT;ECI2;ACSF2;MLYCD;SLC27A1;ACSS2;GCDH;HAGH;PLIN5;SLC16A1;CPT1B;FABP3;ACSL1;MECR;ECHDC3;APOC2;ADH1B;ACAA1;LDHB;PPP2CA;HSD17B8;GSTP1;FABP5;MMUT;ACOT2;CES2;AKR1A1;ECHDC2,Aging,GO:BP
GOBP_ORGANELLE_ASSEMBLY,1.6959417829282677e-7,9.350806284963585e-6,0.6901324587967956,-0.4015498764546374,-1.9516265618104922,186,OBSCN;SYNPO2L;PLEC;TTN;SQSTM1;LMOD2;NEB;MYOM2;MYOM3;STBD1;RPL24;MYBPH;MYOM1;FLNC;RPS23;RPL38;TPM1;ACTN2;KPNB1;NRAP;CAPN3;FLNA;TNNT3;MYOZ1;RPS19;CAPRIN1;RPS27;LRBA;MAPT;TMOD4;MSN;RPS5;MYH3;EZR;MYBPC2;RPS15;CSRP1;MAP1LC3B2;EIF5;RPS3;DYNC1H1;RPS14;TCAP;DDX3X;BAG3;EIF2A;WDR1;LMOD3;RPL5;ACTA1;SYNPO;MAPRE1;CSRP3;PIP4K2B;MAP4;TMOD1;CASQ1,Aging,GO:BP
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,1.8596074026622374e-7,9.807407736649104e-6,0.6901324587967956,-0.49064510498542085,-2.170401159010322,99,RPS7;RPL24;EIF3C;RPS27A;RPS23;RPL38;SNRPD3;RPS3A;CELF1;UTP15;EIF3G;RPS19;RPS27;RPS24;RPL35;EIF3M;RPS5;RPS25;EIF2S3;RPL35A;RPS15;EIF5;EIF3D;RPS21;RPS14;DDX3X;RPS17;EIF2A;EIF3A;RPL5;RPS12;DDX39B;TRMT112;RPL26;RPL7A;RPLP0;RPS13;EIF3J;EIF3I;EIF3K;RPL11;EIF3L;C1QBP;EIF3B;RPS16;RPL13A;PUF60,Aging,GO:BP
GOBP_MUSCLE_CONTRACTION,2.5323577885191275e-7,1.2286999989894808e-5,0.674962860011025,-0.46624434233100426,-2.1220048764253088,118,TTN;MYOF;LMOD2;DES;MYOM2;MYBPH;SYNM;SNTA1;TNNI2;TPM1;FLNA;ACTN3;TNNT3;HRC;TMEM38A;CAMK2D;SMTN;TPM2;MYH2;EEF2;TMOD4;MYL1;MYH3;FXYD1;JPH2;MYH1;TNNC2;TCAP;CACNA1S;TRDN;MYH13;TPM3;LMOD3;JPH1;ACTA1;STUB1;MAP2K1;UTRN;CALM1;CSRP3;STAC3;MYH4;TMOD1;CASQ1;SMPX;KLHL41;TNNT1;SSPN;MYH7;RYR1;MYOT,Aging,GO:BP
GOBP_RIBOSOME_BIOGENESIS,2.5258375565423503e-7,1.2286999989894808e-5,0.674962860011025,-0.5703035844645821,-2.2708394088405384,57,RPS7;RPL24;RPS27A;RPS23;RPL38;RPS3A;UTP15;RPS19;RPS27;RPS24;RPL35;RPS5;RPS25;RPL35A;RPS15;EIF5;RPS21;RPS14;DDX3X;RPS17;EIF2A;RPL5;RPS12;TRMT112;RPL26;RPL7A;RPLP0;RPS13,Aging,GO:BP
GOBP_AMINO_ACID_METABOLIC_PROCESS,7.961653546518906e-7,3.5940735206441007e-5,0.6594443980379349,0.477683768625937,2.100447475094418,96,HMGCL;ALDH5A1;ECHS1;ACAT1;ALDH6A1;ETFB;ETFA;MPST;ALDH4A1;MCCC1;DDAH2;PCCB;FAH;FH;PCCA;IVD;ACAD8;GARS1;GPT2;ACADSB;DBT;RIDA;HIBADH;GCDH;ADSS1;HARS1;LRRC47;GPT;GOT2;GLUL;BCAT2;THAP4;IARS2;AARS1;VARS1;MMUT;ADHFE1;GLUD1;SARS2;HIBCH;GOT1,Aging,GO:BP
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,8.296295018799243e-7,3.5940735206441007e-5,0.6594443980379349,0.7716615271745011,2.3676237009156575,19,HMGCL;ECHS1;ACAT1;ALDH6A1;MCCC1;PCCB;PCCA;IVD;ACAD8;ACADSB;DBT;HIBADH,Aging,GO:BP
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION,8.289811945962118e-7,3.5940735206441007e-5,0.6594443980379349,-0.385367803877691,-1.8827692671942535,194,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;DES;MYOM2;MYOM3;SYNPO2;MYBPH;MYOM1;TRIM54;FLNC;VIM;PREX1;TPM1;ACTN1;ACTN2;KPNB1;NRAP;CAPN3;CAPZA1;FLNA;TNNT3;MYOZ1;CAPZA2;TPM2;MAPT;CHP1;TMOD4;MYH3;EZR;XIRP1;MYBPC2;SVIL;CAPZB;CSRP1;CORO6;RPS3;DYNC1H1;TCAP;TRDN;COL3A1;TPM3;WDR1;LMOD3;ACTA1;MYO6;COL1A1;SYNPO;MAPRE1;CSRP3;HSPA8;MAP4;TMOD1;CASQ1;ERO1A;TMSB4X,Aging,GO:BP
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,9.164272975259599e-7,3.778544531787141e-5,0.6594443980379349,-0.5164085227164886,-2.151500228768642,72,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;TPM1;ACTN2;NRAP;CAPN3;TNNT3;MYOZ1;TMOD4;MYH3;MYBPC2;CSRP1;TCAP;WDR1;LMOD3;ACTA1;SYNPO;CSRP3;TMOD1;CASQ1;KLHL41;MYPN;TNNT1,Aging,GO:BP
GOBP_AMINO_ACID_CATABOLIC_PROCESS,9.345122502358964e-7,3.778544531787141e-5,0.6594443980379349,0.6203358130096404,2.3032851553860882,41,HMGCL;ALDH5A1;ECHS1;ACAT1;ALDH6A1;ETFB;ETFA;ALDH4A1;MCCC1;FAH;IVD;ACAD8;GPT2;ACADSB;DBT;RIDA;HIBADH;GPT;GOT2;GLUL;BCAT2;ADHFE1;GLUD1;HIBCH;GOT1,Aging,GO:BP
GOBP_ACTIN_FILAMENT_BASED_PROCESS,5.047396562542433e-6,1.9749974291496684e-4,0.610526878385931,-0.3836305168232192,-1.8587322946501432,182,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;SYNPO2;FLNB;MYBPH;MYOM1;SNTA1;FLNC;PDLIM5;ACTN4;PREX1;TPM1;ACTN1;ACTN2;NRAP;CAPN3;CAPZA1;FLNA;ACTN3;TNNT3;MYOZ1;CAPZA2;FHL3;CAMK2D;TPM2;MYH2;TMOD4;MYL1;MYH3;EZR;XIRP1;MYBPC2;SVIL;CAPZB;CSRP1;CORO6;ACTB;TCAP;TPM3;WDR1;LMOD3;PDLIM7;ACTA1;MYO6;SYNPO,Aging,GO:BP
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,1.0678083073767915e-5,3.962023757822096e-4,0.5933254763964051,0.5217053652993965,2.081068512748591,57,HMGCL;ALDH5A1;ACAT1;ALDH6A1;MPST;ALDH4A1;MCCC1;DDAH2;FAH;FH;IVD;ACAD8;GPT2;ACADSB;RIDA;HIBADH;GCDH;ADSS1;GPT;GOT2;GLUL;BCAT2;THAP4;MMUT;ADHFE1;GLUD1;HIBCH;GOT1,Aging,GO:BP
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,1.0778795054256322e-5,3.962023757822096e-4,0.5933254763964051,-0.6467894062793739,-2.230416460320997,30,RPS7;RPS27A;RPS23;RPS3A;UTP15;RPS19;RPS27;RPS24;RPS5;RPS25;RPS15;RPS21;RPS14;RPS17;RPS12;TRMT112,Aging,GO:BP
GOBP_MITOCHONDRIAL_TRANSPORT,4.163700823129182e-5,0.0014854614995457936,0.557332238758646,0.4928839746181611,1.9986555222583047,62,SLC25A46;CPT2;TST;ACAA2;TIMM10;MICU1;SFXN1;VDAC1;PPIF;TIMM44;CHCHD4;LETM1;PMPCB;CPT1B;GSK3A;TIMM50;HSPD1;ATP5IF1;SLC25A20;TIMM8A;MCU;AFG3L2;TIMM9;VPS35;PNPT1;MTCH2;TOMM70;NOL3;SAMM50;VDAC2;MPC1;TIMM13,Aging,GO:BP
GOBP_RRNA_PROCESSING,5.617670979811091e-5,0.0019469242567173868,0.557332238758646,-0.6045955329161736,-2.1029893875886416,31,RPS7;UTP15;RPS19;RPS27;RPS24;RPL35;RPS25;RPL35A;RPS15;RPS21;RPS14;RPS17;RPL5;TRMT112;RPL26;RPL7A;RPL11;RPS16;RPL14;RPS8;PA2G4,Aging,GO:BP
GOBP_TRANSLATIONAL_INITIATION,6.39887036825598e-5,0.0021560638213040284,0.5384340963099162,-0.5001353582672093,-1.9837737773872954,56,BZW1;EIF3C;RPS3A;EIF3G;EIF2B1;EIF3M;RPS5;EIF2S3;PPP1CA;EIF5;RPS3;EIF3D;EIF4A1;EIF4E;DDX3X;RPS17;EIF2A;EIF3A;EIF3J;EIF3I;EIF3K;EIF3L;EIF3B;RPL13A;AKT2;CSDE1;HSPB1;EIF2S1;DENR;EIF3H;EIF2S2,Aging,GO:BP
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,1.5230647358074404e-4,0.004993182498741689,0.5188480777437918,-0.506330860444734,-1.9605073920670693,49,PLEC;DES;MYOM2;FLNB;MYOM1;KLHL40;YBX3;ACTN3;MYOZ1;NACA;EEF2;SVIL;CACNA1S;LMOD3;ACTA1;CSRP3;STAC3;CASQ1;ERO1A;KLHL41,Aging,GO:BP
GOBP_STRIATED_MUSCLE_CONTRACTION,1.5796747657371166e-4,0.005042488133787165,0.5188480777437918,-0.4541118688146248,-1.875378429320703,69,TTN;MYBPH;SYNM;SNTA1;TNNI2;TPM1;FLNA;ACTN3;TNNT3;HRC;TMEM38A;CAMK2D;EEF2;MYH3;JPH2;TNNC2;TCAP;CACNA1S;TRDN;LMOD3;JPH1;CALM1;CSRP3;STAC3;CASQ1;SMPX;KLHL41;TNNT1;MYH7;RYR1;MYH8,Aging,GO:BP
GOBP_MUSCLE_TISSUE_DEVELOPMENT,2.8315939704223584e-4,0.008586808715305802,0.49849310876659025,-0.41316873460198883,-1.7902677210426265,88,PLEC;TTN;NEB;MYOM2;FLNB;MYOM1;PDLIM5;KLHL40;TPM1;ACTN2;NRAP;YBX3;ACTN3;MYOZ1;NACA;EEF2;ALPK3;SVIL;JPH2;CSRP1;TCAP;CACNA1S;LMNA;COL3A1;LMOD3;ACTA1;CSRP3;STAC3;CASQ1;ERO1A,Aging,GO:BP
GOBP_RESPONSE_TO_BACTERIUM,2.790565157046715e-4,0.008586808715305802,0.49849310876659025,0.42776208743594213,1.8218134556849477,80,HMGB2;CA3;SOD2;HADHB;LRG1;HMGB1;MAVS;IGHG2;C3;FABP4;HP;ADIPOQ;CFB;IGHA1;PTPN11;PYGL;NAGK;HLA-A;OPTN;FKBP5;IGHG1;ALAD;TF;DEFA3,Aging,GO:BP
GOBP_CARDIAC_CELL_DEVELOPMENT,3.469516752660892e-4,0.010264692246286981,0.49849310876659025,-0.6491015369178467,-2.0388863364646306,21,PLEC;TTN;NEB;PDLIM5;ACTN2;NRAP;ALPK3;TCAP;LMNA;CSRP3,Aging,GO:BP
GOBP_ACTIN_FILAMENT_ORGANIZATION,3.6494021924447757e-4,0.010294708975431425,0.49849310876659025,-0.3929352544583459,-1.7332919833387541,97,SYNPO2L;PLEC;TTN;LMOD2;NEB;SYNPO2;PREX1;TPM1;ACTN1;ACTN2;NRAP;CAPZA1;FLNA;CAPZA2;TPM2;TMOD4;EZR;XIRP1;SVIL;CAPZB;CORO6;TCAP;TPM3;WDR1;LMOD3;ACTA1;MYO6;SYNPO,Aging,GO:BP
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS,3.595969590109576e-4,0.010294708975431425,0.49849310876659025,-0.34346039057111494,-1.6369286098704137,163,RPS7;OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;CLIC4;MYOM1;FLNC;TPM1;ACTN1;ACTN2;TYMP;HMOX1;NRAP;CAPN3;TNNT3;MYOZ1;PGK1;TMOD4;MYH3;COL15A1;MYBPC2;CSRP1;TCAP;CACNA1S;COL3A1;WDR1;LMOD3;FLT1;ACTA1;MAPK1;COL1A1;MAP2K1,Aging,GO:BP
GOBP_RESPONSE_TO_INSULIN,3.8707735753042984e-4,0.010671018970100258,0.49849310876659025,0.4602810084176354,1.8488926629935751,59,HADHA;CTSD;LONP1;APPL1;HADH;PRKDC;NCL;PLN;ADIPOQ;PTPN11;SLC27A1;YWHAG;GSK3A;FABP3;NUCKS1;ECHDC3;MYO1C;GSTP1;BLVRB;GRB2;GOT1;CUL3;PAK1,Aging,GO:BP
GOBP_RRNA_METABOLIC_PROCESS,4.3717698325673515e-4,0.011784348459787106,0.49849310876659025,-0.5462908698381336,-1.9706266068742662,36,RPS7;UTP15;RPS19;RPS27;RPS24;RPL35;MAPT;RPS25;RPL35A;RPS15;RPS21;RPS14;RPS17;RPL5;TRMT112;RPL26;RPL7A;RPL11;RPS16;RPL14;RPS8;PA2G4;PELO,Aging,GO:BP
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,4.5421410625528944e-4,0.011977428497557958,0.49849310876659025,-0.5389243855057646,-1.9323596600368345,35,VAPB;EMC2;EMC3;CCDC47;TMCO1;TMEM38A;NOMO2;CACNA1S;TRDN;LPCAT3;CASQ1;ATL2;RAB10;SEC61A1;ESYT2;REEP5;JAGN1;EMC1;LMAN1;UBL4A;ESYT1;CAV2;VAPA;TMED2,Aging,GO:BP
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,4.7281944323654466e-4,0.01220276563076444,0.49849310876659025,0.6375073258495442,1.9825902671865523,20,HMGB2;HMGB1;PRKDC;ADIPOQ;FBN1;STAT5B;CUL4A;GLUL;PITHD1,Aging,GO:BP
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,7.233233359686339e-4,0.018278983469374017,0.47727081536286214,-0.44943903097800436,-1.8234002731484666,62,RPL24;EIF3C;RPL38;SNRPD3;CELF1;EIF3G;RPS19;RPS27;EIF3M;VCP;RPS5;EIF2S3;RPS15;EIF5;EIF3D;RPS14;EIF3A;RPL5;DDX39B;EIF3J;EIF3I;EIF3K;RPL11;EIF3L;EIF3B;RPL13A;PUF60,Aging,GO:BP
GOBP_RIBOSOME_ASSEMBLY,8.176901372046775e-4,0.020242002784270893,0.47727081536286214,-0.6069569134941046,-1.9293274674631247,22,RPL24;RPL38;RPS19;RPS27;RPS5;RPS15;EIF5;RPS14;DDX3X;EIF2A;RPL5,Aging,GO:BP
