"gene","cv_pre","cv_post","delta_cv","age"
"LDB3",13.7572724735128,18.719699642391,4.96242716887825,"Young"
"CLASP2",14.971832455904,34.5595052791704,19.5876728232665,"Young"
"COBL",39.5605810885704,50.5025806669988,10.9419995784284,"Young"
"CPNE3",16.1151465018938,20.0605626901044,3.94541618821066,"Young"
"CLUH",53.0877555900651,32.3033580253338,-20.7843975647313,"Young"
"CAND2",26.7753088154747,24.708503576283,-2.06680523919168,"Young"
"COQ9",25.1873250817499,19.462955601403,-5.72436948034685,"Young"
"GGCT",24.0971778880231,17.8706156975033,-6.22656219051977,"Young"
"NDUFS7",23.5242883892815,45.801509507146,22.2772211178645,"Young"
"RTN2",15.0258052152413,15.4888978340212,0.463092618779879,"Young"
"NDUFS2",19.0548349553747,42.6320948236461,23.5772598682714,"Young"
"NIPSNAP2",32.4698079295214,31.6352834147389,-0.834524514782444,"Young"
"TBCA",16.9433287266613,24.170741739841,7.2274130131797,"Young"
"ATP6V1G1",16.0996379660627,14.9049292238517,-1.19470874221102,"Young"
"VPS4B",36.7401909141455,43.3652479223469,6.62505700820145,"Young"
"SH3BGRL",43.4439381924918,28.8127119717244,-14.6312262207674,"Young"
"FLNB",38.893361258427,38.6914687311404,-0.201892527286589,"Young"
"NDUFS6",17.9891315650953,39.2577928949195,21.2686613298243,"Young"
"CS",21.337734756389,11.7529452981976,-9.58478945819132,"Young"
"SEC22B",13.9853224770302,24.4864876975267,10.5011652204966,"Young"
"MTX2",17.2145435083202,20.5185582954625,3.30401478714233,"Young"
"VPS26A",15.2680845187989,15.7138879044404,0.445803385641511,"Young"
"NDUFB1",36.4684054473882,35.3325037259413,-1.13590172144696,"Young"
"PMPCB",22.7623364817292,20.037003975148,-2.72533250658128,"Young"
"NDUFS3",20.0347613615243,30.5126982159045,10.4779368543803,"Young"
"ECI2",19.6648763151874,29.8189269935736,10.1540506783862,"Young"
"BANF1",40.3204369488219,33.8556610446098,-6.4647759042121,"Young"
"CSDE1",22.6339469245248,18.0832745006483,-4.55067242387651,"Young"
"PRKRA",24.902348302303,41.4838534717091,16.5815051694061,"Young"
"LYPLA1",23.6942119552342,25.5598733603786,1.86566140514438,"Young"
