uniprot_id,module,kME,GS,x,y,gene
O00159,blue,0.3278785127455666,-0.09110286722213362,17.453937732075307,-4.076070620414105,MYO1C
O00429,blue,0.563690137076626,-0.14431753178616066,15.890184761311755,-3.9191927208431228,DNM1L
O00442,blue,0.3378612029893034,-0.24047446060986255,17.547253182372536,-3.690262427687972,RTCA
O00748,blue,0.4455142868574171,0.15764181417797235,16.315936916354442,-3.5808085202535667,CES2
O14841,blue,0.7326662487852611,-0.2233960613897335,14.482497982039494,-3.5422140937508586,OPLAH
O15144,blue,0.44646072523740704,-0.4036436556218676,16.70415316048251,-2.9985100644632263,ARPC2
O15382,blue,0.6293388688908307,-0.21587576495977587,15.29128702872564,-3.1123216753300724,BCAT2
O43374,blue,0.34805243377957107,-0.3463305948595102,17.042863173293295,-2.486597349373616,RASA4
O43488,blue,0.7197925113199646,-0.3047654987402372,14.160695444148464,-2.8385909691108955,AKR7A2
O43615,blue,0.7030312399503258,-0.16505435489233725,14.593108096807672,-2.6311644653508823,TIMM44
O43765,blue,0.5675046511581068,-0.3612105404938032,15.682010566522148,-2.242485449536486,SGTA
O43772,blue,0.6697660960781647,-0.06236325844413083,14.704295979719326,-2.3310358315590154,SLC25A20
O43837,blue,0.49043926603088694,0.14727652968204769,15.934300923062242,-1.708732543572097,IDH3B
O60313,blue,0.5909638334974694,-0.16775125085633727,15.040628923551587,-1.8201746583589986,OPA1
O75208,blue,0.6077618920500655,-0.25325389915446783,15.17155406391726,-1.5746544946280934,COQ9
O75390,blue,0.7628367938167266,-0.15009220524932204,13.898212305326226,-1.866476123973813,CS
O75439,blue,0.6436281710536497,-0.508090008719244,14.687377898908636,-1.4306726876960605,PMPCB
O75521,blue,0.7230933872881121,-0.1755360998968435,14.137241478374525,-1.480625711988111,ECI2
O75764,blue,0.407456584768652,-0.5936935819325585,16.319517376371863,-0.271422281565997,TCEA3
O95202,blue,0.7463849556557131,-0.14740637150637098,13.435393670143082,-1.375570502658587,LETM1
O95336,blue,0.48616570982809804,-0.39842466161353673,15.29029283208126,-0.30002041235463794,PGLS
O95870,blue,0.4095508881727645,-0.29883919901126393,16.007054631565218,0.41190979858669774,ABHD16A
O95989,blue,0.3787008233474497,-0.2010727460266156,15.956004902434413,0.5512909736255569,NUDT3
O96011,blue,0.5118334276661758,-0.3049356353719204,14.930566074438044,0.2284312517739533,PEX11B
P00167,blue,0.5352444130601816,-0.1802175128917294,14.572841417117942,0.20340631787936037,CYB5A
