gene,fcm_cluster,fcm_membership,wgcna_module,concordance_quadrant,reversal_quadrant
IGLC3,C1,0.8489150048587224,Pink,Conc. Up,Non-restored (+/+)
CALM1,C4,0.8897702148507168,Green,Conc. Up,Rejuvenation
FDX1,C2,0.9932817366547554,Magenta,Conc. Down,Reversal
COX8A,C2,0.999048823880833,Red,Disc. YDn/OUp,Non-restored (+/+)
ARAF,C1,0.5624320779841411,Turquoise,Disc. YUp/ODn,Reversal
DLAT,C2,0.999910742395513,Magenta,Disc. YUp/ODn,Non-restored (-/-)
COX5B,C2,0.987267227962608,Red,Disc. YDn/OUp,Rejuvenation
MAPT,C3,0.9983824639977884,Brown,Conc. Up,Rejuvenation
PRKAR1A,C1,0.9876485717651056,Yellow,Disc. YUp/ODn,Reversal
ESD,C1,0.997741012586444,Yellow,Conc. Down,Non-restored (-/-)
HSPD1,C2,0.999995956806376,Blue,Conc. Up,Non-restored (+/+)
THRB,C4,0.9999838279571108,Green,Disc. YDn/OUp,Rejuvenation
CLU,C1,0.9982180929166466,Pink,Disc. YUp/ODn,Reversal
MYL2,C4,0.999897662735502,Red,Disc. YDn/OUp,Rejuvenation
HSPA5,C3,0.9999638864662596,Brown,Conc. Up,Rejuvenation
LAMC1,C4,0.9997656429312222,Green,Disc. YDn/OUp,Rejuvenation
MYH3,C4,0.978092842853203,Green,Conc. Down,Non-restored (-/-)
HSPA8,C3,0.997171787819489,Brown,Conc. Up,Rejuvenation
EPB41,C1,0.9996758135431708,Pink,Conc. Up,Non-restored (+/+)
PDHB,C2,0.99835112538783,Magenta,Disc. YUp/ODn,Reversal
DBT,C4,0.62693944741071,Blue,Conc. Down,Reversal
RALA,C2,0.4804439016862806,Red,Conc. Down,Reversal
SPTB,C1,0.9526667214096796,Pink,Conc. Down,Non-restored (-/-)
ACADM,C2,0.9873421949712674,Blue,Conc. Up,Non-restored (+/+)
UBL4A,C3,0.999836678383612,Brown,Disc. YUp/ODn,Non-restored (-/-)
DMD,C1,0.47833301581730886,Turquoise,Conc. Down,Non-restored (-/-)
ADH5,C1,0.988407600385218,Turquoise,Conc. Down,Reversal
COL6A1,C4,0.999659342865698,Green,Disc. YDn/OUp,Rejuvenation
COL6A2,C4,0.9991487355443868,Green,Disc. YDn/OUp,Rejuvenation
COL6A3,C4,0.999784372087093,Green,Disc. YDn/OUp,Rejuvenation
SLC25A4,C2,0.9999807158726898,Blue,Conc. Up,Non-restored (+/+)
SLC25A6,C2,0.995087724053872,Yellow,Conc. Up,Non-restored (+/+)
IMPDH2,C3,0.5887611310132326,Brown,Disc. YDn/OUp,Rejuvenation
CKB,C1,0.9639281427715264,Blue,Conc. Down,Reversal
BCKDHA,C2,0.9629540307798924,Red,Conc. Down,Non-restored (-/-)
ACTN1,C4,0.9999905550059954,Green,Disc. YDn/OUp,Rejuvenation
MYH1,C4,0.999510206062468,Green,Conc. Down,Non-restored (-/-)
MYH7,C4,0.9999980957210736,Green,Disc. YDn/OUp,Rejuvenation
PEPD,C3,0.6980026545208732,Turquoise,Conc. Down,Non-restored (-/-)
XRCC5,C1,0.9024724888741652,Yellow,Conc. Down,Non-restored (-/-)
COX4I1,C2,0.9998770288568564,Red,Conc. Down,Reversal
IFITM1,C1,0.9076669288337011,Blue,Conc. Down,Reversal
LAMP2,C1,0.5806066620644409,Blue,Conc. Down,Reversal
RNH1,C1,0.6542293818637888,Turquoise,Conc. Down,Reversal
MYH8,C4,0.9999990782394956,Green,Disc. YDn/OUp,Rejuvenation
VCAN,C1,0.745719687742174,Turquoise,Disc. YUp/ODn,Non-restored (-/-)
EEF2,C3,0.94921793690138,Brown,Conc. Up,Rejuvenation
KRT10,C1,0.5333885103389495,Red,Disc. YDn/OUp,Rejuvenation
PDIA4,C3,0.731296908052967,Blue,Conc. Up,Non-restored (+/+)
TPT1,C1,0.9454819438515288,Yellow,Conc. Down,Non-restored (-/-)
ALAD,C1,0.8757872806760773,Pink,Conc. Up,Non-restored (+/+)
PLS3,C2,0.7474316764000052,Blue,Disc. YDn/OUp,Non-restored (+/+)
APEH,C1,0.9965117067212564,Yellow,Conc. Up,Non-restored (+/+)
ETFA,C2,0.9999999289994576,Blue,Conc. Down,Reversal
TNNT1,C4,0.9999985303372472,Green,Disc. YDn/OUp,Rejuvenation
GYS1,C3,0.9978083725755492,Brown,Conc. Up,Rejuvenation
PRKAR2A,C1,0.9703942461506138,Yellow,Disc. YUp/ODn,Reversal
ENO3,C1,0.5856529148786952,Turquoise,Conc. Up,Rejuvenation
CD59,C1,0.6620740870138817,Yellow,Disc. YUp/ODn,Reversal
MIF,C3,0.8584116501685664,Pink,Conc. Up,Rejuvenation
CD99,C3,0.9945893024444624,Black,Conc. Up,Rejuvenation
PRKCSH,C1,0.6813235871329434,Yellow,Disc. YUp/ODn,Non-restored (-/-)
COX7A2,C2,0.9995389241459978,Red,Disc. YDn/OUp,Rejuvenation
NID1,C4,0.996661483539628,Green,Disc. YDn/OUp,Rejuvenation
ACYP2,C3,0.992745646494752,Brown,Conc. Up,Rejuvenation
HSP90B1,C3,0.9974294652146324,Brown,Conc. Up,Rejuvenation
IDE,C3,0.855772919928625,Turquoise,Disc. YDn/OUp,Rejuvenation
COX6B1,C2,0.9887540452008104,Red,Disc. YDn/OUp,Non-restored (+/+)
HNRNPL,C4,0.9971417213336916,Yellow,Disc. YDn/OUp,Rejuvenation
DARS1,C3,0.9999712278390988,Brown,Conc. Up,Non-restored (+/+)
JUP,C2,0.9419337846449,Turquoise,Conc. Up,Rejuvenation
UQCRB,C2,0.982208022987716,Red,Disc. YDn/OUp,Rejuvenation
FABP4,C2,0.9075990495911826,Blue,Conc. Down,Reversal
GLUL,C2,0.9985128274888924,Blue,Conc. Down,Reversal
GSPT1,C3,0.7288421222465841,Brown,Conc. Up,Rejuvenation
PGAM2,C1,0.9666462495038876,Turquoise,Conc. Down,Reversal
EZR,C3,0.9997579142619806,Brown,Conc. Up,Rejuvenation
UCHL3,C1,0.9869652227777916,Turquoise,Conc. Up,Rejuvenation
NME1,C1,0.7490326143072118,Pink,Conc. Up,Non-restored (+/+)
RPS2,C4,0.5502896235617127,Yellow,Conc. Up,Rejuvenation
RPA2,C4,0.9992628562479846,Red,Disc. YDn/OUp,Non-restored (+/+)
COX7C,C2,0.999913964222347,Red,Disc. YDn/OUp,Rejuvenation
PFKFB1,C4,0.9397129251401763,Yellow,Disc. YDn/OUp,Rejuvenation
CBR1,C3,0.9995191842624253,Brown,Conc. Up,Rejuvenation
ANK1,C1,0.9995988835513634,Pink,Conc. Up,Non-restored (+/+)
ACADS,C2,0.9999873284766484,Blue,Conc. Down,Reversal
PPP3CB,C1,0.8087790930567256,Turquoise,Conc. Down,Reversal
ATP2A2,C3,0.5814055227592466,Yellow,Conc. Down,Reversal
FAH,C1,0.982428264559372,Pink,Disc. YUp/ODn,Reversal
YBX3,C3,0.9845960550421464,Turquoise,Conc. Down,Non-restored (-/-)
TMEM11,C2,0.9999970236565432,Red,Disc. YDn/OUp,Non-restored (+/+)
GOT1,C2,0.9999896202908256,Blue,Conc. Down,Reversal
CKMT2,C2,0.99999973314806,Blue,Disc. YDn/OUp,Non-restored (+/+)
NDUFB7,C2,0.9963063225277357,Red,Conc. Down,Reversal
PRKACA,C3,0.8800395954490186,Yellow,Conc. Up,Non-restored (+/+)
CAPN2,C3,0.9894002024708344,Brown,Conc. Up,Non-restored (+/+)
DES,C4,0.9999600872570994,Green,Disc. YDn/OUp,Rejuvenation
PFKL,C3,0.5860476651756814,Yellow,Conc. Up,Rejuvenation
LGALS3,C3,0.9961164029205304,Brown,Conc. Up,Non-restored (+/+)
FLT1,C4,0.9996462345081032,Green,Disc. YDn/OUp,Rejuvenation
PSMC3,C1,0.6148441351247557,Yellow,Conc. Up,Rejuvenation
TCP1,C3,0.9999797474755726,Brown,Conc. Up,Rejuvenation
RPL35A,C3,0.8993634851538566,Black,Conc. Down,Non-restored (-/-)
ARF4,C4,0.7893088909409798,Yellow,Disc. YUp/ODn,Non-restored (-/-)
RPL7,C4,0.9996596350674224,Black,Conc. Up,Rejuvenation
VCL,C3,0.9942669853346168,Brown,Conc. Up,Non-restored (+/+)
RPL17,C4,0.9999136808169996,Black,Conc. Up,Rejuvenation
PGAM1,C1,0.9956540657074352,Yellow,Disc. YDn/OUp,Non-restored (+/+)
ATP5PF,C2,0.9995297609288945,Magenta,Conc. Up,Rejuvenation
TSPAN8,C1,0.962412674014556,Green,Conc. Down,Reversal
TNNI1,C4,0.9999970223368468,Green,Disc. YDn/OUp,Rejuvenation
NDUFV2,C2,0.998622271879342,Red,Disc. YDn/OUp,Rejuvenation
TYMP,C1,0.9053905448875472,Turquoise,Conc. Up,Rejuvenation
ATP2B1,C4,0.7606244119376863,Turquoise,Disc. YUp/ODn,Reversal
EIF2S2,C4,0.9352118627147912,Black,Conc. Up,Rejuvenation
TPSB2,C4,0.9688426010435152,Blue,Disc. YDn/OUp,Non-restored (+/+)
BTF3,C1,0.8776277700097685,Yellow,Disc. YUp/ODn,Non-restored (-/-)
PVALB,C1,0.5721295181583053,Green,Conc. Down,Non-restored (-/-)
PSMB1,C1,0.9658650144479528,Brown,Conc. Up,Rejuvenation
COX5A,C2,0.9983368337191544,Red,Disc. YDn/OUp,Non-restored (+/+)
CAPN3,C4,0.620817249048029,Black,Conc. Up,Rejuvenation
CAST,C3,0.9570297553335404,Brown,Conc. Up,Rejuvenation
NEB,C4,0.9996528003182792,Green,Conc. Down,Non-restored (-/-)
ATP6V1B2,C1,0.9893806082481909,Turquoise,Conc. Down,Reversal
CSRP1,C3,0.9949754572700572,Brown,Conc. Up,Rejuvenation
FLNA,C3,0.9981524222173564,Brown,Conc. Up,Rejuvenation
MAOA,C2,0.9998252533797282,Blue,Conc. Down,Reversal
ACO1,C2,0.7792002546502761,Blue,Conc. Down,Reversal
GPD1,C1,0.999674044536135,Green,Conc. Down,Non-restored (-/-)
VDAC1,C2,0.9578864841656516,Red,Conc. Down,Reversal
BGN,C4,0.8919247839689737,Green,Conc. Down,Reversal
RYR1,C1,0.813020046001277,Yellow,Disc. YUp/ODn,Non-restored (-/-)
SDHB,C2,0.9999566240602468,Blue,Disc. YUp/ODn,Reversal
TGM2,C4,0.6461363101549229,Red,Disc. YDn/OUp,Non-restored (+/+)
MMUT,C2,0.9918718946198052,Blue,Conc. Up,Non-restored (+/+)
PCMT1,C4,0.5153158241818866,Yellow,Conc. Down,Reversal
GART,C3,0.9995570172252536,Brown,Conc. Up,Non-restored (+/+)
PAICS,C3,0.9758960318247824,Brown,Conc. Up,Rejuvenation
UBA1,C1,0.9949803992733606,Yellow,Disc. YUp/ODn,Reversal
FDXR,C4,0.9992164602303524,Green,Disc. YDn/OUp,Non-restored (+/+)
HNRNPA2B1,C4,0.901761679453058,Green,Disc. YDn/OUp,Non-restored (+/+)
UQCRC2,C2,0.9999992868363858,Red,Disc. YDn/OUp,Non-restored (+/+)
FECH,C4,0.8296790381140612,Blue,Conc. Up,Non-restored (+/+)
SFPQ,C4,0.9963582087913802,Black,Disc. YDn/OUp,Rejuvenation
S100A1,C1,0.7981106466917157,Brown,Disc. YUp/ODn,Non-restored (-/-)
HRC,C3,0.7832560149585692,Yellow,Conc. Up,Rejuvenation
ME2,C2,0.8430860963929352,Brown,Conc. Up,Rejuvenation
WARS1,C3,0.9415906009152524,Turquoise,Disc. YUp/ODn,Reversal
RPS3,C3,0.9953210799796784,Black,Conc. Up,Rejuvenation
AHCY,C3,0.9988097302000618,Brown,Disc. YUp/ODn,Reversal
CFL1,C1,0.8827828704125826,Yellow,Conc. Up,Non-restored (+/+)
EIF4B,C3,0.6268513490464458,Turquoise,Conc. Down,Reversal
ATP2B4,C1,0.9766268830089694,Yellow,Disc. YUp/ODn,Non-restored (-/-)
CPT2,C2,0.9996898925266252,Blue,Conc. Down,Reversal
LAMA2,C4,0.999969798832296,Green,Disc. YDn/OUp,Rejuvenation
GPT,C2,0.9999902443885844,Blue,Conc. Down,Reversal
COX7A1,C2,0.9864498042970564,Red,Disc. YDn/OUp,Non-restored (+/+)
COX7B,C2,0.9540125698564232,Red,Conc. Down,Reversal
EEF1B2,C3,0.9611866492485834,Brown,Conc. Up,Rejuvenation
ATP5PB,C2,0.9990518179044868,Magenta,Disc. YUp/ODn,Reversal
ACAT1,C2,0.9999971077067634,Blue,Conc. Down,Reversal
AZGP1,C1,0.9916341659268874,Pink,Conc. Down,Reversal
MPST,C1,0.98316602522575125,Blue,Disc. YUp/ODn,Reversal
RPS12,C4,0.6055689893153837,Black,Disc. YDn/OUp,Rejuvenation
DNAJB2,C3,0.8702103939645255,Turquoise,Conc. Down,Reversal
ATP5F1A,C2,0.9999921366507908,Magenta,Conc. Up,Non-restored (+/+)
PSMA1,C1,0.9140671212213516,Brown,Conc. Up,Rejuvenation
PSMA2,C1,0.9994661199549578,Yellow,Conc. Up,Rejuvenation
PSMA3,C3,0.9770206817208924,Brown,Conc. Up,Rejuvenation
PSMA4,C1,0.988070429555388,Yellow,Conc. Up,Rejuvenation
MSN,C3,0.9999467758800836,Brown,Conc. Up,Rejuvenation
RPL13,C4,0.9998390922134872,Black,Conc. Up,Rejuvenation
IVD,C2,0.9989042460482606,Blue,Conc. Down,Reversal
S100A4,C3,0.9987008037060549,Brown,Conc. Up,Non-restored (+/+)
HMGB2,C2,0.844414207945626,Blue,Conc. Down,Reversal
TARS1,C3,0.9882943230937372,Brown,Conc. Up,Rejuvenation
VARS1,C3,0.9999081911024104,Brown,Conc. Up,Non-restored (+/+)
EEF1G,C3,0.7868778301485642,Brown,Conc. Up,Rejuvenation
FKBP2,C4,0.9776911239815328,Red,Conc. Down,Non-restored (-/-)
STOM,C1,0.9994861349411296,Pink,Conc. Down,Reversal
MAOB,C2,0.999989606354859,Blue,Conc. Down,Reversal
YWHAQ,C3,0.9407539212600884,Blue,Conc. Up,Non-restored (+/+)
MAPK3,C4,0.415565570629766,Turquoise,Conc. Down,Non-restored (-/-)
RPL10,C4,0.9999888522281486,Black,Conc. Up,Rejuvenation
APEX1,C4,0.4793177760148968,Blue,Disc. YDn/OUp,Non-restored (+/+)
MAP4,C3,0.9998019899632912,Brown,Conc. Up,Rejuvenation
CANX,C3,0.9945444100636306,Yellow,Conc. Up,Non-restored (+/+)
PSMA5,C1,0.9916016355781906,Yellow,Conc. Up,Rejuvenation
PSMB4,C3,0.6436316181914243,Brown,Conc. Up,Rejuvenation
PSMB6,C1,0.8539107893398011,Yellow,Disc. YUp/ODn,Non-restored (-/-)
PSMB5,C3,0.7247644207384351,Yellow,Disc. YUp/ODn,Reversal
TMOD1,C4,0.9999994799931288,Green,Disc. YDn/OUp,Rejuvenation
NDUFS1,C2,0.9974949062842856,Red,Disc. YDn/OUp,Non-restored (+/+)
MAPK1,C3,0.5123852666000309,Yellow,Conc. Up,Rejuvenation
RBL1,C3,0.6621583498429694,Black,Disc. YDn/OUp,Rejuvenation
LAP3,C2,0.7673883588292045,Blue,Conc. Up,Non-restored (+/+)
CD38,C1,0.9866419816589652,Yellow,Conc. Down,Non-restored (-/-)
EPHA2,C1,0.9956069230189194,Pink,Disc. YUp/ODn,Reversal
TKT,C1,0.8027778981267221,Pink,Conc. Up,Non-restored (+/+)
EEF1D,C3,0.9970893826361644,Yellow,Conc. Up,Rejuvenation
MARCKS,C3,0.999189396408942,Pink,Conc. Up,Non-restored (+/+)
GNA11,C2,0.764429332339794,Turquoise,Conc. Down,Non-restored (-/-)
ERP29,C2,0.8640207165871362,Red,Conc. Up,Non-restored (+/+)
BLVRB,C1,0.9999208629305402,Pink,Conc. Down,Reversal
DDT,C1,0.9966719762901636,Turquoise,Disc. YDn/OUp,Rejuvenation
ATP5F1D,C2,0.9955569715361612,Blue,Disc. YUp/ODn,Reversal
RPL12,C4,0.9912111353612956,Black,Conc. Up,Rejuvenation
ECHS1,C2,0.9999916850963356,Blue,Conc. Up,Non-restored (+/+)
CMPK1,C3,0.6920099159552218,Turquoise,Conc. Down,Non-restored (-/-)
PEBP1,C1,0.9955010607649816,Pink,Conc. Down,Reversal
PDIA3,C1,0.8954937460851331,Brown,Conc. Up,Rejuvenation
PPP2R1A,C3,0.9995213056149356,Brown,Conc. Up,Non-restored (+/+)
PPIF,C2,0.9999999719570152,Blue,Disc. YDn/OUp,Non-restored (+/+)
NMT1,C4,0.6292634073715438,Black,Conc. Down,Non-restored (-/-)
ADSS2,C1,0.9725107794388635,Yellow,Disc. YDn/OUp,Rejuvenation
LRPAP1,C1,0.970125342434066,Blue,Conc. Down,Reversal
TSPO,C2,0.9703102696234742,Yellow,Conc. Up,Non-restored (+/+)
ADSL,C1,0.9999265359048782,Green,Conc. Down,Non-restored (-/-)
CLIP1,C3,0.992962452302676,Brown,Disc. YUp/ODn,Non-restored (-/-)
ALDH1B1,C3,0.9993049704633477,Brown,Conc. Up,Rejuvenation
SDHA,C2,0.9996437317624848,Blue,Disc. YUp/ODn,Reversal
CASQ1,C1,0.9295824543179052,Yellow,Conc. Up,Rejuvenation
DNAJA1,C3,0.998091306994592,Brown,Conc. Up,Non-restored (+/+)
AKT2,C3,0.9966936846882948,Turquoise,Conc. Up,Rejuvenation
UQCRC1,C2,0.9999337410122756,Red,Disc. YDn/OUp,Non-restored (+/+)
HIBADH,C2,0.9981160511556556,Blue,Disc. YDn/OUp,Non-restored (+/+)
ATIC,C3,0.9851411990786152,Brown,Conc. Up,Rejuvenation
HNRNPH1,C2,0.5466773699488675,Red,Disc. YDn/OUp,Non-restored (+/+)
YWHAB,C3,0.99578743836434,Brown,Conc. Up,Non-restored (+/+)
S100A11,C3,0.9996724110165148,Brown,Conc. Up,Non-restored (+/+)
PRDX2,C1,0.9909098586966434,Pink,Conc. Up,Non-restored (+/+)
GBP2,C3,0.9999822266765156,Turquoise,Disc. YUp/ODn,Non-restored (-/-)
ACSL1,C2,0.9999959269473028,Blue,Disc. YUp/ODn,Reversal
MCM5,C1,0.9317542130535704,Pink,Conc. Up,Non-restored (+/+)
SHMT1,C1,0.9988929043467586,Yellow,Conc. Down,Reversal
SHMT2,C2,0.9999801869876792,Magenta,Conc. Up,Non-restored (+/+)
HSPA4,C3,0.998995979470822,Brown,Conc. Up,Non-restored (+/+)
MPI,C1,0.978543957490732,Green,Conc. Down,Non-restored (-/-)
PFN2,C3,0.9997792257262068,Brown,Conc. Up,Rejuvenation
CTNNA1,C2,0.9973817081778886,Magenta,Disc. YDn/OUp,Rejuvenation
RDX,C1,0.9721297867873638,Yellow,Conc. Down,Reversal
RPL22,C4,0.9961655698749596,Black,Disc. YDn/OUp,Rejuvenation
SPR,C2,0.9894946520577852,Blue,Conc. Down,Reversal
THBS4,C3,0.986346028555132,Brown,Disc. YDn/OUp,Rejuvenation
FBN1,C4,0.9869059107433216,Green,Conc. Down,Reversal
AGL,C1,0.952962887695942,Green,Conc. Up,Rejuvenation
MYH9,C4,0.5138192224044951,Pink,Conc. Up,Rejuvenation
COPB2,C3,0.989081092791318,Brown,Conc. Up,Rejuvenation
ACTN2,C4,0.9999914802396902,Green,Disc. YDn/OUp,Rejuvenation
ADD1,C2,0.5289330793385278,Yellow,Conc. Up,Non-restored (+/+)
FUS,C4,0.9884799868675817,Black,Disc. YDn/OUp,Rejuvenation
DEK,C4,0.999775865639806,Green,Conc. Down,Non-restored (-/-)
GLRX,C1,0.9971209041002136,Green,Conc. Down,Non-restored (-/-)
PPM1A,C3,0.5616799118647902,Pink,Conc. Up,Non-restored (+/+)
KRT2,C1,0.5207074318864137,Turquoise,Disc. YDn/OUp,Rejuvenation
HMGCL,C2,0.9999860511762568,Blue,Conc. Up,Non-restored (+/+)
PSMC2,C3,0.9996141282798284,Brown,Conc. Up,Rejuvenation
MAP2K2,C1,0.8311447719555842,Pink,Conc. Down,Reversal
ATP5F1C,C2,0.999944711530499,Magenta,Conc. Up,Non-restored (+/+)
ATP6V1E1,C1,0.6691664699371093,Turquoise,Conc. Down,Non-restored (-/-)
RPL4,C4,0.9987343005150304,Black,Conc. Up,Rejuvenation
LONP1,C2,0.999996582427994,Blue,Conc. Down,Reversal
PPP1CC,C4,0.995348875918294,Blue,Conc. Down,Non-restored (-/-)
SERPINF1,C3,0.7036724074142583,Pink,Disc. YDn/OUp,Rejuvenation
DLST,C2,0.999988844889904,Blue,Disc. YDn/OUp,Non-restored (+/+)
GMPR,C1,0.9973025773085942,Yellow,Disc. YUp/ODn,Reversal
SRP14,C4,0.8516919306669165,Yellow,Disc. YUp/ODn,Reversal
TALDO1,C1,0.992457839140076,Pink,Conc. Down,Reversal
SNCA,C1,0.9993930249166916,Pink,Conc. Up,Non-restored (+/+)
ETFB,C2,0.9999999747812928,Blue,Conc. Down,Reversal
ATP6V1A,C1,0.9876233018490448,Yellow,Conc. Up,Non-restored (+/+)
HSPA9,C2,0.9986825315182836,Blue,Conc. Up,Non-restored (+/+)
RPS19,C4,0.6911754457533732,Black,Conc. Up,Rejuvenation
RPL3,C4,0.6325690223308854,Black,Disc. YUp/ODn,Non-restored (-/-)
COL15A1,C4,0.9962443538385548,Green,Disc. YDn/OUp,Rejuvenation
COL18A1,C1,0.5506913321545625,Green,Conc. Down,Reversal
DDOST,C3,0.9864084788181956,Brown,Conc. Down,Non-restored (-/-)
ANP32A,C1,0.4533936980842983,Turquoise,Conc. Up,Rejuvenation
CAPG,C3,0.98876347001146,Brown,Conc. Up,Rejuvenation
CAP2,C4,0.9997432636929112,Red,Disc. YDn/OUp,Non-restored (+/+)
CCT6A,C3,0.9914316143143588,Brown,Conc. Up,Non-restored (+/+)
RPL13A,C4,0.9990534900353248,Black,Conc. Up,Rejuvenation
MDH1,C1,0.6160052460141345,Blue,Conc. Down,Reversal
MDH2,C2,0.9999982790239642,Blue,Conc. Up,Non-restored (+/+)
HADHA,C2,0.9998649713288652,Blue,Disc. YUp/ODn,Reversal
EIF2S3,C3,0.9999170037986252,Brown,Disc. YUp/ODn,Non-restored (-/-)
NAA10,C3,0.9592804604282672,Brown,Conc. Up,Rejuvenation
PPP1R2,C1,0.983598400207412,Pink,Conc. Down,Reversal
GARS1,C4,0.5219793144119511,Yellow,Disc. YUp/ODn,Reversal
IARS1,C3,0.7159161423914591,Brown,Disc. YDn/OUp,Rejuvenation
EIF1,C4,0.9494525644355226,Yellow,Disc. YUp/ODn,Reversal
ECI1,C2,0.9999839308724616,Blue,Conc. Down,Reversal
TMPO,C1,0.6423328159255968,Red,Conc. Down,Reversal
AKR1C3,C3,0.9999720564157124,Brown,Conc. Up,Non-restored (+/+)
RPS27,C3,0.9044044909255452,Brown,Conc. Up,Rejuvenation
LRPPRC,C2,0.9997133623120864,Magenta,Conc. Up,Rejuvenation
ACAA2,C2,0.9999992255878756,Blue,Conc. Down,Reversal
RPL35,C4,0.9972274036844312,Black,Disc. YDn/OUp,Rejuvenation
PAFAH1B1,C3,0.9597949353197232,Yellow,Disc. YUp/ODn,Non-restored (-/-)
CRAT,C2,0.9999999394246754,Blue,Conc. Down,Reversal
NAMPT,C2,0.999447549839942,Turquoise,Conc. Up,Rejuvenation
PSMC4,C3,0.9995112047842856,Brown,Conc. Up,Rejuvenation
TSFM,C2,0.9996311467000488,Blue,Conc. Up,Non-restored (+/+)
TNNT3,C4,0.9999977593445042,Green,Disc. YDn/OUp,Rejuvenation
ASPA,C2,0.999955092817158,Blue,Disc. YDn/OUp,Non-restored (+/+)
PPIC,C4,0.5054506122704038,Green,Conc. Down,Non-restored (-/-)
VDAC2,C2,0.9791206222258364,Red,Disc. YDn/OUp,Non-restored (+/+)
ACADSB,C2,0.9999969336842432,Blue,Conc. Down,Reversal
USP5,C3,0.9988709772066924,Brown,Conc. Up,Rejuvenation
MAP2K4,C2,0.5114033609581207,Turquoise,Disc. YDn/OUp,Rejuvenation
PHKA2,C2,0.6217630664675614,Green,Conc. Up,Rejuvenation
PHKA1,C1,0.7924641672937248,Yellow,Conc. Up,Rejuvenation
CRKL,C4,0.9598932280183868,Turquoise,Conc. Down,Non-restored (-/-)
BAG6,C3,0.8629495039583023,Turquoise,Disc. YUp/ODn,Non-restored (-/-)
RPL27A,C4,0.8748042896852061,Black,Disc. YUp/ODn,Non-restored (-/-)
RPL5,C4,0.9998292073434448,Black,Disc. YDn/OUp,Rejuvenation
RPL28,C4,0.997546969744817,Black,Conc. Up,Rejuvenation
RPS9,C3,0.9980289263245438,Black,Conc. Up,Rejuvenation
RPS5,C4,0.892709024243295,Black,Disc. YDn/OUp,Rejuvenation
RPS10,C1,0.541842964716925,Turquoise,Disc. YDn/OUp,Rejuvenation
UTRN,C1,0.9330140919350568,Turquoise,Conc. Down,Non-restored (-/-)
GYG1,C3,0.9494865617513394,Brown,Disc. YUp/ODn,Non-restored (-/-)
STT3A,C1,0.8198903140346311,Turquoise,Disc. YUp/ODn,Non-restored (-/-)
CAPZA2,C4,0.9996787147860612,Green,Disc. YDn/OUp,Rejuvenation
CAPZB,C4,0.9999499330208386,Green,Disc. YDn/OUp,Rejuvenation
EIF1AX,C3,0.985838377028188,Black,Conc. Up,Non-restored (+/+)
QARS1,C2,0.977387988203544,Magenta,Conc. Up,Rejuvenation
RPL29,C4,0.9983892294674386,Black,Conc. Up,Rejuvenation
UQCRFS1,C2,0.9999948672046312,Red,Disc. YDn/OUp,Rejuvenation
ATP5PO,C2,0.999993904275818,Magenta,Conc. Up,Non-restored (+/+)
LIMS1,C1,0.6182255618659922,Blue,Disc. YDn/OUp,Non-restored (+/+)
PREP,C1,0.9997287730223348,Green,Conc. Down,Non-restored (-/-)
ME1,C1,0.9909786836363575,Turquoise,Conc. Down,Non-restored (-/-)
PIP4K2A,C1,0.997802624566395,Turquoise,Conc. Down,Reversal
ARCN1,C3,0.9999743213191052,Turquoise,Disc. YUp/ODn,Reversal
LSS,C2,0.9575252038005996,Blue,Disc. YUp/ODn,Reversal
GCLM,C1,0.9935138387965116,Green,Disc. YDn/OUp,Rejuvenation
CD151,C3,0.9632511590606164,Brown,Disc. YUp/ODn,Non-restored (-/-)
PSMD8,C3,0.9992975639592292,Brown,Conc. Up,Rejuvenation
GSS,C3,0.9913816621640364,Turquoise,Conc. Down,Reversal
CCT5,C3,0.9999632991946588,Brown,Conc. Up,Rejuvenation
NES,C3,0.999392544112942,Brown,Disc. YUp/ODn,Non-restored (-/-)
IDH2,C2,0.9999999208983352,Blue,Conc. Up,Non-restored (+/+)
TNNI2,C4,0.999991812789324,Green,Disc. YDn/OUp,Rejuvenation
PXN,C3,0.8373732890699341,Turquoise,Conc. Up,Non-restored (+/+)
ALDH9A1,C1,0.9503938144031688,Pink,Conc. Down,Reversal
RPL34,C4,0.9886453016769616,Green,Disc. YUp/ODn,Non-restored (-/-)
LMAN1,C1,0.9843588446741792,Yellow,Conc. Up,Rejuvenation
CCT3,C3,0.9998385149250762,Brown,Conc. Up,Rejuvenation
MRPL19,C2,0.9994258480055632,Blue,Conc. Up,Non-restored (+/+)
TUFM,C2,0.9999736133269828,Blue,Conc. Up,Non-restored (+/+)
ALDH7A1,C2,0.932702524152196,Blue,Conc. Down,Reversal
CDC34,C1,0.9947228881557346,Pink,Disc. YUp/ODn,Reversal
CARS1,C1,0.5022703454708749,Brown,Conc. Up,Rejuvenation
SARS1,C3,0.9994035831842996,Brown,Conc. Up,Rejuvenation
PSMB3,C1,0.983723115647327,Yellow,Conc. Up,Rejuvenation
ACADVL,C2,0.9999956715376392,Blue,Conc. Down,Reversal
ACOT2,C2,0.9999558418981656,Blue,Conc. Down,Reversal
TMED10,C1,0.9981132336585904,Green,Conc. Down,Non-restored (-/-)
HINT1,C1,0.9988728766680576,Yellow,Disc. YUp/ODn,Non-restored (-/-)
NDUFV1,C2,0.9977966484050914,Red,Conc. Down,Non-restored (-/-)
