ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,ONTOLOGY,module,database
GO:0016054,organic acid catabolic process,52/288,83/2061,0.6265060240963856,4.4834337349397595,13.052958048743616,6.631009116056408e-26,6.219886550860911e-23,6.055158324398878e-23,BCAT2/ECI2/MLYCD/GLUD1/GOT2/PCCA/PCCB/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/CPT2/GPT/ACAT1/MPST/IVD/ECHS1/HIBADH/HMGCL/DLST/ETFB/HADHA/ECI1/ACAA2/CRAT/ACADSB/ACADVL/ALDH5A1/SLC16A1/HADHB/PLIN5/ALDH6A1/ECH1/AUH/ADIPOQ/ETFDH/DECR1/TST/HADH/HIBCH/DCXR/ECHDC2/ADHFE1/CPT1B/GCDH/MCEE/MCCC1/MCCC2/NAGK/ACAD8,52,BP,blue,GO:BP
GO:0046395,carboxylic acid catabolic process,52/288,83/2061,0.6265060240963856,4.4834337349397595,13.052958048743616,6.631009116056408e-26,6.219886550860911e-23,6.055158324398878e-23,BCAT2/ECI2/MLYCD/GLUD1/GOT2/PCCA/PCCB/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/CPT2/GPT/ACAT1/MPST/IVD/ECHS1/HIBADH/HMGCL/DLST/ETFB/HADHA/ECI1/ACAA2/CRAT/ACADSB/ACADVL/ALDH5A1/SLC16A1/HADHB/PLIN5/ALDH6A1/ECH1/AUH/ADIPOQ/ETFDH/DECR1/TST/HADH/HIBCH/DCXR/ECHDC2/ADHFE1/CPT1B/GCDH/MCEE/MCCC1/MCCC2/NAGK/ACAD8,52,BP,blue,GO:BP
GO:0044248,cellular catabolic process,54/288,95/2061,0.5684210526315789,4.067763157894737,12.33580113931745,6.119129821275266e-24,2.8875193729360833e-21,2.811045961196333e-21,BCAT2/ECI2/MLYCD/GLUD1/GOT2/PCCA/PCCB/DBT/ACADM/ETFA/GLUL/ACADS/GOT1/CPT2/GPT/ACAT1/MPST/IVD/ECHS1/HIBADH/HMGCL/DLST/ETFB/HADHA/ECI1/ACAA2/CRAT/ACADSB/ACADVL/ALDH5A1/SUCLG1/SLC16A1/HADHB/PLIN5/ALDH6A1/ECH1/AUH/ADIPOQ/ETFDH/DECR1/TST/HADH/HIBCH/DCXR/ECHDC2/ADHFE1/CPT1B/GCDH/MCEE/MCCC1/MCCC2/SUCLA2/NAGK/ACAD8,54,BP,blue,GO:BP
GO:0007017,microtubule-based process,40/262,130/2061,0.3076923076923077,2.4204345273047565,6.383670080918427,1.5256618006190232e-8,1.4507933453877662e-5,1.3890364683163165e-5,DCTN6/BAG3/CRYAB/HSPB1/TUBB/UCHL1/HSPA1A/MAPT/EZR/FLNA/MAP4/PPP2R1A/CLIP1/DNAJA1/PRKAA2/VCP/RAN/TUBA1B/TUBA4A/TUBB4B/CLTC/KLC1/DYNC1I2/DCTN2/TUBB2A/DYNC1H1/KPNB1/MAPRE1/DDB1/KTN1/TBCB/TUBB6/TPPP3/SLK/CLIP2/MAPRE3/NUDC/MEMO1/SBDS/DYNC1LI1,40,BP,brown,GO:BP
GO:0000226,microtubule cytoskeleton organization,32/262,92/2061,0.34782608695652173,2.736143378692333,6.5001790276804225,1.8627330155945096e-8,1.4507933453877662e-5,1.3890364683163165e-5,DCTN6/CRYAB/TUBB/HSPA1A/MAPT/EZR/FLNA/MAP4/PPP2R1A/CLIP1/PRKAA2/VCP/RAN/TUBA1B/TUBA4A/TUBB4B/CLTC/DCTN2/TUBB2A/DYNC1H1/KPNB1/MAPRE1/DDB1/TBCB/TUBB6/TPPP3/SLK/CLIP2/MAPRE3/NUDC/SBDS/DYNC1LI1,32,BP,brown,GO:BP
GO:0006457,protein folding,31/262,88/2061,0.3522727272727273,2.7711224843858435,6.478807318118802,2.2492920083531262e-8,1.4507933453877662e-5,1.3890364683163165e-5,HSPB6/DNAJA2/BAG3/CRYAB/HSPB1/P4HB/HSP90AA1/HSP90AB1/HSPA1A/HSPA5/HSPA8/HSP90B1/TCP1/PDIA3/DNAJA1/HSPA4/CCT6A/CCT5/CCT3/CCT8/CCT4/HSPA2/CCT2/HSPB2/TXNDC5/DNAJA4/ERO1A/TBCB/CCT7/NUDC/HYOU1,31,BP,brown,GO:BP
GO:0036211,protein modification process,81/319,327/2061,0.24770642201834864,1.6003853786201143,5.063890584670119,1.0715318322939212e-6,0.00221485629735153,0.00221485629735153,FXYD1/EEF2K/MAPK13/TPPP/EPM2A/LYPLA2/OXSR1/BAG2/F13A1/FN1/TFRC/DBI/ARAF/DMD/UCHL3/PPP3CB/WARS1/DNAJB2/MAPK3/AKT2/KRT2/CRKL/BAG6/STT3A/METAP2/UBE2D1/RPS6KA3/NPEPPS/UBE2D3/UBE2M/UBE2N/PKIA/UFM1/RPS7/UBE2G1/SNRPD3/RAP1A/SKP1/EIF4G1/PRKCQ/ILF3/GPS1/PRKAA1/PAK1/UBE2V1/SNTA1/NAE1/CUL2/MOGS/BLMH/TRIM25/STK38/UBE3C/MYLK/UBE2V2/FAM98B/COPS6/COPS5/USP13/UBE2F/CHP1/MACROD1/WDR77/HINT2/NAA15/ASPSCR1/UBE2O/TOLLIP/MYLK2/UBE2Z/COPS7B/HHATL/UGGT1/RNF181/DPM3/SAE1/TBC1D24/UBQLN1/SNX6/ARIH1/PPME1,81,BP,turquoise,GO:BP
GO:0043412,macromolecule modification,81/319,337/2061,0.2403560830860534,1.5528961982456302,4.747826058818826,4.147229369144531e-6,0.00428616155301087,0.00428616155301087,FXYD1/EEF2K/MAPK13/TPPP/EPM2A/LYPLA2/OXSR1/BAG2/F13A1/FN1/TFRC/DBI/ARAF/DMD/UCHL3/PPP3CB/WARS1/DNAJB2/MAPK3/AKT2/KRT2/CRKL/BAG6/STT3A/METAP2/UBE2D1/RPS6KA3/NPEPPS/UBE2D3/UBE2M/UBE2N/PKIA/UFM1/RPS7/UBE2G1/SNRPD3/RAP1A/SKP1/EIF4G1/PRKCQ/ILF3/GPS1/PRKAA1/PAK1/UBE2V1/SNTA1/NAE1/CUL2/MOGS/BLMH/TRIM25/STK38/UBE3C/MYLK/UBE2V2/FAM98B/COPS6/COPS5/USP13/UBE2F/CHP1/MACROD1/WDR77/HINT2/NAA15/ASPSCR1/UBE2O/TOLLIP/MYLK2/UBE2Z/COPS7B/HHATL/UGGT1/RNF181/DPM3/SAE1/TBC1D24/UBQLN1/SNX6/ARIH1/PPME1,81,BP,turquoise,GO:BP
GO:0032446,protein modification by small protein conjugation,34/319,113/2061,0.3008849557522124,1.9439620495464256,4.415746734037923,3.977019045565211e-5,0.0274016612239443,0.0274016612239443,EPM2A/BAG2/UCHL3/DNAJB2/UBE2D1/NPEPPS/UBE2D3/UBE2M/UBE2N/UFM1/RPS7/UBE2G1/SKP1/GPS1/UBE2V1/NAE1/CUL2/BLMH/TRIM25/UBE3C/UBE2V2/COPS6/COPS5/UBE2F/CHP1/WDR77/UBE2O/TOLLIP/UBE2Z/COPS7B/RNF181/SAE1/UBQLN1/ARIH1,34,BP,turquoise,GO:BP
GO:0061061,muscle structure development,49/168,158/2061,0.310126582278481,3.804588607594937,10.926756347280302,8.694586521946669e-19,1.4267816482514486e-15,1.3417119832814546e-15,TCAP/ACTN4/SVIL/COL3A1/LMNA/MYL3/TPM1/LAMC1/MYH3/COL6A1/COL6A3/ACTN1/MYH7/TNNT1/NID1/DES/TNNI1/NEB/LAMA2/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/LAMB2/MYL6/ACTB/TNNC1/ACTA1/H3-3A/MYBPC1/ACTN3/PPP3CA/LMOD3/ITGA7/CACNA1S/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/SMYD1/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/PDLIM7/TMOD4,49,BP,green,GO:BP
GO:0042692,muscle cell differentiation,37/168,102/2061,0.3627450980392157,4.450105042016807,10.644570183317388,1.1442309735285666e-16,9.388415137801889e-14,8.828645301015151e-14,TCAP/ACTN4/LMNA/TPM1/LAMC1/MYH3/COL6A1/ACTN1/TNNT1/NID1/NEB/LAMA2/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/LAMB2/ACTA1/H3-3A/MYBPC1/ACTN3/PPP3CA/LMOD3/CACNA1S/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/SMYD1/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,37,BP,green,GO:BP
GO:0055001,muscle cell development,31/168,75/2061,0.4133333333333334,5.070714285714286,10.69607833657564,6.541075531522573e-16,3.575924604728905e-13,3.362715590963518e-13,TCAP/ACTN4/LMNA/TPM1/MYH3/COL6A1/ACTN1/TNNT1/NEB/TMOD1/ACTN2/TNNT3/MYOM1/MYOM2/ACTA1/MYBPC1/ACTN3/PPP3CA/LMOD3/CACNA1S/MYBPC2/PLEC/OBSCN/MYOM3/LMOD2/TTN/PDLIM5/SYNPO2L/MYOZ1/MYOZ2/TMOD4,31,BP,green,GO:BP
GO:0002181,cytoplasmic translation,69/138,116/2061,0.5948275862068966,8.883620689655174,23.408760787571676,4.0040201740750344e-58,5.557580001616147e-55,5.310595178246888e-55,EIF3F/EIF3D/EIF3H/SYNCRIP/CSDE1/RPLP1/RPLP2/RPLP0/RPS17/RPSA/RPL35A/RPL7/RPL17/EIF2S2/RPS3/RPS12/RPL13/RPL10/RPL12/RPL22/RPL4/RPS19/RPL3/RPL13A/RPL35/RPL27A/RPL5/RPL28/RPS9/RPS5/RPL29/RPL14/EIF3B/EIF3E/RPS20/RPS3A/RPL26/RPL15/RPL37A/RPS8/RPS15A/RPS16/RPS14/RPS18/RPL7A/RPS4X/RPL23A/RPS6/RPL23/RPS15/RPS25/RPL30/RPL31/RPL10A/RPL32/RPL11/RPL8/RPS21/RACK1/YBX1/RPL24/RPL19/RPL18A/RPL6/RPL18/EIF3I/EIF3A/EIF2B3/RPL36,69,BP,black,GO:BP
GO:0006412,translation,86/138,247/2061,0.3481781376518219,5.1999647949304695,18.843388256607746,6.881719582666648e-50,4.775913390370654e-47,4.563666670610515e-47,EIF3F/DDX3X/EIF3D/EIF3H/SYNCRIP/CSDE1/EIF2S1/RPLP1/RPLP2/RPLP0/NPM1/RPS17/RPSA/RPL35A/RPL7/RPL17/EIF2S2/RPS3/RPS12/RPL13/RPL10/RPL12/RPL22/RPL4/RPS19/RPL3/RPL13A/RPL35/RPL27A/RPL5/RPL28/RPS9/RPS5/EIF1AX/RPL29/RPL14/FXR1/EIF3B/EIF3E/RPS20/RPS3A/RPL26/RPL15/RPL37A/RPS8/RPS15A/RPS16/RPS14/RPS18/RPL7A/RPS4X/RPL23A/RPS6/RPL23/RPS15/RPS25/RPL30/RPL31/RPL10A/RPL32/RPL11/RPL8/RPS21/RACK1/YBX1/CSNK2A1/EIF4G2/RPL24/RPL19/PURA/RPL18A/RPL6/RPL18/EIF3I/EIF3A/CAPRIN1/SERBP1/ABCF1/RPL3L/RPL36AL/DDRGK1/PURB/PELO/EIF2B3/PA2G4/RPL36,86,BP,black,GO:BP
GO:0022613,ribonucleoprotein complex biogenesis,41/138,98/2061,0.41836734693877553,6.2482253771073655,14.257680428052556,6.187728981792494e-25,2.8628559422426607e-22,2.7356275498451025e-22,EIF3F/DDX3X/EIF3D/EIF3H/PRKRA/RPLP0/NPM1/RPS17/RPSA/RPL35A/RPL7/EIF2S2/RPS12/RPS19/RPL13A/RPL35/RPL5/RPS9/RPS5/EIF1AX/RPL14/EIF3B/EIF3E/RPS3A/RPL26/RPS8/RPS15A/RPS16/RPS14/RPL7A/RPS4X/RPS6/RPS15/RPS25/RPL11/RPS21/RPL24/SRSF1/EIF3I/EIF3A/PA2G4,41,BP,black,GO:BP
GO:0016064,immunoglobulin mediated immune response,11/92,16/2061,0.6875,15.40149456521739,12.497569650261946,2.8083216831200008e-12,2.18908675199204e-9,1.958434857965264e-9,C3/IGHV3-7/IGKC/IGHG1/IGHG2/IGHG3/IGHA1/SERPING1/IGLC2/IGLC3/CLU,11,BP,pink,GO:BP
GO:0019724,B cell mediated immunity,11/92,16/2061,0.6875,15.40149456521739,12.497569650261946,2.8083216831200008e-12,2.18908675199204e-9,1.958434857965264e-9,C3/IGHV3-7/IGKC/IGHG1/IGHG2/IGHG3/IGHA1/SERPING1/IGLC2/IGLC3/CLU,11,BP,pink,GO:BP
GO:0006956,complement activation,10/92,13/2061,0.7692307692307693,17.232441471571907,12.68805964156794,4.949697364266026e-12,2.572192730296911e-9,2.301175090404381e-9,CFB/A2M/C3/IGHG1/IGHG2/IGHG3/IGHA1/SERPING1/CFH/CLU,10,BP,pink,GO:BP
