pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,quadrant,pathway_label,ID,p.adjust,GeneRatio,geneID
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,1.9321787247292055e-10,2.886675014745433e-7,1.8622055910191504,72,126,,GO:BP,3.2628538417099944,Reversed (Aging Up / Training Down),Small Molecule Catabolic Process,GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,2.886675014745433e-7,72/649,AASDHPPT/ACAA1/ACAA2/ACADS/ACADSB/ACADVL/ACAT1/ACSS1/ACSS2/ADH5/ADHFE1/ADIPOQ/AKR1A1/ALDH1L1/ALDH2/ALDH4A1/ALDH5A1/ALDH6A1/APOE/BCAT2/BCL2L13/CPT1B/CPT2/CRAT/DBT/DCXR/DLD/ECH1/ECHDC2/ECI1/ECI2/ETFA/ETFB/ETFDH/FAH/GALK1/GCDH/GCSH/GLUL/GNPDA1/GOT1/GPD2/GPT/GPT2/GSK3A/HADH/HADHA/HADHB/HAGH/HSD17B10/IVD/LDHD/MCCC1/MCCC2/MCEE/MLYCD/MPST/MTAP/NUDT3/OXCT1/PARK7/PCCA/PDXP/PGAM2/PGM1/PLIN5/RIDA/SHMT1/SULT1A1/TIGAR/TKFC/TST
GOBP_LIPID_OXIDATION,1.1313309151330931e-7,5.6340279573628035e-5,2.3780868696122934,27,37,,GO:BP,6.3202572347266885,Reversed (Aging Up / Training Down),Lipid Oxidation,GOBP_LIPID_OXIDATION,5.6340279573628035e-5,27/649,ACAA1/ACAA2/ACADS/ACADVL/ACAT1/ADH5/ADIPOQ/APOD/CPT1B/CPT2/CRAT/ECH1/ECHDC2/ECI1/ECI2/ETFA/ETFB/ETFDH/FABP3/GCDH/HADH/HADHA/HADHB/HSD17B10/IVD/MLYCD/PLIN5
GOBP_LIPID_CATABOLIC_PROCESS,4.865629194996327e-7,1.4538500034649027e-4,2.0096302003081665,37,60,,GO:BP,3.7930520034100597,Reversed (Aging Up / Training Down),Lipid Catabolic Process,GOBP_LIPID_CATABOLIC_PROCESS,1.4538500034649027e-4,37/649,ABHD16A/ACAA1/ACAA2/ACADS/ACADVL/ACAT1/ADIPOQ/APOC2/APOE/ASAH1/BCO2/CPT1B/CPT2/CRAT/ECH1/ECHDC2/ECI1/ECI2/ETFA/ETFB/ETFDH/GCDH/HADH/HADHA/HADHB/HSD17B10/IDH1/IVD/MCEE/MLYCD/OXCT1/PAFAH1B3/PCCA/PLIN5/PRDX6/RAB7A/SCARB2
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,1.1099169426162304e-6,2.3688798746694973e-4,2.1253433375762043,30,46,,GO:BP,4.392164781906301,Reversed (Aging Up / Training Down),Monocarboxylic Acid Catabolic Process,GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,2.3688798746694973e-4,30/649,ACAA1/ACAA2/ACADS/ACADVL/ACAT1/ADIPOQ/AKR1A1/CPT1B/CPT2/CRAT/DCXR/ECH1/ECHDC2/ECI1/ECI2/ETFA/ETFB/ETFDH/FAH/GCDH/HADH/HADHA/HADHB/HSD17B10/IVD/LDHD/MCEE/MLYCD/PCCA/PLIN5
HALLMARK_XENOBIOTIC_METABOLISM,7.37097748358648e-6,0.0010352046856193153,1.9103660804420592,34,58,,Hallmark,3.321680216802168,Reversed (Aging Up / Training Down),Xenobiotic Metabolism,HALLMARK_XENOBIOTIC_METABOLISM,0.0010352046856193153,34/649,ACO2/ADH5/AHCY/ALDH2/ALDH9A1/APOE/ATP2A2/BLVRB/CA2/CAT/CNDP2/CYB5A/DCXR/DDAH2/ECH1/EPHA2/ETFDH/FAH/FBLN1/FBP1/GSS/GSTO1/IDH1/KARS1/LONP1/MAOA/MCCC2/MT2A/MTHFD1/PGD/PGRMC1/PTGES3/RBP4/TKFC
GOBP_FATTY_ACID_METABOLIC_PROCESS,7.6219889838102205e-6,0.0010352046856193153,1.6607650823752518,53,104,,GO:BP,2.4672654296617975,Reversed (Aging Up / Training Down),Fatty Acid Metabolic Process,GOBP_FATTY_ACID_METABOLIC_PROCESS,0.0010352046856193153,53/649,ACAA1/ACAA2/ACAD9/ACADS/ACADSB/ACADVL/ACAT1/ACOT2/ACSF2/ACSL1/ACSS1/ACSS2/ADH5/ADIPOQ/AKR1B1/ALDH3A2/APOC2/ASAH1/C3/CBR4/CPT1B/CPT2/CRAT/DBI/ECH1/ECHDC2/ECHDC3/ECI1/ECI2/ETFA/ETFB/ETFDH/FABP3/FABP5/GCDH/GPX1/GSTP1/HADH/HADHA/HADHB/HSD17B10/HSD17B8/IVD/MCEE/MECR/MLYCD/PCCA/PDK1/PLAA/PLIN5/PTGES3/SLC27A1/UBR4
HALLMARK_ADIPOGENESIS,7.501126110251616e-6,0.0010352046856193153,1.6443787902348002,55,109,,Hallmark,2.421124828532236,Reversed (Aging Up / Training Down),Adipogenesis,HALLMARK_ADIPOGENESIS,0.0010352046856193153,55/649,ACAA2/ACADS/ACO2/ADIPOQ/AK2/ALDH2/ALDOA/APOE/ARAF/BCL2L13/C3/CAT/CAVIN1/CAVIN2/CMBL/COQ3/COQ5/COQ9/COX7B/CPT2/CRAT/CS/DBT/DLD/ECH1/ETFB/FABP4/FAH/GPD2/GPHN/GPX3/HADH/IDH1/IMMT/ITGA7/MCCC1/NDUFA5/NDUFB7/NDUFS3/ORM1/PGM1/PLIN2/PPM1B/PREB/SAMM50/SDHB/SLC27A1/SOD1/STOM/SUCLG1/SULT1A1/TALDO1/TST/UBQLN1/YWHAG
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,1.8644167736312724e-5,0.002321198883170934,1.7325583663279436,42,79,,GO:BP,2.67233625717975,Reversed (Aging Up / Training Down),Sulfur Compound Metabolic Process,GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,0.002321198883170934,42/649,ABHD14B/ACAT1/ACOT2/ACSF2/ACSL1/ACSS1/ACSS2/AHCY/AKR1A1/ARL6IP5/BPNT1/CBR4/DLD/GCDH/GLO1/GPC1/GPX1/GSS/GSTO1/GSTP1/HAGH/IDH1/MAT2B/MCCC1/MCCC2/MCEE/MLYCD/MPST/MTHFD1/OGDH/OPLAH/PANK4/PDHB/PDK1/SOD1/SOD2/STAT5B/SUCLG1/SUCLG2/SULT1A1/SUOX/TST
GOBP_KETONE_METABOLIC_PROCESS,1.2515383136947443e-4,0.013355701718999628,1.8174410335427282,29,52,,GO:BP,2.9345722300140253,Reversed (Aging Up / Training Down),Ketone Metabolic Process,GOBP_KETONE_METABOLIC_PROCESS,0.013355701718999628,29/649,ACADVL/ADIPOQ/AKR1A1/AKR1B1/AKR7A2/APOC2/CBR4/COQ3/COQ5/COQ6/COQ7/COQ8A/COQ9/FABP3/FABP5/GLO1/H6PD/HAGH/HSD17B10/MLYCD/NDUFA9/OXCT1/PARK7/PDK1/PLAA/PLIN5/RTN4IP1/STAT5B/UBR4
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,1.2515383136947443e-4,0.013355701718999628,1.8174410335427282,29,52,,GO:BP,2.9345722300140253,Reversed (Aging Up / Training Down),Modified Amino Acid Metabolic Process,GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,0.013355701718999628,29/649,AASDHPPT/ABHD16A/ALDH1L1/ALDH4A1/ALDH7A1/ALDH9A1/ARL6IP5/ASS1/CKB/CKM/CPT1B/CPT2/CRAT/GAMT/GLO1/GPX1/GSS/GSTO1/GSTP1/HAGH/IDH1/MTHFD1/OPLAH/PANK4/PARK7/SHMT1/SOD1/SOD2/SULT1A1
GOBP_ALCOHOL_METABOLIC_PROCESS,1.8433243078663707e-4,0.01835951010634905,1.6511556240369798,38,75,,GO:BP,2.401999380722785,Reversed (Aging Up / Training Down),Alcohol Metabolic Process,GOBP_ALCOHOL_METABOLIC_PROCESS,0.01835951010634905,38/649,ACAA2/ACADVL/ACSS1/ACSS2/ADH1B/AGT/AKR1A1/AKR1B1/AKR7A2/ALDH1A1/ALDH2/ALDH3A2/APOE/ASAH1/CAT/CBR4/COQ3/CYB5R3/FDPS/FDX1/GALK1/GOT1/GPD2/H6PD/IDH1/IDI1/LSS/MECP2/NPC2/NUDT3/PARK7/PCBD1/PCBD2/PGP/RBP4/SPR/SULT1A1/TKFC
HALLMARK_FATTY_ACID_METABOLISM,2.1104306694274844e-4,0.019706146375779134,1.6097982066942655,41,83,,Hallmark,2.286340852130326,Reversed (Aging Up / Training Down),Fatty Acid Metabolism,HALLMARK_FATTY_ACID_METABOLISM,0.019706146375779134,41/649,ACAA1/ACAA2/ACADS/ACADVL/ACO2/ACOT2/ACSL1/ACSS1/ALDH1A1/ALDH3A2/ALDH9A1/ALDOA/CA2/CPT2/CRAT/DLD/ECH1/ECI1/ECI2/ETFDH/GCDH/GLUL/GPD2/HADH/HADHB/HSD17B10/HSDL2/IDH1/IDI1/LGALS1/MAOA/MCEE/MDH1/MLYCD/PCBD1/PDHB/PRDX6/SDHA/SDHD/SUCLG1/SUCLG2
GOBP_ALDEHYDE_METABOLIC_PROCESS,4.331054977651673e-4,0.038062330215362344,2.0227405557621805,18,29,,GO:BP,3.773231522835326,Reversed (Aging Up / Training Down),Aldehyde Metabolic Process,GOBP_ALDEHYDE_METABOLIC_PROCESS,0.038062330215362344,18/649,ADH5/AKR1A1/AKR7A2/ALDH1A1/ALDH2/ALDH3A2/ALDH7A1/ALDH9A1/BCO2/GLO1/HAGH/IDH1/PARK7/PDXP/PNPO/RBP4/TALDO1/TKFC
GOBP_AMINO_ACID_CATABOLIC_PROCESS,5.681277920313127e-4,0.045632005337426826,1.8281408545980684,23,41,,GO:BP,2.9556265530706427,Reversed (Aging Up / Training Down),Amino Acid Catabolic Process,GOBP_AMINO_ACID_CATABOLIC_PROCESS,0.045632005337426826,23/649,ACADSB/ACAT1/ADHFE1/ALDH4A1/ALDH5A1/ALDH6A1/BCAT2/DBT/DLD/ETFA/ETFB/FAH/GCSH/GLUL/GOT1/GPT/GPT2/HSD17B10/IVD/MCCC1/MCCC2/RIDA/SHMT1
GOBP_AMIDE_METABOLIC_PROCESS,5.803267077718271e-4,0.045632005337426826,1.5016314692286776,47,102,,GO:BP,2.002929628511024,Reversed (Aging Up / Training Down),Amide Metabolic Process,GOBP_AMIDE_METABOLIC_PROCESS,0.045632005337426826,47/649,AASDHPPT/ACAT1/ACOT2/ACSF2/ACSL1/ACSS1/ACSS2/APOE/ARL6IP5/ASAH1/ASS1/CBR4/CLU/CPA3/CTSZ/DLD/GCDH/GLO1/GNPDA1/GPX1/GSK3A/GSS/GSTO1/GSTP1/HAGH/IDH1/MCCC1/MCCC2/MCEE/MECR/MLYCD/MTHFD1/NIT1/OGDH/OPLAH/PANK4/PDHB/PDK1/PICALM/RTN4/SCARB2/SHMT1/SOD1/SOD2/SUCLG1/SUCLG2/TIGAR
GOBP_CYTOPLASMIC_TRANSLATION,4.117260269948037e-24,6.151186843302367e-21,3.262704174228675,68,116,,GO:BP,7.659989316239316,Reversed (Aging Down / Training Up),Cytoplasmic Translation,GOBP_CYTOPLASMIC_TRANSLATION,6.151186843302367e-21,68/380,AKT2/DRG2/EEF2/EIF2B1/EIF2B3/EIF2S2/EIF3A/EIF3C/EIF3E/EIF3G/EIF3I/EIF3K/EIF3L/PKM/RACK1/RPL10/RPL11/RPL12/RPL13/RPL13A/RPL17/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL28/RPL29/RPL31/RPL32/RPL35/RPL36/RPL37A/RPL38/RPL4/RPL5/RPL6/RPL7/RPL8/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS25/RPS26/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SARS1/SH3BGRL/YBX1
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,6.44743365563104e-9,4.816232940756387e-6,2.2458448753462603,46,114,,GO:BP,3.376276858048609,Reversed (Aging Down / Training Up),Membraneless Organelle Assembly,GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,4.816232940756387e-6,46/380,ACTA1/ACTN2/C1QBP/CAPG/CAPN3/CAPRIN1/CASQ1/CSRP1/CSRP3/DYNC1H1/EIF2S1/EZR/FLNA/FLNC/FXR1/G3BP1/GSN/KLHL41/LCP1/LMOD3/MAPRE1/MAPRE3/MAPT/MSN/MYBPH/MYL9/NRAP/RPL11/RPL24/RPL38/RPL5/RPS14/RPS15/RPS19/RPS3/RPS5/RPS6/RPSA/SBDS/SQSTM1/TMOD4/TNNT3/TPM1/TUBB/UBAP2L/WDR1
GOBP_RIBOSOME_BIOGENESIS,9.973224607036504e-9,4.966665854304179e-6,2.8317174515235455,29,57,,GO:BP,5.036935286935287,Reversed (Aging Down / Training Up),Ribosome Biogenesis,GOBP_RIBOSOME_BIOGENESIS,4.966665854304179e-6,29/380,C1QBP/PA2G4/RPL11/RPL24/RPL35/RPL38/RPL5/RPL7/RPLP0/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS19/RPS21/RPS25/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SBDS/TRMT112
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,3.594936328462244e-8,1.3427087186806481e-5,3.5250000000000004,19,30,,GO:BP,8.248803827751196,Reversed (Aging Down / Training Up),Ribosomal Small Subunit Biogenesis,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,1.3427087186806481e-5,19/380,RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS19/RPS21/RPS25/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/TRMT112
GOBP_RIBOSOME_ASSEMBLY,1.0954624200791746e-4,0.020457760694978587,3.035885167464115,12,22,,GO:BP,5.625,Reversed (Aging Down / Training Up),Ribosome Assembly,GOBP_RIBOSOME_ASSEMBLY,0.020457760694978587,12/380,C1QBP/RPL11/RPL24/RPL38/RPL5/RPS14/RPS15/RPS19/RPS5/RPS6/RPSA/SBDS
