"uniprot_id","protein","gene","description","gene_symbol","OP_S06_Pre","OP_S11_Pre","OP_S12_Pre","OP_S17_Pre","O_S05_Pre","O_S06_Pre","O_S07_Pre","O_S10_Pre","O_S16_Pre","O_S17_Pre","O_S24_Pre","O_S28_Pre","O_S29_Pre","O_S32_Pre","O_S35_Pre","OP_S06_Post","OP_S11_Post","OP_S12_Post","OP_S17_Post","O_S05_Post","O_S06_Post","O_S07_Post","O_S10_Post","O_S16_Post","O_S17_Post","O_S24_Post","O_S28_Post","O_S29_Post","O_S32_Post","O_S35_Post","YP_S14_Pre","YP_S45_Pre","YP_S56_Pre","Y_S01_Pre","Y_S07_Pre","Y_S10_Pre","Y_S11_Pre","Y_S16_Pre","Y_S28_Pre","Y_S30_Pre","Y_S31_Pre","Y_S32_Pre","Y_S34_Pre","Y_S35_Pre","Y_S36_Pre","Y_S40_Pre","YP_S14_Post","YP_S45_Post","YP_S56_Post","Y_S01_Post","Y_S07_Post","Y_S10_Post","Y_S11_Post","Y_S16_Post","Y_S28_Post","Y_S30_Post","Y_S31_Post","Y_S32_Post","Y_S34_Post","Y_S35_Post","Y_S36_Post","Y_S40_Post","logFC","CI.L","CI.R","average_intensity","t","B","P.Value","adj.P.Val","sig.PVal","sig.FDR"
"A0A0U1RRL7","MMPOS_HUMAN","MMP24OS","Protein MMP24OS","=""""",15.6001516542422,16.5176154421737,16.9274947510727,17.1107990988728,16.0522331258854,17.2605713865869,15.129462861765,16.3521763534017,16.3393717298571,16.3236216305221,16.4481242030167,16.3357940842577,16.9350528560127,16.1883905345613,17.7965496422027,14.8323735108337,17.1794733279233,16.5999049833898,17.2285772646893,17.1568404106438,16.1295593099401,16.3459649792773,16.6269274596171,16.7919111905568,16.540426897831,16.3930446787829,16.0043528288253,15.1225671242161,15.7401638802689,16.364108326295,16.3757889268812,15.807029773164,15.890961700489,15.7835643312811,16.5741750665224,16.1285311924339,16.6357889860336,16.4622279028025,16.1654952727893,16.3021449373532,16.4631090342257,16.4889500178194,16.25416111023,16.1470145980935,15.7769422933988,16.046775600621,15.8708122435719,15.6794145678467,15.0588059643306,16.4291070182335,16.2131340137449,15.9449636315308,16.4572418386608,16.5718492320157,15.6448794049015,15.7817368116466,15.4041954402832,15.8874285563947,16.1313268307717,15.8120436302567,15.7935331046249,15.3540666734949,0.281410993786757,-0.104083974808066,0.66690596238158,16.2211420199027,1.45911209382125,-5.33633441633145,0.149558868793446,0.306033754640925,0,0
"A0FGR8","ESYT2_HUMAN","ESYT2","Extended synaptotagmin-2","=""""",16.5698663301389,17.0435695483575,17.1469377961242,17.0300053344736,16.6941558836836,16.9906473006846,16.8246636714708,16.8708565870472,16.6710135229317,17.3791714923492,17.1282728310458,16.9139497484761,16.9397294266273,17.1826842131178,16.8395912726516,17.0896965052974,16.8005724840035,17.5764827726046,17.0412933104315,16.6112942490032,16.8895641338675,17.1336591440033,16.5912478048027,17.1213048035921,17.0819194246722,17.3491458096975,16.9621900797283,17.3513230095878,16.8014931721122,17.2504473682054,16.7083716557345,17.0812615182707,17.2354432905646,16.9649455908643,17.1996924184431,16.9963433399204,17.7373552570761,17.3285058187501,17.1443255158571,17.0156463682113,16.9444858614502,17.2419994083335,17.236025883134,16.8665314974228,16.8852211677638,17.1437321639534,16.8024773465073,17.1977292789846,17.9663807299733,17.3453655081816,17.3223131847825,17.1493477292877,17.0351502342979,17.149926561045,16.9988066618528,17.6983829459002,17.6783479411577,18.0216916551393,17.1700266772805,17.4598006777662,16.7103754039857,17.4816024042377,-0.159776924955676,-0.373585097232514,0.0540312473211633,17.1095864633374,-1.4936748511388,-5.28773215808235,0.140309083739403,0.294191997889923,0,0
"A1L0T0","ILVBL_HUMAN","ILVBL","Acetolactate synthase-like protein","=""""",16.8417864145944,15.8715292578352,16.9728840912866,17.8133931428754,16.3932146398485,17.2765753500081,16.2717453583549,16.2606117073257,16.132917617398,16.7918448317553,17.3044266841691,16.5210089027591,16.585730456256,16.7411450134381,16.5291998012113,16.9767145811181,16.1706724458123,16.9709621599313,17.1435249530764,16.6924311139472,17.2789119183262,16.918257898136,15.8111116407832,16.1046610668768,16.9497881365684,16.7680785328784,17.2274260707258,16.5281105971544,16.8305255706593,16.8029137790512,16.2120986526537,16.876938816023,16.7526869665318,16.8345419703033,16.3460448715338,16.5363508820987,16.5791360329022,17.2700623796763,17.4475191410795,17.2660343075873,17.3375114149398,17.0491462266401,16.7108032988112,17.6804904120214,17.0545670825545,17.1470614145918,16.8253685809013,16.9682513101536,16.9870156805776,17.371691030793,16.4763565435168,16.6470151980676,17.1103190719354,17.1293198775887,16.1708237051773,17.714261278644,17.3794451841388,16.9499748629932,17.3586217135889,18.0371428639625,17.3332759588454,17.7451598750446,-0.256611232264056,-0.566976139844197,0.0537536753160843,16.8836635538716,-1.65260614424569,-5.0507359663626,0.103443291125727,0.239600382062208,0,0
"A1L4K1","FSD2_HUMAN","FSD2","Fibronectin type III and SPRY domain-containing protein 2","=""""",17.7984362543309,17.69433643888,16.933450444749,18.1717568710977,17.5414726725235,17.9015837700106,17.9027135074496,17.2750799438903,17.9127143787914,17.8515228897707,16.31908833582,18.4592918350561,17.9895664698068,17.4369474562488,17.6360567193567,17.416090350469,17.9637524230413,17.594093969288,17.9152804606436,17.7659968436439,17.8757954227775,18.1569193309504,17.3383052655459,17.9624906716343,17.6680779552395,18.02328453605,18.034304179313,17.4249453377358,18.0060552871154,17.6430866617041,18.0721381463463,18.8604220425567,18.139970858054,18.6618630031995,18.4832171908343,18.6531572775156,18.4951967679005,18.5084499263519,18.6692369076084,17.4818913338751,18.0204192551394,18.2961418682048,18.6524696896236,18.1170528889711,18.428419428249,17.7811719529797,18.0997265698139,18.3426259860745,18.1820474672294,18.5033886701358,18.7668088887363,18.5553062947006,18.8748903178478,18.8632022629747,18.5240709092425,17.9766456565751,18.2433677601699,18.0845029869784,18.5682591154446,18.1234490216792,18.1211757876151,17.6193596474995,-0.677641626069317,-0.950283105177688,-0.405000146960945,18.0384281058558,-4.96791844931353,3.83416103461484,5.57550189306365e-06,0.0003700739381521,-1,-1
"A2RTX5","SYTC2_HUMAN","TARS3","Threonine--tRNA ligase 2, cytoplasmic","=""""",14.650291275476,15.3280203653848,15.5672410626415,15.2607832770267,15.7994545306105,15.9909979409704,14.9941965106975,15.1678316320826,15.325826764827,15.8027731909423,14.573803782989,15.5986527148283,15.7431495801304,15.9448965964703,16.027143651069,15.1205699913803,15.6875778229416,15.3211282146038,16.0101249231631,15.8922430982852,15.6113480037328,15.852866065425,15.0422211729944,15.2968021938515,15.7210333337253,15.7215910837028,15.270837425239,15.1785097739717,15.3304985797436,15.1536445451702,15.4147608017506,14.9858925668016,16.4006590383182,15.372477706987,15.5406091538863,15.6475822291067,15.6999208309371,14.8570627321482,14.8473821554522,15.3503700526884,15.3284859283185,15.2754563289777,15.4118199190967,15.6671520261328,15.0239232908541,15.4955591067398,15.8880369180658,15.3076657932125,15.2460892609166,15.8508301471398,15.4552123564631,15.6954484215424,15.2391828632052,15.5013095037021,15.0504924931491,15.1655488856023,15.1926305510288,15.3943532550191,15.3123850739975,15.4456128746858,15.1613253047605,15.441205606016,0.0567262416475405,-0.214124739629319,0.3275772229244,15.4298790690448,0.418619937650123,-6.28237563879013,0.676933802787432,0.79903732169192,0,0
"A3KMH1","VWA8_HUMAN","VWA8","von Willebrand factor A domain-containing protein 8","=""""",20.834951366586,21.7015648879263,21.7405964493424,22.3926253929928,20.8635594064557,22.4598103944038,20.5102862598193,21.3605941502412,21.5343100376466,21.4772282247174,20.9385602785926,21.1836686634458,21.7405067209428,21.8427351475843,21.7529276203655,20.8724520257329,22.0613988737,21.8005800848616,21.424838106246,21.4738828688875,21.7185742876833,21.5425194559326,21.4169692791731,20.8191983315492,22.0624523255241,21.7202335573598,21.3958996941252,20.8418769161382,21.4453571724281,21.4257490073834,20.911785418204,20.7789733945145,21.361611471222,20.7104732374314,20.6077171653932,20.637320870555,21.1065275613179,21.3616950916417,21.1648503304486,20.5710498255733,20.9756765603158,20.7785851343068,20.35166084391,21.1033971879008,20.7166055868567,20.9651494855002,20.742651086812,20.7899382299524,20.7667767623269,21.2605007856196,20.4191305148654,20.7832916290296,21.0837760047594,21.5221926326503,20.6848109499978,20.6683159650543,20.5519084747801,20.6703282684068,20.7380432579435,21.0526510121004,20.9224821989197,20.7040535362247,0.607485885585945,0.323614102661337,0.891357668510552,21.1583844751987,4.27740406487455,1.5140946994537,6.62217512261266e-05,0.00141161320436253,1,1
"A5YM72","CRNS1_HUMAN","CARNS1","Carnosine synthase 1","=""""",19.0794927262228,19.5214255574213,20.6739278689486,20.8477855184935,18.8538921547573,19.5103845279688,19.2385936720149,19.3487116864049,18.9117283783111,19.9382080354344,19.4425232380361,19.3001374221954,19.1582599848028,20.7889442314998,19.4588872254074,20.5719093960829,20.2511496401715,20.5852110977357,20.0137148490094,20.0808525619972,20.6529270849885,20.6421044735562,18.8923504114306,18.8438104400065,20.8440931541128,20.5558179174812,20.7014541653884,19.6457855730978,19.5399946249463,19.9755702909246,19.1261975215411,20.464605246634,20.5505610840081,19.7404387828323,19.2494049478021,19.8186475561092,20.8211637908532,21.1125759131355,20.5811995103136,19.8397347499259,19.6654426079811,19.27284305787,19.7838715684119,19.7978144571657,19.6669348115264,19.9912228061257,19.9851276570309,20.9802711769765,20.754705081489,20.8241422106091,20.5926008523219,22.1676446047013,20.3760118134073,21.3121734827597,19.7078166915103,20.6208009488761,21.1031353898605,20.5608874330378,20.8147154926461,20.465903624795,20.5094116224402,21.4019711331609,-0.362806002236773,-0.809590908649119,0.0839789041755725,20.1214455731727,-1.62308880270824,-5.09641557743276,0.109621058958451,0.24902152858583,0,0
"A6NCE7","MP3B2_HUMAN","MAP1LC3B2","Microtubule-associated proteins 1A/1B light chain 3 beta 2","=""""",21.3186337336703,20.5150437409436,20.7949860933436,20.1791428435152,20.4824943584149,20.9247605310485,20.1284848349178,20.6025671613029,20.8162522751801,20.7471783489177,20.1557585481234,20.9888832202663,21.0371514638223,20.9248919121569,20.8991371111646,20.8937863660703,20.9103930581137,20.1984127700284,20.4821336069702,20.1628009661982,20.9253975710861,20.5937099638747,20.0786207491397,20.8540066146676,20.7127447513873,20.8458959849041,20.7969186986826,20.7396510666242,21.1753171859055,20.8049693892495,21.1490765650246,21.6278913104859,20.6720227092227,21.1914863425872,21.0074017536765,20.6725095101148,20.8363764118309,21.0708428513759,21.0941467595463,21.3829163895999,21.1077460172828,21.590854255451,21.4964951925388,21.5780389687161,21.4109756678989,21.2423607033684,20.5730552614944,21.3140892275112,20.6458865175678,20.7348292882128,21.1669820940057,20.935293268358,21.2812937631205,20.700516906342,20.831427432294,20.8643931300176,21.2050875837746,20.7808958101077,21.3731740103014,21.2189749928252,21.1095609722143,21.3508836862605,-0.494671926259148,-0.720515482308062,-0.268828370210233,20.9017356495616,-4.37800115486446,1.8415432555522,4.66365753906792e-05,0.00113857570264141,-1,-1
"A6NDG6","PGP_HUMAN","PGP","Glycerol-3-phosphate phosphatase","=""""",23.6043871347042,22.9776615682079,22.7545406967456,23.3153525641056,22.5283721136956,23.2135316562466,22.9377184374711,22.8242113977158,23.1885907066916,23.0834132960797,23.0986013872857,23.2111331955711,23.1013250787793,23.263812616711,22.8445274016074,23.6775907595888,22.7933019746827,22.810621238193,23.3816670339359,22.8600270728261,22.6980112693163,22.8480300065317,22.8383169996138,23.1913162704796,23.229066739369,22.8109366329633,23.321833649383,23.1303428063421,23.2027457457657,23.0379768483014,22.8227171063639,23.3586020374386,22.6763765089172,22.5313447267396,23.0954226503198,22.6696161525107,23.2539203431407,22.9172481050332,23.1906829152178,22.3510432720388,23.1240425863811,22.7525184737681,23.230565821906,23.0827502299181,22.9113267422579,23.2004516316002,22.9243701938599,23.4115990226147,22.9677093448899,22.7656754543029,23.0595381589884,23.1059468254706,23.0371921875104,23.034609729763,23.0868777715601,22.8008062944925,23.011551930655,22.9056438273464,23.3016845257402,22.8623329795075,23.1203641545937,22.9037860325393,0.115105951969252,-0.0628619017603405,0.293073805698844,23.0201174521983,1.29277376278902,-5.55530525247006,0.200863950484192,0.377219302235565,0,0
"A6NNS2","DRS7C_HUMAN","DHRS7C","Dehydrogenase/reductase SDR family member 7C","=""""",21.3456209640704,21.8350450761338,21.6832408036716,21.2430181294919,21.7781739273243,21.2925623558097,22.0084805987758,21.6575764652165,21.8318700771698,21.521079215585,20.9053856801861,21.9372430041317,21.331956607286,21.8239729814975,21.4546227565498,21.7801973828902,21.0856850304592,21.6911661514016,20.8814803046788,21.5696926241247,21.1993981261416,21.6195477718048,21.3248624505244,21.5488363650348,20.8892494930034,21.4561735337664,21.9527923204347,22.2141284473357,21.3738912151413,21.0878432990691,21.8148142584606,22.2846126314074,21.3873338127168,22.2625012726273,20.9389680746569,22.0865008264559,22.3375149188559,21.9701247201548,21.969193341484,21.5332468299422,20.779305990527,21.8741881218973,22.0504628865861,21.7250474274729,21.9139135035917,22.6890466659884,21.5509367715284,22.0989720286582,20.5770587423124,22.1404075175895,21.0776759164758,21.7385553347656,21.5795691966605,21.7418343951559,22.3551163456914,21.5684880681042,21.7894454802209,21.9814074007873,20.9025529598342,21.9405366848439,21.5383646073701,22.2407489665417,-0.274391878983231,-0.576670751133747,0.0278869931672857,21.641342562227,-1.81438635812489,-4.78712432732177,0.0744343515448193,0.191867187719898,0,0
