uniprot_id,gene,contrast,flag,classification
Q9HBI1,PARVB,Training_Old,never_sig,NS
Q9HBL0,TNS1,Training_Old,never_sig,NS
Q9HBL7,PLGRKT,Training_Old,never_sig,NS
Q9HC38,GLOD4,Training_Old,never_sig,NS
Q9HCC0,MCCC2,Training_Old,never_sig,NS
Q9HCP6,HHATL,Training_Old,never_sig,NS
Q9HCU5,PREB,Training_Old,never_sig,NS
Q9HD33,MRPL47,Training_Old,never_sig,NS
Q9HDC5,JPH1,Training_Old,never_sig,NS
Q9HDC9,APMAP,Training_Old,never_sig,NS
Q9NNW7,TXNRD2,Training_Old,never_sig,NS
Q9NP72,RAB18,Training_Old,never_sig,NS
Q9NP74,PALMD,Training_Old,never_sig,NS
Q9NP77,SSU72,Training_Old,never_sig,NS
Q9NP79,VTA1,Training_Old,never_sig,NS
Q9NP81,SARS2,Training_Old,never_sig,NS
Q9NP97,DYNLRB1,Training_Old,never_sig,NS
Q9NP98,MYOZ1,Training_Old,never_sig,NS
Q9NPC6,MYOZ2,Training_Old,never_sig,NS
Q9NPF4,OSGEP,Training_Old,never_sig,NS
Q9NPJ3,ACOT13,Training_Old,never_sig,NS
Q9NQ50,MRPL40,Training_Old,never_sig,NS
Q9NQ88,TIGAR,Training_Old,never_sig,NS
Q9NQC3,RTN4,Training_Old,never_sig,NS
Q9NQE9,HINT3,Training_Old,never_sig,NS
Q9NQP4,PFDN4,Training_Old,never_sig,NS
Q9NQR4,NIT2,Training_Old,never_sig,NS
Q9NQW7,XPNPEP1,Training_Old,never_sig,NS
Q9NQX3,GPHN,Training_Old,never_sig,NS
Q9NR12,PDLIM7,Training_Old,never_sig,NS
Q9NR19,ACSS2,Training_Old,never_sig,NS
Q9NR28,DIABLO,Training_Old,never_sig,NS
Q9NR31,SAR1A,Training_Old,never_sig,NS
Q9NR46,SH3GLB2,Training_Old,never_sig,NS
Q9NR50,EIF2B3,Training_Old,never_sig,NS
Q9NR56,MBNL1,Training_Old,never_sig,NS
Q9NRG7,SDR39U1,Training_Old,never_sig,NS
Q9NRN7,AASDHPPT,Training_Old,never_sig,NS
Q9NRP0,OSTC,Training_Old,never_sig,NS
Q9NRP2,CMC2,Training_Old,never_sig,NS
Q9NRV9,HEBP1,Training_Old,never_sig,NS
Q9NRX4,PHPT1,Training_Old,never_sig,NS
Q9NS69,TOMM22,Training_Old,never_sig,NS
Q9NS86,LANCL2,Training_Old,never_sig,NS
Q9NSD9,FARSB,Training_Old,never_sig,NS
Q9NSE4,IARS2,Training_Old,never_sig,NS
Q9NTG7,SIRT3,Training_Old,never_sig,NS
Q9NTJ4,MAN2C1,Training_Old,never_sig,NS
Q9NTK5,OLA1,Training_Old,never_sig,NS
Q9NTM9,CUTC,Training_Old,never_sig,NS
Q9NUB1,ACSS1,Training_Old,never_sig,NS
Q9NUJ1,ABHD10,Training_Old,never_sig,NS
Q9NUU7,DDX19A,Training_Old,never_sig,NS
Q9NVA2,SEPTIN11,Training_Old,never_sig,NS
Q9NVD7,PARVA,Training_Old,never_sig,NS
Q9NVE7,PANK4,Training_Old,never_sig,NS
Q9NVH1,DNAJC11,Training_Old,never_sig,NS
Q9NVH6,TMLHE,Training_Old,never_sig,NS
Q9NVI7,ATAD3A,Training_Old,never_sig,NS
Q9NVJ2,ARL8B,Training_Old,never_sig,NS
Q9NVS2,MRPS18A,Training_Old,never_sig,NS
Q9NVS9,PNPO,Training_Old,never_sig,NS
Q9NWU1,OXSM,Training_Old,never_sig,NS
Q9NWU5,MRPL22,Training_Old,never_sig,NS
Q9NWV4,CZIB,Training_Old,never_sig,NS
Q9NWV8,BABAM1,Training_Old,never_sig,NS
Q9NX14,NDUFB11,Training_Old,never_sig,NS
Q9NX40,OCIAD1,Training_Old,never_sig,NS
Q9NX47,MARCHF5,Training_Old,never_sig,NS
Q9NX63,CHCHD3,Training_Old,never_sig,NS
Q9NXA8,SIRT5,Training_Old,never_sig,NS
Q9NXR7,BABAM2,Training_Old,never_sig,NS
Q9NY33,DPP3,Training_Old,never_sig,NS
Q9NY65,TUBA8,Training_Old,never_sig,NS
Q9NYL2,MAP3K20,Training_Old,never_sig,NS
Q9NYU2,UGGT1,Training_Old,never_sig,NS
Q9NZ01,TECR,Training_Old,never_sig,NS
Q9NZ08,ERAP1,Training_Old,never_sig,NS
Q9NZ45,CISD1,Training_Old,never_sig,NS
Q9NZA1,CLIC5,Training_Old,never_sig,NS
Q9NZB2,FAM120A,Training_Old,never_sig,NS
Q9NZD2,GLTP,Training_Old,never_sig,NS
Q9NZJ6,COQ3,Training_Old,never_sig,NS
Q9NZL4,HSPBP1,Training_Old,never_sig,NS
Q9NZL9,MAT2B,Training_Old,never_sig,NS
Q9NZM1,MYOF,Training_Old,never_sig,NS
Q9NZN4,EHD2,Training_Old,never_sig,NS
Q9NZQ9,TMOD4,Training_Old,never_sig,NS
Q9NZU5,LMCD1,Training_Old,never_sig,NS
Q9NZZ3,CHMP5,Training_Old,never_sig,NS
Q9P003,CNIH4,Training_Old,never_sig,NS
Q9P032,NDUFAF4,Training_Old,never_sig,NS
Q9P0I2,EMC3,Training_Old,never_sig,NS
Q9P0J0,NDUFA13,Training_Old,never_sig,NS
Q9P0J1,PDP1,Training_Old,never_sig,NS
Q9P0J6,MRPL36,Training_Old,never_sig,NS
Q9P0L0,VAPA,Training_Old,never_sig,NS
Q9P0P0,RNF181,Training_Old,never_sig,NS
Q9P2J5,LARS1,Training_Old,never_sig,NS
Q9P2R7,SUCLA2,Training_Old,never_sig,NS
Q9P2T1,GMPR2,Training_Old,never_sig,NS
Q9P2X0,DPM3,Training_Old,never_sig,NS
Q9P2X3,IMPACT,Training_Old,never_sig,NS
Q9UBB4,ATXN10,Training_Old,never_sig,NS
Q9UBC2,EPS15L1,Training_Old,never_sig,NS
Q9UBE0,SAE1,Training_Old,never_sig,NS
Q9UBF6,RNF7,Training_Old,never_sig,NS
Q9UBF9,MYOT,Training_Old,never_sig,NS
Q9UBI6,GNG12,Training_Old,never_sig,NS
Q9UBQ0,VPS29,Training_Old,never_sig,NS
Q9UBQ5,EIF3K,Training_Old,never_sig,NS
Q9UBQ7,GRHPR,Training_Old,never_sig,NS
Q9UBR2,CTSZ,Training_Old,never_sig,NS
Q9UBT2,UBA2,Training_Old,never_sig,NS
Q9UBW8,COPS7A,Training_Old,never_sig,NS
Q9UBY9,HSPB7,Training_Old,never_sig,NS
Q9UDT6,CLIP2,Training_Old,never_sig,NS
Q9UDW1,UQCR10,Training_Old,never_sig,NS
Q9UDY4,DNAJB4,Training_Old,never_sig,NS
Q9UFN0,NIPSNAP3A,Training_Old,never_sig,NS
Q9UGI8,TES,Training_Old,never_sig,NS
Q9UGL1,KDM5B,Training_Old,never_sig,NS
Q9UGM6,WARS2,Training_Old,never_sig,NS
Q9UH92,MLX,Training_Old,never_sig,NS
Q9UHD8,SEPTIN9,Training_Old,never_sig,NS
Q9UHD9,UBQLN2,Training_Old,never_sig,NS
Q9UHG3,PCYOX1,Training_Old,never_sig,NS
Q9UHL4,DPP7,Training_Old,never_sig,NS
Q9UHP9,SMPX,Training_Old,never_sig,NS
Q9UHQ4,BCAP29,Training_Old,never_sig,NS
Q9UHQ9,CYB5R1,Training_Old,never_sig,NS
Q9UHV9,PFDN2,Training_Old,never_sig,NS
Q9UHX1,PUF60,Training_Old,never_sig,NS
Q9UHY7,ENOPH1,Training_Old,never_sig,NS
Q9UI09,NDUFA12,Training_Old,never_sig,NS
Q9UI10,EIF2B4,Training_Old,never_sig,NS
Q9UI12,ATP6V1H,Training_Old,never_sig,NS
Q9UI30,TRMT112,Training_Old,never_sig,NS
Q9UIA9,XPO7,Training_Old,never_sig,NS
Q9UIC8,LCMT1,Training_Old,never_sig,NS
Q9UII2,ATP5IF1,Training_Old,never_sig,NS
Q9UIJ7,AK3,Training_Old,never_sig,NS
Q9UJ70,NAGK,Training_Old,never_sig,NS
Q9UJS0,SLC25A13,Training_Old,never_sig,NS
Q9UJU6,DBNL,Training_Old,never_sig,NS
Q9UJW0,DCTN4,Training_Old,never_sig,NS
Q9UJY1,HSPB8,Training_Old,never_sig,NS
Q9UJZ1,STOML2,Training_Old,never_sig,NS
Q9UK41,VPS28,Training_Old,never_sig,NS
Q9UK76,JPT1,Training_Old,never_sig,NS
Q9UKG1,APPL1,Training_Old,never_sig,NS
Q9UKS6,PACSIN3,Training_Old,never_sig,NS
Q9UKU7,ACAD8,Training_Old,never_sig,NS
Q9UKV8,AGO2,Training_Old,never_sig,NS
Q9UKX2,MYH2,Training_Old,never_sig,NS
Q9UKX3,MYH13,Training_Old,never_sig,NS
Q9UKY7,CDV3,Training_Old,never_sig,NS
Q9UL25,RAB21,Training_Old,never_sig,NS
Q9UL46,PSME2,Training_Old,never_sig,NS
Q9ULA0,DNPEP,Training_Old,never_sig,NS
Q9ULC4,MCTS1,Training_Old,never_sig,NS
Q9ULP9,TBC1D24,Training_Old,never_sig,NS
Q9UM00,TMCO1,Training_Old,never_sig,NS
Q9UM22,EPDR1,Training_Old,never_sig,NS
Q9UM54,MYO6,Training_Old,never_sig,NS
Q9UMS0,NFU1,Training_Old,never_sig,NS
Q9UMS6,SYNPO2,Training_Old,never_sig,NS
Q9UMX0,UBQLN1,Training_Old,never_sig,NS
Q9UMY4,SNX12,Training_Old,never_sig,NS
Q9UN36,NDRG2,Training_Old,never_sig,NS
Q9UN37,VPS4A,Training_Old,never_sig,NS
Q9UN86,G3BP2,Training_Old,never_sig,NS
Q9UNE7,STUB1,Training_Old,never_sig,NS
Q9UNF0,PACSIN2,Training_Old,never_sig,NS
Q9UNH7,SNX6,Training_Old,never_sig,NS
Q9UNM6,PSMD13,Training_Old,never_sig,NS
Q9UNS2,COPS3,Training_Old,never_sig,NS
Q9UNZ2,NSFL1C,Training_Old,never_sig,NS
Q9UPN7,PPP6R1,Training_Old,never_sig,NS
Q9UPQ0,LIMCH1,Training_Old,never_sig,NS
Q9UPU5,USP24,Training_Old,never_sig,NS
Q9UPY8,MAPRE3,Training_Old,never_sig,NS
Q9UQ80,PA2G4,Training_Old,never_sig,NS
Q9UQM7,CAMK2A,Training_Old,never_sig,NS
Q9UQN3,CHMP2B,Training_Old,never_sig,NS
Q9Y224,RTRAF,Training_Old,never_sig,NS
Q9Y230,RUVBL2,Training_Old,never_sig,NS
Q9Y235,APOBEC2,Training_Old,never_sig,NS
Q9Y237,PIN4,Training_Old,never_sig,NS
Q9Y262,EIF3L,Training_Old,never_sig,NS
Q9Y263,PLAA,Training_Old,never_sig,NS
Q9Y266,NUDC,Training_Old,never_sig,NS
Q9Y276,BCS1L,Training_Old,never_sig,NS
Q9Y277,VDAC3,Training_Old,never_sig,NS
Q9Y281,CFL2,Training_Old,never_sig,NS
Q9Y285,FARSA,Training_Old,never_sig,NS
Q9Y2B0,CNPY2,Training_Old,never_sig,NS
Q9Y2H6,FNDC3A,Training_Old,never_sig,NS
Q9Y2J8,PADI2,Training_Old,never_sig,NS
Q9Y2Q3,GSTK1,Training_Old,never_sig,NS
Q9Y2Q5,LAMTOR2,Training_Old,never_sig,NS
Q9Y2Q9,MRPS35,Training_Old,never_sig,NS
Q9Y2R0,COA3,Training_Old,never_sig,NS
Q9Y2S6,TMA7,Training_Old,never_sig,NS
Q9Y2Z0,SUGT1,Training_Old,never_sig,NS
Q9Y2Z9,COQ6,Training_Old,never_sig,NS
Q9Y305,ACOT9,Training_Old,never_sig,NS
Q9Y316,MEMO1,Training_Old,never_sig,NS
Q9Y320,TMX2,Training_Old,never_sig,NS
Q9Y371,SH3GLB1,Training_Old,never_sig,NS
Q9Y376,CAB39,Training_Old,never_sig,NS
Q9Y383,LUC7L2,Training_Old,never_sig,NS
Q9Y394,DHRS7,Training_Old,never_sig,NS
Q9Y3A3,MOB4,Training_Old,never_sig,NS
Q9Y3A5,SBDS,Training_Old,never_sig,NS
Q9Y3B7,MRPL11,Training_Old,never_sig,NS
Q9Y3C6,PPIL1,Training_Old,never_sig,NS
Q9Y3D2,MSRB2,Training_Old,never_sig,NS
Q9Y3D6,FIS1,Training_Old,never_sig,NS
Q9Y3F4,STRAP,Training_Old,never_sig,NS
Q9Y3I0,RTCB,Training_Old,never_sig,NS
Q9Y3U8,RPL36,Training_Old,never_sig,NS
Q9Y3Z3,SAMHD1,Training_Old,never_sig,NS
Q9Y450,HBS1L,Training_Old,never_sig,NS
Q9Y490,TLN1,Training_Old,never_sig,NS
Q9Y4E8,USP15,Training_Old,never_sig,NS
Q9Y4G6,TLN2,Training_Old,never_sig,NS
Q9Y4J8,DTNA,Training_Old,never_sig,NS
Q9Y4L1,HYOU1,Training_Old,never_sig,NS
Q9Y4W6,AFG3L2,Training_Old,never_sig,NS
Q9Y4X5,ARIH1,Training_Old,never_sig,NS
Q9Y508,RNF114,Training_Old,never_sig,NS
Q9Y512,SAMM50,Training_Old,never_sig,NS
Q9Y570,PPME1,Training_Old,never_sig,NS
Q9Y5J7,TIMM9,Training_Old,never_sig,NS
Q9Y5J9,TIMM8B,Training_Old,never_sig,NS
Q9Y5K5,UCHL5,Training_Old,never_sig,NS
Q9Y5L4,TIMM13,Training_Old,never_sig,NS
Q9Y5M8,SRPRB,Training_Old,never_sig,NS
Q9Y5P6,GMPPB,Training_Old,never_sig,NS
Q9Y5U8,MPC1,Training_Old,never_sig,NS
Q9Y5X3,SNX5,Training_Old,never_sig,NS
Q9Y5Z4,HEBP2,Training_Old,never_sig,NS
Q9Y5Z7,HCFC2,Training_Old,never_sig,NS
Q9Y613,FHOD1,Training_Old,never_sig,NS
Q9Y623,MYH4,Training_Old,never_sig,NS
Q9Y676,MRPS18B,Training_Old,never_sig,NS
Q9Y678,COPG1,Training_Old,never_sig,NS
Q9Y696,CLIC4,Training_Old,never_sig,NS
Q9Y697,NFS1,Training_Old,never_sig,NS
Q9Y6A9,SPCS1,Training_Old,never_sig,NS
Q9Y6B6,SAR1B,Training_Old,never_sig,NS
Q9Y6C9,MTCH2,Training_Old,never_sig,NS
Q9Y6E2,BZW2,Training_Old,never_sig,NS
Q9Y6G9,DYNC1LI1,Training_Old,never_sig,NS
Q9Y6H1,CHCHD2,Training_Old,never_sig,NS
Q9Y6M9,NDUFB9,Training_Old,never_sig,NS
Q9Y6N1,COX11,Training_Old,never_sig,NS
Q9Y6N5,SQOR,Training_Old,never_sig,NS
Q9Y6P5,SESN1,Training_Old,never_sig,NS
Q9Y6Y8,SEC23IP,Training_Old,never_sig,NS
A0A0U1RRL7,MMP24OS,Aging,never_sig,NS
A0FGR8,ESYT2,Aging,never_sig,NS
A1L0T0,ILVBL,Aging,never_sig,NS
A1L4K1,FSD2,Aging,robust,Robust
A2RTX5,TARS3,Aging,never_sig,NS
A3KMH1,VWA8,Aging,imputation_dependent,Conditional
A5YM72,CARNS1,Aging,never_sig,NS
A6NCE7,MAP1LC3B2,Aging,imputation_dependent,Conditional
A6NDG6,PGP,Aging,never_sig,NS
A6NNS2,DHRS7C,Aging,never_sig,NS
A8MU46,SMTNL1,Aging,never_sig,NS
A8MXV4,NUDT19,Aging,never_sig,NS
E9PAV3,NACA,Aging,robust,Robust
L0R6Q1,SLC35A4,Aging,never_sig,NS
O00151,PDLIM1,Aging,robust,Robust
O00159,MYO1C,Aging,never_sig,NS
O00168,FXYD1,Aging,never_sig,NS
O00186,STXBP3,Aging,never_sig,NS
O00217,NDUFS8,Aging,never_sig,NS
O00231,PSMD11,Aging,never_sig,NS
O00232,PSMD12,Aging,never_sig,NS
O00233,PSMD9,Aging,never_sig,NS
O00264,PGRMC1,Aging,never_sig,NS
O00299,CLIC1,Aging,never_sig,NS
O00303,EIF3F,Aging,never_sig,NS
O00330,PDHX,Aging,never_sig,NS
O00399,DCTN6,Aging,imputation_dependent,Conditional
O00410,IPO5,Aging,never_sig,NS
O00418,EEF2K,Aging,never_sig,NS
O00423,EML1,Aging,never_sig,NS
O00429,DNM1L,Aging,never_sig,NS
O00442,RTCA,Aging,never_sig,NS
O00483,NDUFA4,Aging,never_sig,NS
O00487,PSMD14,Aging,robust,Robust
O00499,BIN1,Aging,never_sig,NS
O00505,KPNA3,Aging,never_sig,NS
O00571,DDX3X,Aging,never_sig,NS
O00629,KPNA4,Aging,never_sig,NS
O00748,CES2,Aging,never_sig,NS
O00757,FBP2,Aging,never_sig,NS
O00764,PDXK,Aging,never_sig,NS
O14521,SDHD,Aging,never_sig,NS
O14548,COX7A2L,Aging,never_sig,NS
O14556,GAPDHS,Aging,never_sig,NS
O14558,HSPB6,Aging,never_sig,NS
O14561,NDUFAB1,Aging,never_sig,NS
O14732,IMPA2,Aging,never_sig,NS
O14737,PDCD5,Aging,never_sig,NS
O14744,PRMT5,Aging,never_sig,NS
O14818,PSMA7,Aging,never_sig,NS
O14841,OPLAH,Aging,robust,Robust
O14880,MGST3,Aging,never_sig,NS
O14924,RGS12,Aging,never_sig,NS
O14929,HAT1,Aging,robust,Robust
O14949,UQCRQ,Aging,never_sig,NS
O14950,MYL12B,Aging,never_sig,NS
O14957,UQCR11,Aging,never_sig,NS
O14958,CASQ2,Aging,never_sig,NS
O14964,HGS,Aging,never_sig,NS
O14979,HNRNPDL,Aging,never_sig,NS
O14980,XPO1,Aging,never_sig,NS
O14983,ATP2A1,Aging,never_sig,NS
O15056,SYNJ2,Aging,never_sig,NS
O15061,SYNM,Aging,robust,Robust
O15143,ARPC1B,Aging,never_sig,NS
O15144,ARPC2,Aging,imputation_dependent,Conditional
O15173,PGRMC2,Aging,never_sig,NS
O15212,PFDN6,Aging,never_sig,NS
O15239,NDUFA1,Aging,never_sig,NS
O15260,SURF4,Aging,never_sig,NS
O15264,MAPK13,Aging,never_sig,NS
O15273,TCAP,Aging,never_sig,NS
O15305,PMM2,Aging,never_sig,NS
O15371,EIF3D,Aging,never_sig,NS
O15372,EIF3H,Aging,never_sig,NS
O15382,BCAT2,Aging,never_sig,NS
O15400,STX7,Aging,never_sig,NS
O15427,SLC16A3,Aging,never_sig,NS
O15498,YKT6,Aging,never_sig,NS
O15511,ARPC5,Aging,never_sig,NS
O15533,TAPBP,Aging,never_sig,NS
O43143,DHX15,Aging,never_sig,NS
O43169,CYB5B,Aging,never_sig,NS
O43181,NDUFS4,Aging,never_sig,NS
O43237,DYNC1LI2,Aging,never_sig,NS
O43242,PSMD3,Aging,robust,Robust
O43374,RASA4,Aging,imputation_dependent,Conditional
O43390,HNRNPR,Aging,robust,Robust
O43396,TXNL1,Aging,never_sig,NS
O43399,TPD52L2,Aging,never_sig,NS
O43414,ERI3,Aging,never_sig,NS
O43488,AKR7A2,Aging,robust,Robust
O43561,LAT,Aging,never_sig,NS
O43583,DENR,Aging,never_sig,NS
O43598,DNPH1,Aging,never_sig,NS
O43615,TIMM44,Aging,never_sig,NS
O43617,TRAPPC3,Aging,never_sig,NS
O43633,CHMP2A,Aging,never_sig,NS
O43674,NDUFB5,Aging,never_sig,NS
O43676,NDUFB3,Aging,never_sig,NS
O43678,NDUFA2,Aging,never_sig,NS
O43684,BUB3,Aging,never_sig,NS
O43707,ACTN4,Aging,robust,Robust
O43708,GSTZ1,Aging,never_sig,NS
O43741,PRKAB2,Aging,never_sig,NS
O43747,AP1G1,Aging,never_sig,NS
O43760,SYNGR2,Aging,never_sig,NS
O43765,SGTA,Aging,robust,Robust
O43768,ENSA,Aging,never_sig,NS
O43772,SLC25A20,Aging,never_sig,NS
O43776,NARS1,Aging,robust,Robust
O43813,LANCL1,Aging,never_sig,NS
O43826,SLC37A4,Aging,never_sig,NS
O43837,IDH3B,Aging,never_sig,NS
O43852,CALU,Aging,never_sig,NS
O43865,AHCYL1,Aging,never_sig,NS
O43920,NDUFS5,Aging,never_sig,NS
O60220,TIMM8A,Aging,never_sig,NS
O60237,PPP1R12B,Aging,never_sig,NS
O60256,PRPSAP2,Aging,never_sig,NS
O60271,SPAG9,Aging,robust,Robust
O60313,OPA1,Aging,never_sig,NS
O60343,TBC1D4,Aging,never_sig,NS
O60493,SNX3,Aging,never_sig,NS
O60506,SYNCRIP,Aging,never_sig,NS
O60613,SELENOF,Aging,imputation_dependent,Conditional
O60662,KLHL41,Aging,never_sig,NS
O60664,PLIN3,Aging,robust,Robust
O60684,KPNA6,Aging,never_sig,NS
O60749,SNX2,Aging,never_sig,NS
O60763,USO1,Aging,never_sig,NS
O60784,TOM1,Aging,never_sig,NS
O60825,PFKFB2,Aging,never_sig,NS
O60869,EDF1,Aging,never_sig,NS
O60884,DNAJA2,Aging,never_sig,NS
O60888,CUTA,Aging,never_sig,NS
O60925,PFDN1,Aging,never_sig,NS
O60936,NOL3,Aging,never_sig,NS
O75083,WDR1,Aging,never_sig,NS
O75112,LDB3,Aging,never_sig,NS
O75122,CLASP2,Aging,never_sig,NS
O75128,COBL,Aging,never_sig,NS
O75131,CPNE3,Aging,never_sig,NS
O75153,CLUH,Aging,never_sig,NS
O75155,CAND2,Aging,never_sig,NS
O75208,COQ9,Aging,never_sig,NS
O75223,GGCT,Aging,never_sig,NS
O75251,NDUFS7,Aging,never_sig,NS
O75298,RTN2,Aging,never_sig,NS
O75306,NDUFS2,Aging,never_sig,NS
O75323,NIPSNAP2,Aging,never_sig,NS
O75339,CILP,Aging,never_sig,NS
O75347,TBCA,Aging,never_sig,NS
O75348,ATP6V1G1,Aging,never_sig,NS
O75351,VPS4B,Aging,never_sig,NS
O75368,SH3BGRL,Aging,never_sig,NS
O75369,FLNB,Aging,robust,Robust
O75380,NDUFS6,Aging,never_sig,NS
O75390,CS,Aging,never_sig,NS
O75396,SEC22B,Aging,never_sig,NS
O75431,MTX2,Aging,never_sig,NS
O75436,VPS26A,Aging,never_sig,NS
O75438,NDUFB1,Aging,never_sig,NS
O75439,PMPCB,Aging,imputation_dependent,Conditional
O75489,NDUFS3,Aging,never_sig,NS
O75521,ECI2,Aging,never_sig,NS
O75531,BANF1,Aging,robust,Robust
O75534,CSDE1,Aging,never_sig,NS
O75569,PRKRA,Aging,never_sig,NS
O75608,LYPLA1,Aging,never_sig,NS
O75663,TIPRL,Aging,never_sig,NS
O75688,PPM1B,Aging,never_sig,NS
O75746,SLC25A12,Aging,never_sig,NS
O75764,TCEA3,Aging,imputation_dependent,Conditional
O75821,EIF3G,Aging,robust,Robust
O75822,EIF3J,Aging,never_sig,NS
O75832,PSMD10,Aging,never_sig,NS
O75874,IDH1,Aging,never_sig,NS
O75880,SCO1,Aging,robust,Robust
O75891,ALDH1L1,Aging,never_sig,NS
O75915,ARL6IP5,Aging,never_sig,NS
O75923,DYSF,Aging,never_sig,NS
O75928,PIAS2,Aging,never_sig,NS
O75935,DCTN3,Aging,imputation_dependent,Conditional
O75947,ATP5PD,Aging,never_sig,NS
O75955,FLOT1,Aging,never_sig,NS
O75964,ATP5MG,Aging,never_sig,NS
O76003,GLRX3,Aging,never_sig,NS
O76070,SNCG,Aging,imputation_dependent,Conditional
O94760,DDAH1,Aging,never_sig,NS
O94811,TPPP,Aging,imputation_dependent,Conditional
O94812,BAIAP3,Aging,never_sig,NS
O94826,TOMM70,Aging,never_sig,NS
O94874,UFL1,Aging,never_sig,NS
O94886,TMEM63A,Aging,never_sig,NS
O94903,PLPBP,Aging,never_sig,NS
O94905,ERLIN2,Aging,never_sig,NS
O94919,ENDOD1,Aging,never_sig,NS
O94979,SEC31A,Aging,never_sig,NS
O95139,NDUFB6,Aging,never_sig,NS
O95140,MFN2,Aging,never_sig,NS
O95167,NDUFA3,Aging,never_sig,NS
O95168,NDUFB4,Aging,never_sig,NS
O95169,NDUFB8,Aging,never_sig,NS
O95182,NDUFA7,Aging,never_sig,NS
O95197,RTN3,Aging,never_sig,NS
O95202,LETM1,Aging,never_sig,NS
O95210,STBD1,Aging,robust,Robust
O95218,ZRANB2,Aging,never_sig,NS
O95278,EPM2A,Aging,never_sig,NS
O95292,VAPB,Aging,robust,Robust
O95298,NDUFC2,Aging,never_sig,NS
O95299,NDUFA10,Aging,never_sig,NS
O95336,PGLS,Aging,never_sig,NS
O95359,TACC2,Aging,never_sig,NS
O95372,LYPLA2,Aging,never_sig,NS
O95373,IPO7,Aging,never_sig,NS
O95376,ARIH2,Aging,never_sig,NS
O95394,PGM3,Aging,never_sig,NS
O95425,SVIL,Aging,imputation_dependent,Conditional
O95433,AHSA1,Aging,imputation_dependent,Conditional
O95479,H6PD,Aging,never_sig,NS
O95563,MPC2,Aging,never_sig,NS
O95571,ETHE1,Aging,never_sig,NS
O95573,ACSL3,Aging,never_sig,NS
O95671,ASMTL,Aging,never_sig,NS
O95674,CDS2,Aging,never_sig,NS
O95721,SNAP29,Aging,never_sig,NS
O95747,OXSR1,Aging,never_sig,NS
O95777,LSM8,Aging,imputation_dependent,Conditional
O95782,AP2A1,Aging,never_sig,NS
O95810,CAVIN2,Aging,never_sig,NS
O95816,BAG2,Aging,never_sig,NS
O95817,BAG3,Aging,never_sig,NS
O95822,MLYCD,Aging,imputation_dependent,Conditional
O95831,AIFM1,Aging,never_sig,NS
O95834,EML2,Aging,never_sig,NS
O95861,BPNT1,Aging,never_sig,NS
O95865,DDAH2,Aging,robust,Robust
O95870,ABHD16A,Aging,imputation_dependent,Conditional
O95881,TXNDC12,Aging,imputation_dependent,Conditional
O95989,NUDT3,Aging,never_sig,NS
O96000,NDUFB10,Aging,never_sig,NS
O96005,CLPTM1,Aging,imputation_dependent,Conditional
O96007,MOCS2,Aging,imputation_dependent,Conditional
O96008,TOMM40,Aging,never_sig,NS
O96011,PEX11B,Aging,never_sig,NS
P00167,CYB5A,Aging,imputation_dependent,Conditional
P00325,ADH1B,Aging,never_sig,NS
P00338,LDHA,Aging,robust,Robust
P00352,ALDH1A1,Aging,never_sig,NS
P00367,GLUD1,Aging,never_sig,NS
P00387,CYB5R3,Aging,never_sig,NS
P00390,GSR,Aging,never_sig,NS
P00395,MT-CO1,Aging,robust,Robust
P00403,MT-CO2,Aging,never_sig,NS
P00414,MT-CO3,Aging,never_sig,NS
P00441,SOD1,Aging,never_sig,NS
P00450,CP,Aging,robust,Robust
P00488,F13A1,Aging,never_sig,NS
P00492,HPRT1,Aging,never_sig,NS
P00505,GOT2,Aging,never_sig,NS
P00558,PGK1,Aging,robust,Robust
P00568,AK1,Aging,never_sig,NS
P00738,HP,Aging,robust,Robust
P00751,CFB,Aging,imputation_dependent,Conditional
P00846,MT-ATP6,Aging,never_sig,NS
P00918,CA2,Aging,imputation_dependent,Conditional
P00966,ASS1,Aging,never_sig,NS
P01009,SERPINA1,Aging,never_sig,NS
P01011,SERPINA3,Aging,never_sig,NS
P01019,AGT,Aging,never_sig,NS
P01023,A2M,Aging,never_sig,NS
P01024,C3,Aging,robust,Robust
P01034,CST3,Aging,never_sig,NS
P01040,CSTA,Aging,never_sig,NS
P01591,JCHAIN,Aging,never_sig,NS
P01619,IGKV3-20,Aging,never_sig,NS
P01780,IGHV3-7,Aging,never_sig,NS
P01834,IGKC,Aging,never_sig,NS
P01857,IGHG1,Aging,never_sig,NS
P01859,IGHG2,Aging,robust,Robust
P01860,IGHG3,Aging,never_sig,NS
P01871,IGHM,Aging,never_sig,NS
P01876,IGHA1,Aging,never_sig,NS
P01889,HLA-B,Aging,never_sig,NS
P01911,HLA-DRB1,Aging,never_sig,NS
P02144,MB,Aging,robust,Robust
P02452,COL1A1,Aging,never_sig,NS
P02461,COL3A1,Aging,never_sig,NS
P02462,COL4A1,Aging,never_sig,NS
P02511,CRYAB,Aging,never_sig,NS
P02533,KRT14,Aging,never_sig,NS
P02545,LMNA,Aging,never_sig,NS
P02585,TNNC2,Aging,never_sig,NS
P02649,APOE,Aging,imputation_dependent,Conditional
P02655,APOC2,Aging,never_sig,NS
P02750,LRG1,Aging,robust,Robust
P02751,FN1,Aging,imputation_dependent,Conditional
