uniprot_id,contrast,max_rank_shift,min_rank,max_rank,sensitive,gene
Q9BPX5,Interaction,1167,894,2061,TRUE,ARPC5L
P61201,Interaction,436,459,895,TRUE,COPS2
Q8NBU5,Interaction,1023,896,1919,TRUE,ATAD1
P46939,Interaction,1185,897,2082,TRUE,UTRN
P18669,Interaction,1468,589,2057,TRUE,PGAM1
P54296,Interaction,1261,664,1925,TRUE,MYOM2
O00399,Interaction,726,255,981,TRUE,DCTN6
Q15370,Interaction,806,901,1707,TRUE,ELOB
P63151,Interaction,488,414,902,TRUE,PPP2R2A
Q8NHH9,Interaction,685,218,903,TRUE,ATL2
P62249,Interaction,1200,849,2049,TRUE,RPS16
Q02543,Interaction,712,895,1607,TRUE,RPL18A
Q15019,Interaction,314,701,1015,TRUE,SEPTIN2
P30520,Interaction,1153,907,2060,TRUE,ADSS2
A3KMH1,Interaction,1192,908,2100,TRUE,VWA8
P05091,Interaction,331,606,937,TRUE,ALDH2
Q13148,Interaction,476,434,910,TRUE,TARDBP
P49841,Interaction,995,859,1854,TRUE,GSK3B
P00846,Interaction,360,825,1185,TRUE,MT-ATP6
Q8N4H5,Interaction,968,874,1842,TRUE,TOMM5
P15259,Interaction,1556,552,2108,TRUE,PGAM2
P00738,Interaction,231,736,967,TRUE,HP
Q9BR76,Interaction,585,868,1453,TRUE,CORO1B
Q9BQ69,Interaction,1367,704,2071,TRUE,MACROD1
Q9HBI1,Interaction,819,918,1737,TRUE,PARVB
Q99497,Interaction,1624,419,2043,TRUE,PARK7
P49257,Interaction,661,259,920,TRUE,LMAN1
P07355,Interaction,626,492,1118,TRUE,ANXA2
Q15637,Interaction,1167,922,2089,TRUE,SF1
P01876,Interaction,362,569,931,TRUE,IGHA1
P60866,Interaction,1102,924,2026,TRUE,RPS20
P13987,Interaction,562,608,1170,TRUE,CD59
P62266,Interaction,1026,926,1952,TRUE,RPS23
Q13442,Interaction,517,410,927,TRUE,PDAP1
O95394,Interaction,463,550,1013,TRUE,PGM3
Q8WW59,Interaction,444,485,929,TRUE,SPRYD4
P01009,Interaction,668,591,1259,TRUE,SERPINA1
Q16881,Interaction,659,272,931,TRUE,TXNRD1
Q9H3K2,Interaction,1044,932,1976,TRUE,GHITM
Q99653,Interaction,478,933,1411,TRUE,CHP1
Q9NZ08,Interaction,332,602,934,TRUE,ERAP1
Q16181,Interaction,311,654,965,TRUE,SEPTIN7
Q14112,Interaction,427,509,936,TRUE,NID2
Q96HC4,Interaction,993,586,1579,TRUE,PDLIM5
P48047,Interaction,1110,686,1796,TRUE,ATP5PO
Q5T4S7,Interaction,525,939,1464,TRUE,UBR4
Q15008,Interaction,340,600,940,TRUE,PSMD6
Q15365,Interaction,968,829,1797,TRUE,PCBP1
P49207,Interaction,308,882,1190,TRUE,RPL34
Q15366,Interaction,598,943,1541,TRUE,PCBP2
Q6P161,Interaction,222,944,1166,TRUE,MRPL54
P52564,Interaction,931,945,1876,TRUE,MAP2K6
P52294,Interaction,458,488,946,TRUE,KPNA1
O75131,Interaction,608,339,947,TRUE,CPNE3
Q15369,Interaction,626,948,1574,TRUE,ELOC
P25705,Interaction,1515,461,1976,TRUE,ATP5F1A
Q8TCD5,Interaction,1184,920,2104,TRUE,NT5C
P48163,Interaction,671,280,951,TRUE,ME1
Q9C0E8,Interaction,391,589,980,TRUE,LNPK
Q15813,Interaction,615,338,953,TRUE,TBCE
P11021,Interaction,623,468,1091,TRUE,HSPA5
Q16851,Interaction,1177,591,1768,TRUE,UGP2
P01860,Interaction,265,691,956,TRUE,IGHG3
Q8IZ83,Interaction,180,893,1073,TRUE,ALDH16A1
Q6NUK1,Interaction,737,947,1684,TRUE,SLC25A24
Q7Z2W9,Interaction,391,615,1006,TRUE,MRPL21
Q12988,Interaction,573,387,960,TRUE,HSPB3
Q8WVM8,Interaction,540,514,1054,TRUE,SCFD1
Q05682,Interaction,622,903,1525,TRUE,CALD1
Q9H845,Interaction,1133,939,2072,TRUE,ACAD9
P63000,Interaction,571,393,964,TRUE,RAC1
P55010,Interaction,860,965,1825,TRUE,EIF5
Q15772,Interaction,265,857,1122,TRUE,SPEG
A8MXV4,Interaction,1044,940,1984,TRUE,NUDT19
Q8IXV7,Interaction,396,572,968,TRUE,KLHDC8B
Q16576,Interaction,1233,863,2096,TRUE,RBBP7
P49720,Interaction,437,533,970,TRUE,PSMB3
P05155,Interaction,797,971,1768,TRUE,SERPING1
Q9UQ80,Interaction,867,972,1839,TRUE,PA2G4
P46109,Interaction,537,973,1510,TRUE,CRKL
P15090,Interaction,1458,317,1775,TRUE,FABP4
Q8IWA4,Interaction,607,921,1528,TRUE,MFN1
Q15181,Interaction,525,451,976,TRUE,PPA1
P43155,Interaction,1384,700,2084,TRUE,CRAT
Q96CV9,Interaction,305,904,1209,TRUE,OPTN
P82675,Interaction,237,929,1166,TRUE,MRPS5
Q8N335,Interaction,1637,408,2045,TRUE,GPD1L
Q9Y4L1,Interaction,667,314,981,TRUE,HYOU1
Q9NR50,Interaction,200,851,1051,TRUE,EIF2B3
Q6P1N9,Interaction,873,183,1056,TRUE,TATDN1
Q9HB71,Interaction,74,925,999,TRUE,CACYBP
P53985,Interaction,134,861,995,TRUE,SLC16A1
Q8N766,Interaction,1063,986,2049,TRUE,EMC1
P05023,Interaction,681,346,1027,TRUE,ATP1A1
Q9P2T1,Interaction,536,452,988,TRUE,GMPR2
Q92616,Interaction,178,989,1167,TRUE,GCN1
Q96QR8,Interaction,147,990,1137,TRUE,PURB
Q15257,Interaction,1079,991,2070,TRUE,PTPA
Q92734,Interaction,555,437,992,TRUE,TFG
P36955,Interaction,873,993,1866,TRUE,SERPINF1
P05556,Interaction,541,453,994,TRUE,ITGB1
P47756,Interaction,1095,995,2090,TRUE,CAPZB
Q9Y3Z3,Interaction,233,763,996,TRUE,SAMHD1
Q15717,Interaction,1084,954,2038,TRUE,ELAVL1
O75351,Interaction,852,959,1811,TRUE,VPS4B
Q08209,Interaction,896,999,1895,TRUE,PPP3CA
P14550,Interaction,1242,530,1772,TRUE,AKR1A1
O00233,Interaction,684,433,1117,TRUE,PSMD9
O00418,Interaction,933,929,1862,TRUE,EEF2K
Q7Z422,Interaction,692,975,1667,TRUE,SZRD1
P61160,Interaction,444,627,1071,TRUE,ACTR2
Q9NZ01,Interaction,1042,1005,2047,TRUE,TECR
Q96FW1,Interaction,246,760,1006,TRUE,OTUB1
P50851,Interaction,579,1007,1586,TRUE,LRBA
O43826,Interaction,359,660,1019,TRUE,SLC37A4
P34897,Interaction,696,1009,1705,TRUE,SHMT2
Q9HBL7,Interaction,1049,1010,2059,TRUE,PLGRKT
Q99643,Interaction,372,674,1046,TRUE,SDHC
Q9UHQ9,Interaction,1210,559,1769,TRUE,CYB5R1
Q9UNS2,Interaction,681,1013,1694,TRUE,COPS3
P49840,Interaction,453,1014,1467,TRUE,GSK3A
P55290,Interaction,657,358,1015,TRUE,CDH13
P19623,Interaction,182,834,1016,TRUE,SRM
Q16821,Interaction,759,1017,1776,TRUE,PPP1R3A
Q03154,Interaction,666,352,1018,TRUE,ACY1
P31040,Interaction,647,874,1521,TRUE,SDHA
Q9NS86,Interaction,835,1020,1855,TRUE,LANCL2
Q9H330,Interaction,554,507,1061,TRUE,TMEM245
O75608,Interaction,651,1022,1673,TRUE,LYPLA1
O00629,Interaction,459,564,1023,TRUE,KPNA4
Q9BVV7,Interaction,522,966,1488,TRUE,TIMM21
Q96C23,Interaction,721,1025,1746,TRUE,GALM
O95563,Interaction,507,519,1026,TRUE,MPC2
Q9Y5P6,Interaction,303,859,1162,TRUE,GMPPB
P05387,Interaction,1085,1028,2113,TRUE,RPLP2
Q92614,Interaction,292,737,1029,TRUE,MYO18A
Q9Y2Q5,Interaction,1075,1030,2105,TRUE,LAMTOR2
P60520,Interaction,1016,1031,2047,TRUE,GABARAPL2
Q13813,Interaction,498,1032,1530,TRUE,SPTAN1
O15400,Interaction,753,406,1159,TRUE,STX7
Q9H9A6,Interaction,365,984,1349,TRUE,LRRC40
O94905,Interaction,1131,948,2079,TRUE,ERLIN2
O14958,Interaction,397,933,1330,TRUE,CASQ2
Q01484,Interaction,864,1037,1901,TRUE,ANK2
Q15582,Interaction,995,842,1837,TRUE,TGFBI
P51812,Interaction,719,1039,1758,TRUE,RPS6KA3
Q6IPR1,Interaction,891,1040,1931,TRUE,ETFRF1
Q9Y376,Interaction,516,1041,1557,TRUE,CAB39
O75223,Interaction,582,1042,1624,TRUE,GGCT
Q9BTV4,Interaction,647,396,1043,TRUE,TMEM43
Q53GG5,Interaction,791,763,1554,TRUE,PDLIM3
P16219,Interaction,517,729,1246,TRUE,ACADS
Q9UQN3,Interaction,1066,1046,2112,TRUE,CHMP2B
P04264,Interaction,788,900,1688,TRUE,KRT1
Q99471,Interaction,567,1048,1615,TRUE,PFDN5
Q00341,Interaction,431,957,1388,TRUE,HDLBP
Q9Y6E2,Interaction,635,415,1050,TRUE,BZW2
P42765,Interaction,660,723,1383,TRUE,ACAA2
P22392,Interaction,921,564,1485,TRUE,NME2
Q8IYQ7,Interaction,814,1053,1867,TRUE,THNSL1
O15305,Interaction,1180,927,2107,TRUE,PMM2
P0DMV8,Interaction,1623,288,1911,TRUE,HSPA1A
Q00577,Interaction,483,612,1095,TRUE,PURA
Q13011,Interaction,621,872,1493,TRUE,ECH1
Q9Y230,Interaction,140,1057,1197,TRUE,RUVBL2
P20073,Interaction,1385,445,1830,TRUE,ANXA7
Q9Y5J9,Interaction,314,1059,1373,TRUE,TIMM8B
P62854,Interaction,821,1061,1882,TRUE,RPS26
P23297,Interaction,769,623,1392,TRUE,S100A1
Q7L2H7,Interaction,807,1063,1870,TRUE,EIF3M
Q9HCP6,Interaction,977,1064,2041,TRUE,HHATL
P23634,Interaction,314,751,1065,TRUE,ATP2B4
P50579,Interaction,155,913,1068,TRUE,METAP2
Q58WW2,Interaction,761,363,1124,TRUE,DCAF6
O14548,Interaction,490,697,1187,TRUE,COX7A2L
Q13884,Interaction,549,1069,1618,TRUE,SNTB1
P62333,Interaction,569,501,1070,TRUE,PSMC6
P22570,Interaction,901,904,1805,TRUE,FDXR
Q9NVE7,Interaction,469,613,1082,TRUE,PANK4
Q9NXR7,Interaction,260,1073,1333,TRUE,BABAM2
Q8NBX0,Interaction,630,1074,1704,TRUE,SCCPDH
Q8WTS6,Interaction,627,448,1075,TRUE,SETD7
P61086,Interaction,392,722,1114,TRUE,UBE2K
P47813,Interaction,572,521,1093,TRUE,EIF1AX
Q15208,Interaction,481,1078,1559,TRUE,STK38
Q9UNZ2,Interaction,709,450,1159,TRUE,NSFL1C
O75369,Interaction,487,899,1386,TRUE,FLNB
P00450,Interaction,229,852,1081,TRUE,CP
Q00G26,Interaction,249,919,1168,TRUE,PLIN5
P02787,Interaction,687,744,1431,TRUE,TF
Q96PE7,Interaction,910,174,1084,TRUE,MCEE
P11216,Interaction,1572,500,2072,TRUE,PYGB
O75347,Interaction,649,437,1086,TRUE,TBCA
Q13838,Interaction,848,1087,1935,TRUE,DDX39B
Q92905,Interaction,758,330,1088,TRUE,COPS5
P53992,Interaction,200,889,1089,TRUE,SEC24C
Q9NSE4,Interaction,576,1090,1666,TRUE,IARS2
Q9GZV1,Interaction,533,873,1406,TRUE,ANKRD2
Q9H9P8,Interaction,797,1092,1889,TRUE,L2HGDH
O43768,Interaction,724,1093,1817,TRUE,ENSA
Q9Y5X3,Interaction,921,173,1094,TRUE,SNX5
P02763,Interaction,296,888,1184,TRUE,ORM1
P62081,Interaction,908,1096,2004,TRUE,RPS7
Q9BRF8,Interaction,397,700,1097,TRUE,CPPED1
P40939,Interaction,1302,673,1975,TRUE,HADHA
Q14558,Interaction,310,935,1245,TRUE,PRPSAP1
P62277,Interaction,946,1100,2046,TRUE,RPS13
Q9H0R4,Interaction,614,1101,1715,TRUE,HDHD2
Q9UNH7,Interaction,990,1102,2092,TRUE,SNX6
Q96FJ2,Interaction,859,1103,1962,TRUE,DYNLL2
P07738,Interaction,1002,1104,2106,TRUE,BPGM
P05455,Interaction,1083,1016,2099,TRUE,SSB
Q7L5N1,Interaction,777,329,1106,TRUE,COPS6
Q8IWL3,Interaction,774,1107,1881,TRUE,HSCB
Q9NQW7,Interaction,800,349,1149,TRUE,XPNPEP1
O43633,Interaction,403,706,1109,TRUE,CHMP2A
P26885,Interaction,746,1110,1856,TRUE,FKBP2
P15088,Interaction,784,1111,1895,TRUE,CPA3
P07437,Interaction,1375,651,2026,TRUE,TUBB
P00441,Interaction,1151,769,1920,TRUE,SOD1
P15374,Interaction,408,1114,1522,TRUE,UCHL3
P07900,Interaction,1178,826,2004,TRUE,HSP90AA1
Q96AQ6,Interaction,587,716,1303,TRUE,PBXIP1
P04844,Interaction,324,793,1117,TRUE,RPN2
Q16774,Interaction,871,943,1814,TRUE,GUK1
Q6DKJ4,Interaction,547,755,1302,TRUE,NXN
Q6IQ26,Interaction,364,1120,1484,TRUE,DENND5A
A6NDG6,Interaction,836,285,1121,TRUE,PGP
O75128,Interaction,852,1122,1974,TRUE,COBL
Q9H2H8,Interaction,546,592,1138,TRUE,PPIL3
Q6YN16,Interaction,1031,1053,2084,TRUE,HSDL2
P14672,Interaction,272,861,1133,TRUE,SLC2A4
O14841,Interaction,580,1126,1706,TRUE,OPLAH
Q9BRG1,Interaction,160,980,1140,TRUE,VPS25
Q16762,Interaction,594,534,1128,TRUE,TST
P25311,Interaction,902,227,1129,TRUE,AZGP1
P49755,Interaction,820,310,1130,TRUE,TMED10
Q8TDX7,Interaction,587,1131,1718,TRUE,NEK7
Q96EY1,Interaction,667,1132,1799,TRUE,DNAJA3
P61970,Interaction,871,596,1467,TRUE,NUTF2
Q5VTT5,Interaction,711,1133,1844,TRUE,MYOM3
Q8NCW5,Interaction,803,438,1241,TRUE,NAXE
Q9H993,Interaction,1108,28,1136,TRUE,ARMT1
Q9UNF0,Interaction,898,1029,1927,TRUE,PACSIN2
O43399,Interaction,729,1138,1867,TRUE,TPD52L2
P51687,Interaction,615,524,1139,TRUE,SUOX
Q08623,Interaction,920,1140,2060,TRUE,PUDP
P46977,Interaction,319,822,1141,TRUE,STT3A
P54136,Interaction,806,336,1142,TRUE,RARS1
Q8NBN7,Interaction,842,1026,1868,TRUE,RDH13
P30044,Interaction,1008,724,1732,TRUE,PRDX5
A8MU46,Interaction,266,917,1183,TRUE,SMTNL1
P14618,Interaction,1417,668,2085,TRUE,PKM
P31942,Interaction,926,1077,2003,TRUE,HNRNPH3
Q96IV0,Interaction,905,1148,2053,TRUE,NGLY1
Q96CT7,Interaction,849,395,1244,TRUE,CCDC124
P50502,Interaction,984,598,1582,TRUE,ST13
O60888,Interaction,792,359,1151,TRUE,CUTA
Q8N3V7,Interaction,519,1152,1671,TRUE,SYNPO
P07195,Interaction,402,994,1396,TRUE,LDHB
P56192,Interaction,871,1154,2025,TRUE,MARS1
P62072,Interaction,526,629,1155,TRUE,TIMM10
Q8NI37,Interaction,444,1128,1572,TRUE,PPTC7
P60602,Interaction,540,617,1157,TRUE,ROMO1
P46777,Interaction,945,1158,2103,TRUE,RPL5
Q13617,Interaction,503,656,1159,TRUE,CUL2
P62701,Interaction,549,1160,1709,TRUE,RPS4X
P05198,Interaction,651,510,1161,TRUE,EIF2S1
Q86VX2,Interaction,638,1162,1800,TRUE,COMMD7
Q9BW30,Interaction,494,669,1163,TRUE,TPPP3
P16930,Interaction,657,507,1164,TRUE,FAH
P13804,Interaction,749,864,1613,TRUE,ETFA
P03928,Interaction,519,647,1166,TRUE,MT-ATP8
Q86VP6,Interaction,693,474,1167,TRUE,CAND1
P23142,Interaction,98,1136,1234,TRUE,FBLN1
O00429,Interaction,627,542,1169,TRUE,DNM1L
P62140,Interaction,899,1170,2069,TRUE,PPP1CB
P60900,Interaction,600,708,1308,TRUE,PSMA6
P13693,Interaction,1024,985,2009,TRUE,TPT1
Q99436,Interaction,446,727,1173,TRUE,PSMB7
Q9NXA8,Interaction,906,268,1174,TRUE,SIRT5
Q9NZJ6,Interaction,574,1175,1749,TRUE,COQ3
P05787,Interaction,652,1176,1828,TRUE,KRT8
P52815,Interaction,319,1177,1496,TRUE,MRPL12
Q93100,Interaction,629,1178,1807,TRUE,PHKB
Q9BRA2,Interaction,724,1086,1810,TRUE,TXNDC17
O15061,Interaction,346,834,1180,TRUE,SYNM
Q9UN37,Interaction,810,371,1181,TRUE,VPS4A
P16083,Interaction,674,1182,1856,TRUE,NQO2
Q9H0P0,Interaction,793,560,1353,TRUE,NT5C3A
P51649,Interaction,736,1184,1920,TRUE,ALDH5A1
P63241,Interaction,858,916,1774,TRUE,EIF5A
Q86UT6,Interaction,688,538,1226,TRUE,NLRX1
P27105,Interaction,436,1187,1623,TRUE,STOM
P50914,Interaction,173,1015,1188,TRUE,RPL14
Q7Z2K6,Interaction,358,1189,1547,TRUE,ERMP1
P21912,Interaction,999,840,1839,TRUE,SDHB
O75208,Interaction,1129,884,2013,TRUE,COQ9
P08670,Interaction,1070,997,2067,TRUE,VIM
P04792,Interaction,1034,779,1813,TRUE,HSPB1
P62917,Interaction,902,1194,2096,TRUE,RPL8
Q86SX6,Interaction,593,996,1589,TRUE,GLRX5
Q14624,Interaction,706,1196,1902,TRUE,ITIH4
Q9P2X0,Interaction,310,936,1246,TRUE,DPM3
P35052,Interaction,414,900,1314,TRUE,GPC1
P07858,Interaction,615,1199,1814,TRUE,CTSB
P20962,Interaction,1093,107,1200,TRUE,PTMS
Q9NP74,Interaction,552,721,1273,TRUE,PALMD
Q5D862,Interaction,549,1190,1739,TRUE,FLG2
Q09666,Interaction,952,574,1526,TRUE,AHNAK
Q8WW12,Interaction,540,1204,1744,TRUE,PCNP
Q86U28,Interaction,311,1126,1437,TRUE,ISCA2
P51991,Interaction,537,1155,1692,TRUE,HNRNPA3
Q9UDW1,Interaction,1219,862,2081,TRUE,UQCR10
P17931,Interaction,229,979,1208,TRUE,LGALS3
Q96CM8,Interaction,569,1209,1778,TRUE,ACSF2
Q8N3K9,Interaction,1162,656,1818,TRUE,CMYA5
P20807,Interaction,760,1211,1971,TRUE,CAPN3
P51452,Interaction,1053,932,1985,TRUE,DUSP3
P21817,Interaction,777,761,1538,TRUE,RYR1
Q13057,Interaction,804,1099,1903,TRUE,COASY
Q9H8H3,Interaction,669,546,1215,TRUE,METTL7A
P43007,Interaction,195,1164,1359,TRUE,SLC1A4
P56385,Interaction,982,796,1778,TRUE,ATP5ME
O60613,Interaction,520,1094,1614,TRUE,SELENOF
P61163,Interaction,609,610,1219,TRUE,ACTR1A
P51858,Interaction,564,656,1220,TRUE,HDGF
Q9NVD7,Interaction,322,899,1221,TRUE,PARVA
Q15119,Interaction,934,735,1669,TRUE,PDK2
Q14165,Interaction,503,1223,1726,TRUE,MLEC
Q8TAT6,Interaction,417,1124,1541,TRUE,NPLOC4
Q13505,Interaction,704,1170,1874,TRUE,MTX1
O95861,Interaction,757,648,1405,TRUE,BPNT1
Q9BSJ8,Interaction,574,653,1227,TRUE,ESYT1
O00299,Interaction,837,391,1228,TRUE,CLIC1
P25787,Interaction,580,649,1229,TRUE,PSMA2
Q96DB5,Interaction,534,1230,1764,TRUE,RMDN1
Q9Y237,Interaction,597,674,1271,TRUE,PIN4
Q5JSH3,Interaction,696,1210,1906,TRUE,WDR44
Q01432,Interaction,876,1136,2012,TRUE,AMPD3
Q96RP9,Interaction,909,1146,2055,TRUE,GFM1
P08603,Interaction,877,1199,2076,TRUE,CFH
P83111,Interaction,377,1236,1613,TRUE,LACTB
P11532,Interaction,694,543,1237,TRUE,DMD
P49368,Interaction,574,664,1238,TRUE,CCT3
Q7Z6Z7,Interaction,689,550,1239,TRUE,HUWE1
Q9NQX3,Interaction,378,923,1301,TRUE,GPHN
P04080,Interaction,981,1015,1996,TRUE,CSTB
O00757,Interaction,627,1039,1666,TRUE,FBP2
O43488,Interaction,514,1243,1757,TRUE,AKR7A2
Q709C8,Interaction,332,1128,1460,TRUE,VPS13C
Q13126,Interaction,580,1151,1731,TRUE,MTAP
O00505,Interaction,649,597,1246,TRUE,KPNA3
Q9Y6C9,Interaction,652,1206,1858,TRUE,MTCH2
Q8TB45,Interaction,593,1248,1841,TRUE,DEPTOR
Q6P1A2,Interaction,517,1249,1766,TRUE,LPCAT3
Q05639,Interaction,1151,788,1939,TRUE,EEF1A2
Q9Y4E8,Interaction,1039,353,1392,TRUE,USP15
O95479,Interaction,613,639,1252,TRUE,H6PD
Q9UM54,Interaction,1129,976,2105,TRUE,MYO6
P17858,Interaction,801,937,1738,TRUE,PFKL
Q8WUM4,Interaction,848,407,1255,TRUE,PDCD6IP
Q14980,Interaction,697,1134,1831,TRUE,NUMA1
P22307,Interaction,863,1063,1926,TRUE,SCP2
O95822,Interaction,857,1175,2032,TRUE,MLYCD
Q13619,Interaction,556,737,1293,TRUE,CUL4A
P29992,Interaction,885,1121,2006,TRUE,GNA11
Q9UJW0,Interaction,566,1261,1827,TRUE,DCTN4
Q13698,Interaction,707,555,1262,TRUE,CACNA1S
Q15121,Interaction,599,1199,1798,TRUE,PEA15
Q9UMY4,Interaction,102,1215,1317,TRUE,SNX12
Q96S19,Interaction,707,1265,1972,TRUE,METTL26
P01857,Interaction,679,1004,1683,TRUE,IGHG1
P29144,Interaction,646,621,1267,TRUE,TPP2
P49585,Interaction,832,1125,1957,TRUE,PCYT1A
Q9UGL1,Interaction,331,1269,1600,TRUE,KDM5B
P20020,Interaction,646,1270,1916,TRUE,ATP2B1
Q9H2S6,Interaction,722,707,1429,TRUE,TNMD
Q9UM22,Interaction,656,1272,1928,TRUE,EPDR1
Q9NP79,Interaction,937,336,1273,TRUE,VTA1
P21281,Interaction,910,364,1274,TRUE,ATP6V1B2
P46459,Interaction,784,1275,2059,TRUE,NSF
Q9Y450,Interaction,847,1011,1858,TRUE,HBS1L
P52209,Interaction,685,592,1277,TRUE,PGD
Q07960,Interaction,944,1111,2055,TRUE,ARHGAP1
O43852,Interaction,666,613,1279,TRUE,CALU
P60174,Interaction,1194,774,1968,TRUE,TPI1
P35270,Interaction,847,434,1281,TRUE,SPR
P30740,Interaction,696,586,1282,TRUE,SERPINB1
Q8N5G0,Interaction,814,1283,2097,TRUE,SMIM20
P00751,Interaction,116,1188,1304,TRUE,CFB
Q9H3N1,Interaction,219,1137,1356,TRUE,TMX1
Q15056,Interaction,449,1233,1682,TRUE,EIF4H
P26583,Interaction,218,1069,1287,TRUE,HMGB2
Q9NP81,Interaction,348,975,1323,TRUE,SARS2
O43396,Interaction,803,486,1289,TRUE,TXNL1
Q2TAA2,Interaction,890,400,1290,TRUE,IAH1
P30050,Interaction,818,1291,2109,TRUE,RPL12
Q13724,Interaction,364,1292,1656,TRUE,MOGS
P62495,Interaction,298,1125,1423,TRUE,ETF1
Q9Y613,Interaction,927,367,1294,TRUE,FHOD1
P09417,Interaction,741,1163,1904,TRUE,QDPR
Q96S96,Interaction,694,1296,1990,TRUE,PEBP4
P30533,Interaction,935,1162,2097,TRUE,LRPAP1
Q96DC8,Interaction,627,671,1298,TRUE,ECHDC3
P50991,Interaction,706,593,1299,TRUE,CCT4
P00918,Interaction,1251,715,1966,TRUE,CA2
Q16773,Interaction,800,1301,2101,TRUE,KYAT1
A1L4K1,Interaction,715,1302,2017,TRUE,FSD2
P68366,Interaction,1080,837,1917,TRUE,TUBA4A
P41252,Interaction,760,1241,2001,TRUE,IARS1
P43490,Interaction,651,1305,1956,TRUE,NAMPT
P48509,Interaction,444,882,1326,TRUE,CD151
Q9NVH1,Interaction,741,1256,1997,TRUE,DNAJC11
Q96L96,Interaction,566,1288,1854,TRUE,ALPK3
O14737,Interaction,794,515,1309,TRUE,PDCD5
O15143,Interaction,727,1295,2022,TRUE,ARPC1B
Q9NPF4,Interaction,317,1311,1628,TRUE,OSGEP
Q9Y5L4,Interaction,399,1312,1711,TRUE,TIMM13
P11177,Interaction,1297,712,2009,TRUE,PDHB
O75928,Interaction,749,1160,1909,TRUE,PIAS2
Q9UIA9,Interaction,1213,119,1332,TRUE,XPO7
P09913,Interaction,988,867,1855,TRUE,IFIT2
P40429,Interaction,240,1082,1322,TRUE,RPL13A
Q96C01,Interaction,655,1318,1973,TRUE,FAM136A
Q13557,Interaction,954,1144,2098,TRUE,CAMK2D
Q13228,Interaction,783,876,1659,TRUE,SELENBP1
P56134,Interaction,1140,752,1892,TRUE,ATP5MF
P06454,Interaction,753,1291,2044,TRUE,PTMA
Q9H444,Interaction,661,662,1323,TRUE,CHMP4B
P01911,Interaction,386,1324,1710,TRUE,HLA-DRB1
Q8IYB8,Interaction,609,1223,1832,TRUE,SUPV3L1
Q9P0L0,Interaction,629,697,1326,TRUE,VAPA
O43747,Interaction,343,1287,1630,TRUE,AP1G1
P51148,Interaction,544,1328,1872,TRUE,RAB5C
Q6IQ22,Interaction,881,448,1329,TRUE,RAB12
P32119,Interaction,1432,241,1673,TRUE,PRDX2
Q96MG2,Interaction,793,726,1519,TRUE,JSRP1
Q9Y5M8,Interaction,585,756,1341,TRUE,SRPRB
O43561,Interaction,930,1158,2088,TRUE,LAT
Q9HDC5,Interaction,292,1334,1626,TRUE,JPH1
P42167,Interaction,825,1229,2054,TRUE,TMPO
Q13162,Interaction,740,1336,2076,TRUE,PRDX4
Q16186,Interaction,1055,282,1337,TRUE,ADRM1
P13489,Interaction,1161,511,1672,TRUE,RNH1
O00330,Interaction,915,559,1474,TRUE,PDHX
P84103,Interaction,597,1340,1937,TRUE,SRSF3
O14732,Interaction,412,1341,1753,TRUE,IMPA2
P43897,Interaction,588,1265,1853,TRUE,TSFM
Q99487,Interaction,621,722,1343,TRUE,PAFAH2
Q9UMS6,Interaction,621,750,1371,TRUE,SYNPO2
Q86VD7,Interaction,232,1345,1577,TRUE,SLC25A42
Q6JBY9,Interaction,691,655,1346,TRUE,RCSD1
P49411,Interaction,611,1141,1752,TRUE,TUFM
P24298,Interaction,532,1348,1880,TRUE,GPT
P48637,Interaction,900,449,1349,TRUE,GSS
Q6QEF8,Interaction,576,775,1351,TRUE,CORO6
Q01469,Interaction,621,1351,1972,TRUE,FABP5
P51659,Interaction,426,1051,1477,TRUE,HSD17B4
P49721,Interaction,703,650,1353,TRUE,PSMB2
Q06432,Interaction,413,941,1354,TRUE,CACNG1
Q13586,Interaction,547,808,1355,TRUE,STIM1
Q9Y5Z7,Interaction,716,1356,2072,TRUE,HCFC2
P33121,Interaction,1035,906,1941,TRUE,ACSL1
P46781,Interaction,428,1358,1786,TRUE,RPS9
P30626,Interaction,584,1325,1909,TRUE,SRI
Q96C90,Interaction,957,492,1449,TRUE,PPP1R14B
P01040,Interaction,746,1348,2094,TRUE,CSTA
P61088,Interaction,387,1229,1616,TRUE,UBE2N
P48449,Interaction,408,960,1368,TRUE,LSS
P49354,Interaction,796,1266,2062,TRUE,FNTA
P37108,Interaction,573,792,1365,TRUE,SRP14
Q9ULA0,Interaction,744,1131,1875,TRUE,DNPEP
P31946,Interaction,646,963,1609,TRUE,YWHAB
P14174,Interaction,1017,824,1841,TRUE,MIF
P28070,Interaction,739,630,1369,TRUE,PSMB4
P14621,Interaction,1156,830,1986,TRUE,ACYP2
P35914,Interaction,554,817,1371,TRUE,HMGCL
P15170,Interaction,877,636,1513,TRUE,GSPT1
P61604,Interaction,779,1100,1879,TRUE,HSPE1
P53999,Interaction,1125,927,2052,TRUE,SUB1
Q96RL7,Interaction,174,1263,1437,TRUE,VPS13A
Q99798,Interaction,1165,605,1770,TRUE,ACO2
Q16740,Interaction,480,992,1472,TRUE,CLPP
Q9BZV1,Interaction,866,1215,2081,TRUE,UBXN6
Q5SSJ5,Interaction,301,1379,1680,TRUE,HP1BP3
O43684,Interaction,248,1380,1628,TRUE,BUB3
