uniprot_id,contrast,max_rank_shift,min_rank,max_rank,sensitive,gene
Q13263,Training_Young,309,1695,2004,TRUE,TRIM28
P38117,Training_Young,526,1423,1949,TRUE,ETFB
Q96CV9,Training_Young,574,1419,1993,TRUE,OPTN
P28289,Training_Young,124,1914,2038,TRUE,TMOD1
Q13418,Training_Young,1398,554,1952,TRUE,ILK
P02649,Training_Young,247,1848,2095,TRUE,APOE
Q9NVE7,Training_Young,1085,920,2005,TRUE,PANK4
P51665,Training_Young,1384,571,1955,TRUE,PSMD7
P46777,Training_Young,756,1334,2090,TRUE,RPL5
Q13061,Training_Young,715,1272,1987,TRUE,TRDN
Q12955,Training_Young,687,1392,2079,TRUE,ANK3
Q9UIC8,Training_Young,1375,584,1959,TRUE,LCMT1
P23142,Training_Young,447,1513,1960,TRUE,FBLN1
Q9Y2R0,Training_Young,756,1354,2110,TRUE,COA3
P15090,Training_Young,1026,936,1962,TRUE,FABP4
P21817,Training_Young,944,1086,2030,TRUE,RYR1
P13535,Training_Young,128,1964,2092,TRUE,MYH8
O75131,Training_Young,1418,547,1965,TRUE,CPNE3
Q5HYK3,Training_Young,1162,804,1966,TRUE,COQ5
Q99497,Training_Young,1325,642,1967,TRUE,PARK7
Q8NE71,Training_Young,1105,863,1968,TRUE,ABCF1
Q15102,Training_Young,731,1242,1973,TRUE,PAFAH1B3
P46734,Training_Young,1395,575,1970,TRUE,MAP2K3
P48637,Training_Young,1269,702,1971,TRUE,GSS
Q86X76,Training_Young,778,1243,2021,TRUE,NIT1
P04075,Training_Young,1379,646,2025,TRUE,ALDOA
Q9BY44,Training_Young,340,1682,2022,TRUE,EIF2A
P12955,Training_Young,1693,412,2105,TRUE,PEPD
Q96C01,Training_Young,243,1783,2026,TRUE,FAM136A
O14556,Training_Young,536,1441,1977,TRUE,GAPDHS
P23109,Training_Young,325,1653,1978,TRUE,AMPD1
P11182,Training_Young,863,1245,2108,TRUE,DBT
Q9H299,Training_Young,1068,1032,2100,TRUE,SH3BGRL3
P60228,Training_Young,930,1065,1995,TRUE,EIF3E
P12235,Training_Young,888,1208,2096,TRUE,SLC25A4
Q99487,Training_Young,962,1110,2072,TRUE,PAFAH2
P13929,Training_Young,1263,721,1984,TRUE,ENO3
Q15843,Training_Young,914,1153,2067,TRUE,NEDD8
Q9Y224,Training_Young,396,1631,2027,TRUE,RTRAF
Q96GK7,Training_Young,620,1408,2028,TRUE,FAHD2A
P61247,Training_Young,1044,956,2000,TRUE,RPS3A
P20929,Training_Young,302,1687,1989,TRUE,NEB
P00918,Training_Young,763,1297,2060,TRUE,CA2
Q9UQM7,Training_Young,549,1538,2087,TRUE,CAMK2A
P45381,Training_Young,251,1741,1992,TRUE,ASPA
P05386,Training_Young,873,1120,1993,TRUE,RPLP1
P09960,Training_Young,1156,838,1994,TRUE,LTA4H
O00483,Training_Young,881,1212,2093,TRUE,NDUFA4
P21912,Training_Young,874,1224,2098,TRUE,SDHB
Q08722,Training_Young,1217,780,1997,TRUE,CD47
Q9Y2Z9,Training_Young,1148,850,1998,TRUE,COQ6
P62195,Training_Young,1544,455,1999,TRUE,PSMC5
P35749,Training_Young,487,1513,2000,TRUE,MYH11
Q6PCB7,Training_Young,967,1034,2001,TRUE,SLC27A1
Q13825,Training_Young,1001,1090,2091,TRUE,AUH
P09104,Training_Young,1173,874,2047,TRUE,ENO2
P60891,Training_Young,914,1090,2004,TRUE,PRPS1
A2RTX5,Training_Young,381,1701,2082,TRUE,TARS3
P10301,Training_Young,1164,842,2006,TRUE,RRAS
P10253,Training_Young,1048,959,2007,TRUE,GAA
Q9H7Z7,Training_Young,1226,782,2008,TRUE,PTGES2
O95336,Training_Young,429,1580,2009,TRUE,PGLS
Q8IVN3,Training_Young,425,1677,2102,TRUE,MUSTN1
P49755,Training_Young,1230,781,2011,TRUE,TMED10
O75534,Training_Young,1202,810,2012,TRUE,CSDE1
P33121,Training_Young,861,1219,2080,TRUE,ACSL1
P30046,Training_Young,737,1305,2042,TRUE,DDT
Q9UIJ7,Training_Young,446,1569,2015,TRUE,AK3
Q04941,Training_Young,830,1276,2106,TRUE,PLP2
Q7Z698,Training_Young,336,1681,2017,TRUE,SPRED2
Q9UBB4,Training_Young,1135,883,2018,TRUE,ATXN10
Q9UKY7,Training_Young,754,1265,2019,TRUE,CDV3
P61769,Training_Young,713,1307,2020,TRUE,B2M
P04899,Training_Young,1302,719,2021,TRUE,GNAI2
Q9BS92,Training_Young,641,1381,2022,TRUE,NIPSNAP3B
Q06124,Training_Young,1115,959,2074,TRUE,PTPN11
P40939,Training_Young,1045,979,2024,TRUE,HADHA
O75436,Training_Young,1345,713,2058,TRUE,VPS26A
P20807,Training_Young,1052,974,2026,TRUE,CAPN3
P55884,Training_Young,1261,766,2027,TRUE,EIF3B
Q92947,Training_Young,495,1533,2028,TRUE,GCDH
Q9BPX6,Training_Young,586,1445,2031,TRUE,MICU1
P14649,Training_Young,401,1698,2099,TRUE,MYL6B
P62750,Training_Young,867,1164,2031,TRUE,RPL23A
P23588,Training_Young,1388,644,2032,TRUE,EIF4B
Q8WUM0,Training_Young,336,1768,2104,TRUE,NUP133
P02655,Training_Young,541,1493,2034,TRUE,APOC2
Q9NQP4,Training_Young,1078,995,2073,TRUE,PFDN4
Q8N4T8,Training_Young,922,1114,2036,TRUE,CBR4
Q9UBT2,Training_Young,1438,599,2037,TRUE,UBA2
P11277,Training_Young,1021,1017,2038,TRUE,SPTB
Q9GZT9,Training_Young,942,1159,2101,TRUE,EGLN1
Q96DB5,Training_Young,1348,692,2040,TRUE,RMDN1
Q02978,Training_Young,672,1369,2041,TRUE,SLC25A11
Q96AC1,Training_Young,1017,1025,2042,TRUE,FERMT2
Q7L1Q6,Training_Young,884,1159,2043,TRUE,BZW1
Q99733,Training_Young,1520,524,2044,TRUE,NAP1L4
P51991,Training_Young,321,1724,2045,TRUE,HNRNPA3
Q5XKP0,Training_Young,819,1227,2046,TRUE,MICOS13
Q15286,Training_Young,1311,736,2047,TRUE,RAB35
P16615,Training_Young,1397,687,2084,TRUE,ATP2A2
P53999,Training_Young,1478,574,2052,TRUE,SUB1
P67775,Training_Young,1320,754,2074,TRUE,PPP2CA
Q7LBR1,Training_Young,773,1295,2068,TRUE,CHMP1B
Q9H496,Training_Young,91,1965,2056,TRUE,TOR1AIP2
P21281,Training_Young,1512,541,2053,TRUE,ATP6V1B2
P08697,Training_Young,296,1758,2054,TRUE,SERPINF2
Q86V88,Training_Young,244,1811,2055,TRUE,MDP1
Q9NPF4,Training_Young,218,1838,2056,TRUE,OSGEP
P84090,Training_Young,505,1559,2064,TRUE,ERH
Q15111,Training_Young,238,1859,2097,TRUE,PLCL1
Q96K76,Training_Young,430,1629,2059,TRUE,USP47
P08559,Training_Young,1180,880,2060,TRUE,PDHA1
P35270,Training_Young,1304,757,2061,TRUE,SPR
Q9BT78,Training_Young,1381,681,2062,TRUE,COPS4
P13611,Training_Young,1627,436,2063,TRUE,VCAN
P13804,Training_Young,704,1360,2064,TRUE,ETFA
P30626,Training_Young,1316,749,2065,TRUE,SRI
P51858,Training_Young,1191,875,2066,TRUE,HDGF
Q96DH6,Training_Young,776,1291,2067,TRUE,MSI2
Q9Y5J9,Training_Young,408,1701,2109,TRUE,TIMM8B
P62269,Training_Young,1136,933,2069,TRUE,RPS18
Q8NCW5,Training_Young,1287,801,2088,TRUE,NAXE
P49427,Training_Young,457,1619,2076,TRUE,CDC34
Q68DQ2,Training_Young,271,1840,2111,TRUE,CRYBG3
Q9UN36,Training_Young,993,1118,2111,TRUE,NDRG2
Q15714,Training_Young,291,1795,2086,TRUE,TSC22D1
P51148,Training_Young,937,1138,2075,TRUE,RAB5C
Q9BSJ8,Training_Young,907,1169,2076,TRUE,ESYT1
P04843,Training_Young,1418,659,2077,TRUE,RPN1
Q9UK41,Training_Young,946,1139,2085,TRUE,VPS28
P53384,Training_Young,776,1303,2079,TRUE,NUBP1
Q9NSE4,Training_Young,1292,788,2080,TRUE,IARS2
Q13310,Training_Young,1251,830,2081,TRUE,PABPC4
P33992,Training_Young,699,1383,2082,TRUE,MCM5
P09622,Training_Young,1224,859,2083,TRUE,DLD
P46977,Training_Young,930,1154,2084,TRUE,STT3A
P52943,Training_Young,500,1585,2085,TRUE,CRIP2
Q9Y2B0,Training_Young,423,1675,2098,TRUE,CNPY2
Q9Y4W6,Training_Young,1226,861,2087,TRUE,AFG3L2
P84098,Training_Young,913,1175,2088,TRUE,RPL19
P48426,Training_Young,510,1579,2089,TRUE,PIP4K2A
P35221,Training_Young,851,1239,2090,TRUE,CTNNA1
Q86WU2,Training_Young,326,1765,2091,TRUE,LDHD
Q00577,Training_Young,1220,872,2092,TRUE,PURA
P17540,Training_Young,892,1201,2093,TRUE,CKMT2
Q9NQ50,Training_Young,563,1531,2094,TRUE,MRPL40
Q9Y508,Training_Young,1644,451,2095,TRUE,RNF114
Q9H3H3,Training_Young,834,1262,2096,TRUE,C11orf68
P05141,Training_Young,1386,713,2099,TRUE,SLC25A5
O95218,Training_Young,74,2024,2098,TRUE,ZRANB2
P52565,Training_Young,1163,940,2103,TRUE,ARHGDIA
Q5SSJ5,Training_Young,1009,1091,2100,TRUE,HP1BP3
Q13555,Training_Young,1247,854,2101,TRUE,CAMK2G
Q9UBI6,Training_Young,1537,565,2102,TRUE,GNG12
P08865,Training_Young,1166,937,2103,TRUE,RPSA
P49841,Training_Young,886,1218,2104,TRUE,GSK3B
A3KMH1,Training_Young,855,1250,2105,TRUE,VWA8
Q04637,Training_Young,1620,486,2106,TRUE,EIF4G1
O43747,Training_Young,205,1902,2107,TRUE,AP1G1
Q12931,Training_Young,1355,753,2108,TRUE,TRAP1
P37108,Training_Young,1071,1038,2109,TRUE,SRP14
Q13445,Training_Young,723,1387,2110,TRUE,TMED1
Q9UPQ0,Training_Young,669,1442,2111,TRUE,LIMCH1
Q9NWV8,Training_Young,743,1369,2112,TRUE,BABAM1
Q9NWU5,Training_Young,814,1299,2113,TRUE,MRPL22
O15144,Training_Young,0,2114,2114,FALSE,ARPC2
O15264,Training_Young,0,2115,2115,FALSE,MAPK13
O94811,Training_Young,0,2116,2116,FALSE,TPPP
P08621,Training_Young,0,2117,2117,FALSE,SNRNP70
Q15847,Training_Young,0,2118,2118,FALSE,ADIRF
Q7LG56,Training_Young,0,2119,2119,FALSE,RRM2B
Q96Q83,Training_Young,0,2120,2120,FALSE,ALKBH3
Q9BS40,Training_Young,0,2121,2121,FALSE,LXN
Q9C0C9,Training_Young,0,2122,2122,FALSE,UBE2O
Q9HA77,Training_Young,0,2123,2123,FALSE,CARS2
Q9Y697,Training_Young,0,2124,2124,FALSE,NFS1
P00492,Training_Old,1,1,2,FALSE,HPRT1
Q16658,Training_Old,1,1,2,FALSE,FSCN1
Q07960,Training_Old,9,3,12,FALSE,ARHGAP1
Q9ULP9,Training_Old,6,3,9,FALSE,TBC1D24
Q99447,Training_Old,10,4,14,FALSE,PCYT2
P46940,Training_Old,11,6,17,FALSE,IQGAP1
Q13557,Training_Old,5,5,10,FALSE,CAMK2D
P12429,Training_Old,15,6,21,FALSE,ANXA3
Q9H4G4,Training_Old,6,3,9,FALSE,GLIPR2
Q14714,Training_Old,54,10,64,TRUE,SSPN
Q9Y4G6,Training_Old,163,11,174,TRUE,TLN2
Q13203,Training_Old,9,3,12,FALSE,MYBPH
Q15746,Training_Old,9,4,13,FALSE,MYLK
Q8WXH0,Training_Old,38,8,46,FALSE,SYNE2
O15143,Training_Old,5,10,15,FALSE,ARPC1B
O43760,Training_Old,32,16,48,FALSE,SYNGR2
Q02252,Training_Old,51,17,68,TRUE,ALDH6A1
Q86TP1,Training_Old,165,18,183,TRUE,PRUNE1
P62841,Training_Old,12,12,24,FALSE,RPS15
Q6PCB7,Training_Old,64,12,76,TRUE,SLC27A1
P51608,Training_Old,112,21,133,TRUE,MECP2
P13796,Training_Old,19,20,39,FALSE,LCP1
Q9UMS0,Training_Old,80,23,103,TRUE,NFU1
P13611,Training_Old,90,18,108,TRUE,VCAN
O94811,Training_Old,50,16,66,FALSE,TPPP
O75348,Training_Old,346,25,371,TRUE,ATP6V1G1
P51668,Training_Old,89,26,115,TRUE,UBE2D1
P62753,Training_Old,11,26,37,FALSE,RPS6
P49411,Training_Old,84,25,109,TRUE,TUFM
Q86VD7,Training_Old,24,6,30,FALSE,SLC25A42
Q8NBS9,Training_Old,52,31,83,TRUE,TXNDC5
O43852,Training_Old,61,29,90,TRUE,CALU
P46019,Training_Old,13,20,33,FALSE,PHKA2
P35268,Training_Old,10,30,40,FALSE,RPL22
P63172,Training_Old,37,35,72,FALSE,DYNLT1
P25325,Training_Old,182,25,207,TRUE,MPST
Q13564,Training_Old,96,26,122,TRUE,NAE1
P83731,Training_Old,31,7,38,FALSE,RPL24
P28482,Training_Old,109,39,148,TRUE,MAPK1
P26038,Training_Old,91,40,131,TRUE,MSN
P02795,Training_Old,12,33,45,FALSE,MT2A
Q5JWF2,Training_Old,169,42,211,TRUE,GNAS
P22352,Training_Old,88,38,126,TRUE,GPX3
Q5XPI4,Training_Old,333,44,377,TRUE,RNF123
Q9H1R3,Training_Old,26,19,45,FALSE,MYLK2
P37802,Training_Old,33,28,61,FALSE,TAGLN2
Q8TD30,Training_Old,39,27,66,FALSE,GPT2
P00966,Training_Old,23,25,48,FALSE,ASS1
Q8NHH9,Training_Old,15,39,54,FALSE,ATL2
P50461,Training_Old,28,29,57,FALSE,CSRP3
Q9H0W9,Training_Old,91,36,127,TRUE,C11orf54
P06396,Training_Old,61,13,74,TRUE,GSN
P00325,Training_Old,32,23,55,FALSE,ADH1B
Q99584,Training_Old,45,24,69,FALSE,S100A13
Q9BTZ2,Training_Old,16,39,55,FALSE,DHRS4
P42167,Training_Old,63,53,116,TRUE,TMPO
P48643,Training_Old,133,57,190,TRUE,CCT5
P07437,Training_Old,125,44,169,TRUE,TUBB
Q8TCU6,Training_Old,44,15,59,FALSE,PREX1
P54725,Training_Old,335,60,395,TRUE,RAD23A
P17931,Training_Old,39,33,72,FALSE,LGALS3
P19075,Training_Old,27,60,87,FALSE,TSPAN8
P63220,Training_Old,43,44,87,FALSE,RPS21
P26641,Training_Old,164,64,228,TRUE,EEF1G
P25398,Training_Old,49,65,114,FALSE,RPS12
Q96S96,Training_Old,107,66,173,TRUE,PEBP4
Q9Y4J8,Training_Old,306,67,373,TRUE,DTNA
O43837,Training_Old,33,55,88,FALSE,IDH3B
Q8NE62,Training_Old,61,24,85,TRUE,CHDH
Q96IV0,Training_Old,56,20,76,TRUE,NGLY1
O00442,Training_Old,359,64,423,TRUE,RTCA
O95870,Training_Old,158,72,230,TRUE,ABHD16A
Q13907,Training_Old,114,70,184,TRUE,IDI1
Q6NUK1,Training_Old,36,52,88,FALSE,SLC25A24
Q07020,Training_Old,42,38,80,FALSE,RPL18
P61247,Training_Old,26,76,102,FALSE,RPS3A
Q9H8H3,Training_Old,63,73,136,TRUE,METTL7A
P61513,Training_Old,64,14,78,TRUE,RPL37A
Q15819,Training_Old,360,41,401,TRUE,UBE2V2
Q10567,Training_Old,53,51,104,TRUE,AP1B1
Q9BRT3,Training_Old,61,49,110,TRUE,MIEN1
Q96Q06,Training_Old,198,54,252,TRUE,PLIN4
P02511,Training_Old,360,56,416,TRUE,CRYAB
Q06432,Training_Old,119,83,202,TRUE,CACNG1
P04792,Training_Old,215,85,300,TRUE,HSPB1
O75368,Training_Old,64,22,86,TRUE,SH3BGRL
Q15631,Training_Old,170,87,257,TRUE,TSN
P50213,Training_Old,147,86,233,TRUE,IDH3A
Q8IVN3,Training_Old,73,34,107,TRUE,MUSTN1
Q9UBE0,Training_Old,267,90,357,TRUE,SAE1
Q96EY8,Training_Old,261,82,343,TRUE,MMAB
P15880,Training_Old,55,92,147,TRUE,RPS2
Q92629,Training_Old,318,93,411,TRUE,SGCD
Q8N5M1,Training_Old,49,94,143,FALSE,ATPAF2
Q9H9Q2,Training_Old,191,95,286,TRUE,COPS7B
P30086,Training_Old,341,62,403,TRUE,PEBP1
Q969X5,Training_Old,65,32,97,TRUE,ERGIC1
P78417,Training_Old,126,77,203,TRUE,GSTO1
P02750,Training_Old,44,99,143,FALSE,LRG1
Q5VXT5,Training_Old,104,61,165,TRUE,SYPL2
P35052,Training_Old,245,101,346,TRUE,GPC1
P33176,Training_Old,146,102,248,TRUE,KIF5B
P57772,Training_Old,63,63,126,TRUE,EEFSEC
P35443,Training_Old,88,16,104,TRUE,THBS4
Q86VN1,Training_Old,129,105,234,TRUE,VPS36
P61604,Training_Old,219,75,294,TRUE,HSPE1
Q8N335,Training_Old,517,93,610,TRUE,GPD1L
Q9BWH2,Training_Old,252,85,337,TRUE,FUNDC2
Q7KZF4,Training_Old,36,94,130,FALSE,SND1
P55263,Training_Old,60,50,110,TRUE,ADK
P50991,Training_Old,99,111,210,TRUE,CCT4
P27635,Training_Old,48,98,146,FALSE,RPL10
Q99829,Training_Old,234,109,343,TRUE,CPNE1
P21980,Training_Old,91,23,114,TRUE,TGM2
P43490,Training_Old,75,40,115,TRUE,NAMPT
P17655,Training_Old,106,116,222,TRUE,CAPN2
Q9H910,Training_Old,98,19,117,TRUE,JPT2
P23284,Training_Old,46,73,119,FALSE,PPIB
P16118,Training_Old,75,58,133,TRUE,PFKFB1
P14672,Training_Old,83,41,124,TRUE,SLC2A4
P16615,Training_Old,337,35,372,TRUE,ATP2A2
P08708,Training_Old,39,113,152,FALSE,RPS17
P09211,Training_Old,340,40,380,TRUE,GSTP1
Q13508,Training_Old,31,101,132,FALSE,ART3
P46020,Training_Old,50,109,159,FALSE,PHKA1
P52758,Training_Old,565,86,651,TRUE,RIDA
P16152,Training_Old,105,64,169,TRUE,CBR1
Q10713,Training_Old,76,52,128,TRUE,PMPCA
P08865,Training_Old,56,129,185,TRUE,RPSA
P22392,Training_Old,290,38,328,TRUE,NME2
O14950,Training_Old,69,62,131,TRUE,MYL12B
Q99766,Training_Old,333,132,465,TRUE,DMAC2L
P61160,Training_Old,150,122,272,TRUE,ACTR2
P40121,Training_Old,92,69,161,TRUE,CAPG
Q9NQC3,Training_Old,516,32,548,TRUE,RTN4
Q13228,Training_Old,189,94,283,TRUE,SELENBP1
Q15056,Training_Old,332,132,464,TRUE,EIF4H
P50579,Training_Old,1051,138,1189,TRUE,METAP2
Q8IWX7,Training_Old,124,65,189,TRUE,UNC45B
Q9Y508,Training_Old,628,139,767,TRUE,RNF114
P39019,Training_Old,82,72,154,TRUE,RPS19
P08294,Training_Old,53,142,195,TRUE,SOD3
P61086,Training_Old,700,143,843,TRUE,UBE2K
Q9Y3Z3,Training_Old,119,144,263,TRUE,SAMHD1
Q16082,Training_Old,80,96,176,TRUE,HSPB2
Q93100,Training_Old,51,120,171,TRUE,PHKB
Q16773,Training_Old,274,147,421,TRUE,KYAT1
P62263,Training_Old,57,118,175,TRUE,RPS14
P62249,Training_Old,93,117,210,TRUE,RPS16
Q16775,Training_Old,217,96,313,TRUE,HAGH
Q13326,Training_Old,368,123,491,TRUE,SGCG
P30048,Training_Old,344,152,496,TRUE,PRDX3
P35579,Training_Old,137,85,222,TRUE,MYH9
P38646,Training_Old,249,154,403,TRUE,HSPA9
O95810,Training_Old,697,138,835,TRUE,CAVIN2
Q9H4A4,Training_Old,377,156,533,TRUE,RNPEP
P31150,Training_Old,783,157,940,TRUE,GDI1
Q9UBB4,Training_Old,94,64,158,TRUE,ATXN10
Q13976,Training_Old,104,149,253,TRUE,PRKG1
P62269,Training_Old,32,151,183,FALSE,RPS18
Q01995,Training_Old,88,73,161,TRUE,TAGLN
P49368,Training_Old,229,162,391,TRUE,CCT3
Q96HD1,Training_Old,133,70,203,TRUE,CRELD1
Q9Y4X5,Training_Old,442,144,586,TRUE,ARIH1
Q9NP97,Training_Old,65,101,166,TRUE,DYNLRB1
P37837,Training_Old,476,149,625,TRUE,TALDO1
Q96HE7,Training_Old,104,134,238,TRUE,ERO1A
Q9UHP9,Training_Old,91,161,252,TRUE,SMPX
Q02952,Training_Old,62,122,184,TRUE,AKAP12
Q01105,Training_Old,89,170,259,TRUE,SET
Q9H0N5,Training_Old,483,104,587,TRUE,PCBD2
P07203,Training_Old,695,125,820,TRUE,GPX1
P55042,Training_Old,99,74,173,TRUE,RRAD
Q99816,Training_Old,487,163,650,TRUE,TSG101
Q16816,Training_Old,138,175,313,TRUE,PHKG1
Q96C90,Training_Old,111,65,176,TRUE,PPP1R14B
P51692,Training_Old,943,177,1120,TRUE,STAT5B
Q16881,Training_Old,717,178,895,TRUE,TXNRD1
Q53H12,Training_Old,111,165,276,TRUE,AGK
P04632,Training_Old,301,180,481,TRUE,CAPNS1
P21291,Training_Old,150,84,234,TRUE,CSRP1
Q9NR31,Training_Old,397,89,486,TRUE,SAR1A
Q9H7C9,Training_Old,162,127,289,TRUE,AAMDC
Q96HC4,Training_Old,172,106,278,TRUE,PDLIM5
O76070,Training_Old,111,85,196,TRUE,SNCG
Q00839,Training_Old,492,186,678,TRUE,HNRNPU
Q9UL46,Training_Old,66,121,187,TRUE,PSME2
Q01518,Training_Old,68,125,193,TRUE,CAP1
Q92523,Training_Old,263,139,402,TRUE,CPT1B
P16219,Training_Old,87,142,229,TRUE,ACADS
Q6ZVM7,Training_Old,1061,164,1225,TRUE,TOM1L2
Q9BR76,Training_Old,253,67,320,TRUE,CORO1B
Q86X55,Training_Old,66,127,193,TRUE,CARM1
P07954,Training_Old,504,194,698,TRUE,FH
Q14254,Training_Old,115,80,195,TRUE,FLOT2
P07108,Training_Old,140,147,287,TRUE,DBI
P13667,Training_Old,92,105,197,TRUE,PDIA4
P34897,Training_Old,164,41,205,TRUE,SHMT2
P40227,Training_Old,205,199,404,TRUE,CCT6A
Q99541,Training_Old,58,142,200,TRUE,PLIN2
P51665,Training_Old,109,92,201,TRUE,PSMD7
P26447,Training_Old,139,99,238,TRUE,S100A4
P51553,Training_Old,73,159,232,TRUE,IDH3G
P30041,Training_Old,463,105,568,TRUE,PRDX6
P50990,Training_Old,285,205,490,TRUE,CCT8
Q7Z434,Training_Old,829,206,1035,TRUE,MAVS
O43414,Training_Old,281,207,488,TRUE,ERI3
O76003,Training_Old,50,192,242,FALSE,GLRX3
P50454,Training_Old,121,209,330,TRUE,SERPINH1
Q9H993,Training_Old,131,166,297,TRUE,ARMT1
Q16585,Training_Old,789,206,995,TRUE,SGCB
O75223,Training_Old,327,173,500,TRUE,GGCT
P62701,Training_Old,49,181,230,FALSE,RPS4X
P48163,Training_Old,429,192,621,TRUE,ME1
Q01844,Training_Old,520,192,712,TRUE,EWSR1
P62851,Training_Old,162,125,287,TRUE,RPS25
P62910,Training_Old,93,124,217,TRUE,RPL32
P62280,Training_Old,136,169,305,TRUE,RPS11
Q04446,Training_Old,118,156,274,TRUE,GBE1
Q04760,Training_Old,313,116,429,TRUE,GLO1
O75935,Training_Old,111,175,286,TRUE,DCTN3
P39656,Training_Old,751,222,973,TRUE,DDOST
Q9H299,Training_Old,116,107,223,TRUE,SH3BGRL3
Q9H477,Training_Old,464,222,686,TRUE,RBKS
Q13554,Training_Old,83,160,243,TRUE,CAMK2B
P62277,Training_Old,195,71,266,TRUE,RPS13
P04406,Training_Old,885,227,1112,TRUE,GAPDH
O95782,Training_Old,69,210,279,TRUE,AP2A1
P63244,Training_Old,66,214,280,TRUE,RACK1
O60888,Training_Old,111,119,230,TRUE,CUTA
P31943,Training_Old,102,216,318,TRUE,HNRNPH1
A3KMH1,Training_Old,140,92,232,TRUE,VWA8
Q9UPU5,Training_Old,158,160,318,TRUE,USP24
Q9NRX4,Training_Old,515,99,614,TRUE,PHPT1
Q96RP9,Training_Old,680,235,915,TRUE,GFM1
O00299,Training_Old,143,93,236,TRUE,CLIC1
P51636,Training_Old,161,118,279,TRUE,CAV2
P19367,Training_Old,278,238,516,TRUE,HK1
Q15435,Training_Old,238,211,449,TRUE,PPP1R7
Q14764,Training_Old,95,145,240,TRUE,MVP
Q96EY7,Training_Old,111,156,267,TRUE,PTCD3
P30101,Training_Old,95,242,337,TRUE,PDIA3
Q9Y5U8,Training_Old,217,180,397,TRUE,MPC1
P62829,Training_Old,106,150,256,TRUE,RPL23
Q9Y3I0,Training_Old,110,245,355,TRUE,RTCB
P52272,Training_Old,151,95,246,TRUE,HNRNPM
Q96DC8,Training_Old,104,226,330,TRUE,ECHDC3
Q8WW22,Training_Old,91,157,248,TRUE,DNAJA4
Q13683,Training_Old,785,249,1034,TRUE,ITGA7
Q9NRV9,Training_Old,74,187,261,TRUE,HEBP1
P55039,Training_Old,88,175,263,TRUE,DRG2
P62873,Training_Old,680,174,854,TRUE,GNB1
Q6IBS0,Training_Old,124,129,253,TRUE,TWF2
P62750,Training_Old,125,154,279,TRUE,RPL23A
Q9Y696,Training_Old,58,200,258,TRUE,CLIC4
Q86YB7,Training_Old,545,256,801,TRUE,ECHDC2
A5YM72,Training_Old,123,134,257,TRUE,CARNS1
Q9UBQ0,Training_Old,121,137,258,TRUE,VPS29
P60866,Training_Old,151,186,337,TRUE,RPS20
P14209,Training_Old,154,106,260,TRUE,CD99
P31415,Training_Old,427,197,624,TRUE,CASQ1
Q9UL25,Training_Old,698,262,960,TRUE,RAB21
Q9Y450,Training_Old,147,167,314,TRUE,HBS1L
Q9H2G2,Training_Old,130,201,331,TRUE,SLK
P26583,Training_Old,432,265,697,TRUE,HMGB2
P00352,Training_Old,260,178,438,TRUE,ALDH1A1
Q9UBF6,Training_Old,595,252,847,TRUE,RNF7
P62318,Training_Old,199,69,268,TRUE,SNRPD3
P01040,Training_Old,119,150,269,TRUE,CSTA
P25686,Training_Old,452,250,702,TRUE,DNAJB2
Q9NR19,Training_Old,777,271,1048,TRUE,ACSS2
P31751,Training_Old,83,189,272,TRUE,AKT2
P56134,Training_Old,185,196,381,TRUE,ATP5MF
Q13561,Training_Old,99,274,373,TRUE,DCTN2
Q5SQH8,Training_Old,224,51,275,TRUE,C6orf136
P00441,Training_Old,500,137,637,TRUE,SOD1
Q96K76,Training_Old,475,277,752,TRUE,USP47
Q99471,Training_Old,599,242,841,TRUE,PFDN5
O95479,Training_Old,660,279,939,TRUE,H6PD
Q14247,Training_Old,194,89,283,TRUE,CTTN
Q96FW1,Training_Old,983,281,1264,TRUE,OTUB1
Q04637,Training_Old,1105,282,1387,TRUE,EIF4G1
Q86VX2,Training_Old,444,283,727,TRUE,COMMD7
Q15582,Training_Old,247,246,493,TRUE,TGFBI
Q00G26,Training_Old,70,280,350,TRUE,PLIN5
Q9UM54,Training_Old,309,158,467,TRUE,MYO6
Q15286,Training_Old,212,75,287,TRUE,RAB35
O14929,Training_Old,167,121,288,TRUE,HAT1
P11532,Training_Old,535,155,690,TRUE,DMD
Q92747,Training_Old,768,290,1058,TRUE,ARPC1A
P50583,Training_Old,235,56,291,TRUE,NUDT2
P01834,Training_Old,209,199,408,TRUE,IGKC
P16298,Training_Old,323,293,616,TRUE,PPP3CB
Q9UGI8,Training_Old,103,191,294,TRUE,TES
P61163,Training_Old,155,295,450,TRUE,ACTR1A
P0DP23,Training_Old,520,129,649,TRUE,CALM1
Q9BRA2,Training_Old,112,185,297,TRUE,TXNDC17
Q702N8,Training_Old,211,134,345,TRUE,XIRP1
P46783,Training_Old,250,60,310,TRUE,RPS10
Q02338,Training_Old,194,288,482,TRUE,BDH1
Q16821,Training_Old,160,142,302,TRUE,PPP1R3A
Q99807,Training_Old,848,206,1054,TRUE,COQ7
Q9NS86,Training_Old,457,303,760,TRUE,LANCL2
Q9UJ70,Training_Old,52,260,312,TRUE,NAGK
P62879,Training_Old,782,305,1087,TRUE,GNB2
P68363,Training_Old,264,190,454,TRUE,TUBA1B
P40925,Training_Old,619,156,775,TRUE,MDH1
